postcode,zone,rating,annual_prod,rebate
2480,3.0,1.382,9.1,3185.0
2481,3.0,1.382,9.1,3185.0
2482,3.0,1.382,9.1,3185.0
2483,3.0,1.382,9.1,3185.0
2484,3.0,1.382,9.1,3185.0
2485,3.0,1.382,9.1,3185.0
2486,3.0,1.382,9.1,3185.0
2487,3.0,1.382,9.1,3185.0
2488,3.0,1.382,9.1,3185.0
2489,3.0,1.382,9.1,3185.0
2490,3.0,1.382,9.1,3185.0
2500,3.0,1.382,9.1,3185.0
2502,3.0,1.382,9.1,3185.0
2505,3.0,1.382,9.1,3185.0
2506,3.0,1.382,9.1,3185.0
2508,3.0,1.382,9.1,3185.0
2515,3.0,1.382,9.1,3185.0
2516,3.0,1.382,9.1,3185.0
2517,3.0,1.382,9.1,3185.0
2518,3.0,1.382,9.1,3185.0
2519,3.0,1.382,9.1,3185.0
2520,3.0,1.382,9.1,3185.0
2522,3.0,1.382,9.1,3185.0
2525,3.0,1.382,9.1,3185.0
2526,3.0,1.382,9.1,3185.0
2527,3.0,1.382,9.1,3185.0
2528,3.0,1.382,9.1,3185.0
2529,3.0,1.382,9.1,3185.0
2530,3.0,1.382,9.1,3185.0
2533,3.0,1.382,9.1,3185.0
2534,3.0,1.382,9.1,3185.0
2535,3.0,1.382,9.1,3185.0
2536,3.0,1.382,9.1,3185.0
2537,3.0,1.382,9.1,3185.0
2538,3.0,1.382,9.1,3185.0
2539,3.0,1.382,9.1,3185.0
2540,3.0,1.382,9.1,3185.0
2541,3.0,1.382,9.1,3185.0
2545,4.0,1.185,7.8,2730.0
2546,4.0,1.185,7.8,2730.0
2548,4.0,1.185,7.8,2730.0
2549,4.0,1.185,7.8,2730.0
2550,4.0,1.185,7.8,2730.0
2551,4.0,1.185,7.8,2730.0
2555,3.0,1.382,9.1,3185.0
2556,3.0,1.382,9.1,3185.0
2557,3.0,1.382,9.1,3185.0
2558,3.0,1.382,9.1,3185.0
2559,3.0,1.382,9.1,3185.0
2560,3.0,1.382,9.1,3185.0
2563,3.0,1.382,9.1,3185.0
2564,3.0,1.382,9.1,3185.0
2565,3.0,1.382,9.1,3185.0
2566,3.0,1.382,9.1,3185.0
2567,3.0,1.382,9.1,3185.0
2568,3.0,1.382,9.1,3185.0
2569,3.0,1.382,9.1,3185.0
2570,3.0,1.382,9.1,3185.0
2571,3.0,1.382,9.1,3185.0
2572,3.0,1.382,9.1,3185.0
2573,3.0,1.382,9.1,3185.0
2574,3.0,1.382,9.1,3185.0
2575,3.0,1.382,9.1,3185.0
2576,3.0,1.382,9.1,3185.0
2577,3.0,1.382,9.1,3185.0
2578,3.0,1.382,9.1,3185.0
2579,3.0,1.382,9.1,3185.0
2580,3.0,1.382,9.1,3185.0
2581,3.0,1.382,9.1,3185.0
2582,3.0,1.382,9.1,3185.0
2583,3.0,1.382,9.1,3185.0
2584,3.0,1.382,9.1,3185.0
2585,3.0,1.382,9.1,3185.0
2586,3.0,1.382,9.1,3185.0
2587,3.0,1.382,9.1,3185.0
2588,3.0,1.382,9.1,3185.0
2590,3.0,1.382,9.1,3185.0
2594,3.0,1.382,9.1,3185.0
2600,3.0,1.382,9.1,3185.0
2601,3.0,1.382,9.1,3185.0
2602,3.0,1.382,9.1,3185.0
2603,3.0,1.382,9.1,3185.0
2604,3.0,1.382,9.1,3185.0
2605,3.0,1.382,9.1,3185.0
2606,3.0,1.382,9.1,3185.0
2607,3.0,1.382,9.1,3185.0
2608,3.0,1.382,9.1,3185.0
2609,3.0,1.382,9.1,3185.0
2610,3.0,1.382,9.1,3185.0
2611,3.0,1.382,9.1,3185.0
2612,3.0,1.382,9.1,3185.0
2614,3.0,1.382,9.1,3185.0
2615,3.0,1.382,9.1,3185.0
2616,3.0,1.382,9.1,3185.0
2617,3.0,1.382,9.1,3185.0
2618,3.0,1.382,9.1,3185.0
2619,3.0,1.382,9.1,3185.0
2620,3.0,1.382,9.1,3185.0
2621,3.0,1.382,9.1,3185.0
2622,3.0,1.382,9.1,3185.0
2623,3.0,1.382,9.1,3185.0
2624,3.0,1.382,9.1,3185.0
2625,3.0,1.382,9.1,3185.0
2626,3.0,1.382,9.1,3185.0
2627,3.0,1.382,9.1,3185.0
2628,4.0,1.185,7.8,2730.0
2629,3.0,1.382,9.1,3185.0
2630,4.0,1.185,7.8,2730.0
2631,4.0,1.185,7.8,2730.0
2632,4.0,1.185,7.8,2730.0
2633,4.0,1.185,7.8,2730.0
2640,3.0,1.382,9.1,3185.0
2641,3.0,1.382,9.1,3185.0
2642,3.0,1.382,9.1,3185.0
2643,3.0,1.382,9.1,3185.0
2644,3.0,1.382,9.1,3185.0
2645,3.0,1.382,9.1,3185.0
2646,3.0,1.382,9.1,3185.0
2647,3.0,1.382,9.1,3185.0
2648,3.0,1.382,9.1,3185.0
2649,3.0,1.382,9.1,3185.0
2650,3.0,1.382,9.1,3185.0
2651,3.0,1.382,9.1,3185.0
2652,3.0,1.382,9.1,3185.0
2653,3.0,1.382,9.1,3185.0
2655,3.0,1.382,9.1,3185.0
2656,3.0,1.382,9.1,3185.0
2658,3.0,1.382,9.1,3185.0
2659,3.0,1.382,9.1,3185.0
2660,3.0,1.382,9.1,3185.0
2661,3.0,1.382,9.1,3185.0
2663,3.0,1.382,9.1,3185.0
2665,3.0,1.382,9.1,3185.0
2666,3.0,1.382,9.1,3185.0
2668,3.0,1.382,9.1,3185.0
2669,3.0,1.382,9.1,3185.0
2671,3.0,1.382,9.1,3185.0
2672,3.0,1.382,9.1,3185.0
2675,3.0,1.382,9.1,3185.0
2678,3.0,1.382,9.1,3185.0
2680,3.0,1.382,9.1,3185.0
2681,3.0,1.382,9.1,3185.0
2700,3.0,1.382,9.1,3185.0
2701,3.0,1.382,9.1,3185.0
2702,3.0,1.382,9.1,3185.0
2703,3.0,1.382,9.1,3185.0
2705,3.0,1.382,9.1,3185.0
2706,3.0,1.382,9.1,3185.0
2707,3.0,1.382,9.1,3185.0
2708,3.0,1.382,9.1,3185.0
2710,3.0,1.382,9.1,3185.0
2711,3.0,1.382,9.1,3185.0
2712,3.0,1.382,9.1,3185.0
2713,3.0,1.382,9.1,3185.0
2714,3.0,1.382,9.1,3185.0
2715,3.0,1.382,9.1,3185.0
2716,3.0,1.382,9.1,3185.0
2717,3.0,1.382,9.1,3185.0
2720,3.0,1.382,9.1,3185.0
2721,3.0,1.382,9.1,3185.0
2722,3.0,1.382,9.1,3185.0
2725,3.0,1.382,9.1,3185.0
2726,3.0,1.382,9.1,3185.0
2727,3.0,1.382,9.1,3185.0
2729,3.0,1.382,9.1,3185.0
2730,3.0,1.382,9.1,3185.0
2731,3.0,1.382,9.1,3185.0
2732,3.0,1.382,9.1,3185.0
2733,3.0,1.382,9.1,3185.0
2734,3.0,1.382,9.1,3185.0
2735,3.0,1.382,9.1,3185.0
2736,3.0,1.382,9.1,3185.0
2737,3.0,1.382,9.1,3185.0
2738,3.0,1.382,9.1,3185.0
2739,3.0,1.382,9.1,3185.0
2745,3.0,1.382,9.1,3185.0
2747,3.0,1.382,9.1,3185.0
2748,3.0,1.382,9.1,3185.0
2749,3.0,1.382,9.1,3185.0
2750,3.0,1.382,9.1,3185.0
2751,3.0,1.382,9.1,3185.0
2752,3.0,1.382,9.1,3185.0
2753,3.0,1.382,9.1,3185.0
2754,3.0,1.382,9.1,3185.0
2755,3.0,1.382,9.1,3185.0
2756,3.0,1.382,9.1,3185.0
2757,3.0,1.382,9.1,3185.0
2758,3.0,1.382,9.1,3185.0
2759,3.0,1.382,9.1,3185.0
2760,3.0,1.382,9.1,3185.0
2761,3.0,1.382,9.1,3185.0
2762,3.0,1.382,9.1,3185.0
2763,3.0,1.382,9.1,3185.0
2765,3.0,1.382,9.1,3185.0
2766,3.0,1.382,9.1,3185.0
2767,3.0,1.382,9.1,3185.0
2768,3.0,1.382,9.1,3185.0
2769,3.0,1.382,9.1,3185.0
2770,3.0,1.382,9.1,3185.0
2773,3.0,1.382,9.1,3185.0
2774,3.0,1.382,9.1,3185.0
2775,3.0,1.382,9.1,3185.0
2776,3.0,1.382,9.1,3185.0
2777,3.0,1.382,9.1,3185.0
2778,3.0,1.382,9.1,3185.0
2779,3.0,1.382,9.1,3185.0
2780,3.0,1.382,9.1,3185.0
2782,3.0,1.382,9.1,3185.0
2783,3.0,1.382,9.1,3185.0
2784,3.0,1.382,9.1,3185.0
2785,3.0,1.382,9.1,3185.0
2786,3.0,1.382,9.1,3185.0
2787,3.0,1.382,9.1,3185.0
2790,3.0,1.382,9.1,3185.0
2791,3.0,1.382,9.1,3185.0
2792,3.0,1.382,9.1,3185.0
2793,3.0,1.382,9.1,3185.0
2794,3.0,1.382,9.1,3185.0
2795,3.0,1.382,9.1,3185.0
2797,3.0,1.382,9.1,3185.0
2798,3.0,1.382,9.1,3185.0
2799,3.0,1.382,9.1,3185.0
2800,3.0,1.382,9.1,3185.0
2803,3.0,1.382,9.1,3185.0
2804,3.0,1.382,9.1,3185.0
2805,3.0,1.382,9.1,3185.0
2806,3.0,1.382,9.1,3185.0
2807,3.0,1.382,9.1,3185.0
2808,3.0,1.382,9.1,3185.0
2809,3.0,1.382,9.1,3185.0
2810,3.0,1.382,9.1,3185.0
2817,2.0,1.536,10.1,3535.0
2818,3.0,1.382,9.1,3185.0
2820,3.0,1.382,9.1,3185.0
2821,2.0,1.536,10.1,3535.0
2822,2.0,1.536,10.1,3535.0
2823,2.0,1.536,10.1,3535.0
2824,2.0,1.536,10.1,3535.0
2825,2.0,1.536,10.1,3535.0
2826,2.0,1.536,10.1,3535.0
2827,2.0,1.536,10.1,3535.0
2828,2.0,1.536,10.1,3535.0
2829,2.0,1.536,10.1,3535.0
2830,3.0,1.382,9.1,3185.0
2831,2.0,1.536,10.1,3535.0
2832,2.0,1.536,10.1,3535.0
2833,2.0,1.536,10.1,3535.0
2834,2.0,1.536,10.1,3535.0
2835,2.0,1.536,10.1,3535.0
2836,2.0,1.536,10.1,3535.0
2838,2.0,1.536,10.1,3535.0
2839,2.0,1.536,10.1,3535.0
2840,2.0,1.536,10.1,3535.0
2842,3.0,1.382,9.1,3185.0
2843,3.0,1.382,9.1,3185.0
2844,3.0,1.382,9.1,3185.0
2845,3.0,1.382,9.1,3185.0
2846,3.0,1.382,9.1,3185.0
2847,3.0,1.382,9.1,3185.0
2848,3.0,1.382,9.1,3185.0
2849,3.0,1.382,9.1,3185.0
2850,3.0,1.382,9.1,3185.0
2852,3.0,1.382,9.1,3185.0
2864,3.0,1.382,9.1,3185.0
2865,3.0,1.382,9.1,3185.0
2866,3.0,1.382,9.1,3185.0
2867,3.0,1.382,9.1,3185.0
2868,3.0,1.382,9.1,3185.0
2869,3.0,1.382,9.1,3185.0
2870,3.0,1.382,9.1,3185.0
2871,3.0,1.382,9.1,3185.0
2873,2.0,1.536,10.1,3535.0
2874,3.0,1.382,9.1,3185.0
2875,3.0,1.382,9.1,3185.0
2876,3.0,1.382,9.1,3185.0
2877,3.0,1.382,9.1,3185.0
2878,2.0,1.536,10.1,3535.0
2879,2.0,1.536,10.1,3535.0
2880,2.0,1.536,10.1,3535.0
2890,3.0,1.382,9.1,3185.0
2891,3.0,1.382,9.1,3185.0
2898,3.0,1.382,9.1,3185.0
2899,3.0,1.382,9.1,3185.0
2900,3.0,1.382,9.1,3185.0
2901,3.0,1.382,9.1,3185.0
2902,3.0,1.382,9.1,3185.0
2903,3.0,1.382,9.1,3185.0
2904,3.0,1.382,9.1,3185.0
2905,3.0,1.382,9.1,3185.0
2906,3.0,1.382,9.1,3185.0
2911,3.0,1.382,9.1,3185.0
2912,3.0,1.382,9.1,3185.0
2913,3.0,1.382,9.1,3185.0
2914,3.0,1.382,9.1,3185.0
3000,4.0,1.185,7.8,2730.0
3001,4.0,1.185,7.8,2730.0
3002,4.0,1.185,7.8,2730.0
3003,4.0,1.185,7.8,2730.0
3004,4.0,1.185,7.8,2730.0
3005,4.0,1.185,7.8,2730.0
3006,4.0,1.185,7.8,2730.0
3008,4.0,1.185,7.8,2730.0
3010,4.0,1.185,7.8,2730.0
3011,4.0,1.185,7.8,2730.0
3012,4.0,1.185,7.8,2730.0
3013,4.0,1.185,7.8,2730.0
3015,4.0,1.185,7.8,2730.0
3016,4.0,1.185,7.8,2730.0
3018,4.0,1.185,7.8,2730.0
3019,4.0,1.185,7.8,2730.0
3020,4.0,1.185,7.8,2730.0
3021,4.0,1.185,7.8,2730.0
3022,4.0,1.185,7.8,2730.0
3023,4.0,1.185,7.8,2730.0
3024,4.0,1.185,7.8,2730.0
3025,4.0,1.185,7.8,2730.0
3026,4.0,1.185,7.8,2730.0
3027,4.0,1.185,7.8,2730.0
3028,4.0,1.185,7.8,2730.0
3029,4.0,1.185,7.8,2730.0
3030,4.0,1.185,7.8,2730.0
3031,4.0,1.185,7.8,2730.0
3032,4.0,1.185,7.8,2730.0
3033,4.0,1.185,7.8,2730.0
3034,4.0,1.185,7.8,2730.0
3036,3.0,1.382,9.1,3185.0
3037,3.0,1.382,9.1,3185.0
3038,3.0,1.382,9.1,3185.0
3039,4.0,1.185,7.8,2730.0
3040,4.0,1.185,7.8,2730.0
3041,4.0,1.185,7.8,2730.0
3042,4.0,1.185,7.8,2730.0
3043,4.0,1.185,7.8,2730.0
3044,4.0,1.185,7.8,2730.0
3045,3.0,1.382,9.1,3185.0
3046,4.0,1.185,7.8,2730.0
3047,3.0,1.382,9.1,3185.0
3048,3.0,1.382,9.1,3185.0
3049,3.0,1.382,9.1,3185.0
3050,4.0,1.185,7.8,2730.0
3051,4.0,1.185,7.8,2730.0
3052,4.0,1.185,7.8,2730.0
3053,4.0,1.185,7.8,2730.0
3054,4.0,1.185,7.8,2730.0
3055,4.0,1.185,7.8,2730.0
3056,4.0,1.185,7.8,2730.0
3057,4.0,1.185,7.8,2730.0
3058,4.0,1.185,7.8,2730.0
3059,3.0,1.382,9.1,3185.0
3060,4.0,1.185,7.8,2730.0
3061,3.0,1.382,9.1,3185.0
3062,3.0,1.382,9.1,3185.0
3063,3.0,1.382,9.1,3185.0
3064,3.0,1.382,9.1,3185.0
3065,4.0,1.185,7.8,2730.0
3066,4.0,1.185,7.8,2730.0
3067,4.0,1.185,7.8,2730.0
3068,4.0,1.185,7.8,2730.0
3070,4.0,1.185,7.8,2730.0
3071,4.0,1.185,7.8,2730.0
3072,4.0,1.185,7.8,2730.0
3073,4.0,1.185,7.8,2730.0
3074,4.0,1.185,7.8,2730.0
3075,3.0,1.382,9.1,3185.0
3076,3.0,1.382,9.1,3185.0
3078,4.0,1.185,7.8,2730.0
3079,4.0,1.185,7.8,2730.0
3081,4.0,1.185,7.8,2730.0
3082,4.0,1.185,7.8,2730.0
3083,4.0,1.185,7.8,2730.0
3084,4.0,1.185,7.8,2730.0
3085,4.0,1.185,7.8,2730.0
3086,4.0,1.185,7.8,2730.0
3087,4.0,1.185,7.8,2730.0
3088,4.0,1.185,7.8,2730.0
3089,4.0,1.185,7.8,2730.0
3090,4.0,1.185,7.8,2730.0
3091,4.0,1.185,7.8,2730.0
3093,4.0,1.185,7.8,2730.0
3094,4.0,1.185,7.8,2730.0
3095,4.0,1.185,7.8,2730.0
3096,4.0,1.185,7.8,2730.0
3097,4.0,1.185,7.8,2730.0
3099,3.0,1.382,9.1,3185.0
3101,4.0,1.185,7.8,2730.0
3102,4.0,1.185,7.8,2730.0
3103,4.0,1.185,7.8,2730.0
3104,4.0,1.185,7.8,2730.0
3105,4.0,1.185,7.8,2730.0
3106,4.0,1.185,7.8,2730.0
3107,4.0,1.185,7.8,2730.0
3108,4.0,1.185,7.8,2730.0
3109,4.0,1.185,7.8,2730.0
3111,4.0,1.185,7.8,2730.0
3113,4.0,1.185,7.8,2730.0
3114,4.0,1.185,7.8,2730.0
3115,4.0,1.185,7.8,2730.0
3116,4.0,1.185,7.8,2730.0
3121,4.0,1.185,7.8,2730.0
3122,4.0,1.185,7.8,2730.0
3123,4.0,1.185,7.8,2730.0
3124,4.0,1.185,7.8,2730.0
3125,4.0,1.185,7.8,2730.0
3126,4.0,1.185,7.8,2730.0
3127,4.0,1.185,7.8,2730.0
3128,4.0,1.185,7.8,2730.0
3129,4.0,1.185,7.8,2730.0
3130,4.0,1.185,7.8,2730.0
3131,4.0,1.185,7.8,2730.0
3132,4.0,1.185,7.8,2730.0
3133,4.0,1.185,7.8,2730.0
3134,4.0,1.185,7.8,2730.0
3135,4.0,1.185,7.8,2730.0
3136,4.0,1.185,7.8,2730.0
3137,4.0,1.185,7.8,2730.0
3138,4.0,1.185,7.8,2730.0
3139,4.0,1.185,7.8,2730.0
3140,4.0,1.185,7.8,2730.0
3141,4.0,1.185,7.8,2730.0
3142,4.0,1.185,7.8,2730.0
3143,4.0,1.185,7.8,2730.0
3144,4.0,1.185,7.8,2730.0
3145,4.0,1.185,7.8,2730.0
3146,4.0,1.185,7.8,2730.0
3147,4.0,1.185,7.8,2730.0
3148,4.0,1.185,7.8,2730.0
3149,4.0,1.185,7.8,2730.0
3150,4.0,1.185,7.8,2730.0
3151,4.0,1.185,7.8,2730.0
3152,4.0,1.185,7.8,2730.0
3153,4.0,1.185,7.8,2730.0
3154,4.0,1.185,7.8,2730.0
3155,4.0,1.185,7.8,2730.0
3156,4.0,1.185,7.8,2730.0
3158,4.0,1.185,7.8,2730.0
3159,4.0,1.185,7.8,2730.0
3160,4.0,1.185,7.8,2730.0
3161,4.0,1.185,7.8,2730.0
3162,4.0,1.185,7.8,2730.0
3163,4.0,1.185,7.8,2730.0
3164,4.0,1.185,7.8,2730.0
3165,4.0,1.185,7.8,2730.0
3166,4.0,1.185,7.8,2730.0
3167,4.0,1.185,7.8,2730.0
3168,4.0,1.185,7.8,2730.0
3169,4.0,1.185,7.8,2730.0
3170,4.0,1.185,7.8,2730.0
3171,4.0,1.185,7.8,2730.0
3172,4.0,1.185,7.8,2730.0
3173,4.0,1.185,7.8,2730.0
3174,4.0,1.185,7.8,2730.0
3175,4.0,1.185,7.8,2730.0
3176,4.0,1.185,7.8,2730.0
3177,4.0,1.185,7.8,2730.0
3178,4.0,1.185,7.8,2730.0
3179,4.0,1.185,7.8,2730.0
3180,4.0,1.185,7.8,2730.0
3181,4.0,1.185,7.8,2730.0
3182,4.0,1.185,7.8,2730.0
3183,4.0,1.185,7.8,2730.0
3184,4.0,1.185,7.8,2730.0
3185,4.0,1.185,7.8,2730.0
3186,4.0,1.185,7.8,2730.0
3187,4.0,1.185,7.8,2730.0
3188,4.0,1.185,7.8,2730.0
3189,4.0,1.185,7.8,2730.0
3190,4.0,1.185,7.8,2730.0
3191,4.0,1.185,7.8,2730.0
3192,4.0,1.185,7.8,2730.0
3193,4.0,1.185,7.8,2730.0
3194,4.0,1.185,7.8,2730.0
3195,4.0,1.185,7.8,2730.0
3196,4.0,1.185,7.8,2730.0
3197,4.0,1.185,7.8,2730.0
3198,4.0,1.185,7.8,2730.0
3199,4.0,1.185,7.8,2730.0
3200,4.0,1.185,7.8,2730.0
3201,4.0,1.185,7.8,2730.0
3202,4.0,1.185,7.8,2730.0
3204,4.0,1.185,7.8,2730.0
3205,4.0,1.185,7.8,2730.0
3206,4.0,1.185,7.8,2730.0
3207,4.0,1.185,7.8,2730.0
3211,4.0,1.185,7.8,2730.0
3212,4.0,1.185,7.8,2730.0
3213,4.0,1.185,7.8,2730.0
3214,4.0,1.185,7.8,2730.0
3215,4.0,1.185,7.8,2730.0
3216,4.0,1.185,7.8,2730.0
3217,4.0,1.185,7.8,2730.0
3218,4.0,1.185,7.8,2730.0
3219,4.0,1.185,7.8,2730.0
3220,4.0,1.185,7.8,2730.0
3221,4.0,1.185,7.8,2730.0
3222,4.0,1.185,7.8,2730.0
3223,4.0,1.185,7.8,2730.0
3224,4.0,1.185,7.8,2730.0
3225,4.0,1.185,7.8,2730.0
3226,4.0,1.185,7.8,2730.0
3227,4.0,1.185,7.8,2730.0
3228,4.0,1.185,7.8,2730.0
3230,4.0,1.185,7.8,2730.0
3231,4.0,1.185,7.8,2730.0
3232,4.0,1.185,7.8,2730.0
3233,4.0,1.185,7.8,2730.0
3234,4.0,1.185,7.8,2730.0
3235,4.0,1.185,7.8,2730.0
3236,4.0,1.185,7.8,2730.0
3237,4.0,1.185,7.8,2730.0
3238,4.0,1.185,7.8,2730.0
3239,4.0,1.185,7.8,2730.0
3240,4.0,1.185,7.8,2730.0
3241,4.0,1.185,7.8,2730.0
3242,4.0,1.185,7.8,2730.0
3243,4.0,1.185,7.8,2730.0
3249,4.0,1.185,7.8,2730.0
3250,4.0,1.185,7.8,2730.0
3251,4.0,1.185,7.8,2730.0
3254,4.0,1.185,7.8,2730.0
3260,4.0,1.185,7.8,2730.0
3264,4.0,1.185,7.8,2730.0
3265,4.0,1.185,7.8,2730.0
3266,4.0,1.185,7.8,2730.0
3267,4.0,1.185,7.8,2730.0
3268,4.0,1.185,7.8,2730.0
3269,4.0,1.185,7.8,2730.0
3270,4.0,1.185,7.8,2730.0
3271,4.0,1.185,7.8,2730.0
3272,4.0,1.185,7.8,2730.0
3273,4.0,1.185,7.8,2730.0
3274,4.0,1.185,7.8,2730.0
3275,4.0,1.185,7.8,2730.0
3276,4.0,1.185,7.8,2730.0
3277,4.0,1.185,7.8,2730.0
3278,4.0,1.185,7.8,2730.0
3279,4.0,1.185,7.8,2730.0
3280,4.0,1.185,7.8,2730.0
3281,4.0,1.185,7.8,2730.0
3282,4.0,1.185,7.8,2730.0
3283,4.0,1.185,7.8,2730.0
3284,4.0,1.185,7.8,2730.0
3285,4.0,1.185,7.8,2730.0
3286,4.0,1.185,7.8,2730.0
3287,4.0,1.185,7.8,2730.0
3289,4.0,1.185,7.8,2730.0
3292,4.0,1.185,7.8,2730.0
3293,3.0,1.382,9.1,3185.0
3294,3.0,1.382,9.1,3185.0
3300,3.0,1.382,9.1,3185.0
3301,3.0,1.382,9.1,3185.0
3302,3.0,1.382,9.1,3185.0
3303,4.0,1.185,7.8,2730.0
3304,4.0,1.185,7.8,2730.0
3305,4.0,1.185,7.8,2730.0
3309,3.0,1.382,9.1,3185.0
3310,3.0,1.382,9.1,3185.0
3311,3.0,1.382,9.1,3185.0
3312,3.0,1.382,9.1,3185.0
3314,3.0,1.382,9.1,3185.0
3315,3.0,1.382,9.1,3185.0
3317,3.0,1.382,9.1,3185.0
3318,3.0,1.382,9.1,3185.0
3319,3.0,1.382,9.1,3185.0
3321,4.0,1.185,7.8,2730.0
3322,4.0,1.185,7.8,2730.0
3323,4.0,1.185,7.8,2730.0
3324,4.0,1.185,7.8,2730.0
3325,4.0,1.185,7.8,2730.0
3328,4.0,1.185,7.8,2730.0
3329,4.0,1.185,7.8,2730.0
3330,4.0,1.185,7.8,2730.0
3331,4.0,1.185,7.8,2730.0
3332,4.0,1.185,7.8,2730.0
3333,4.0,1.185,7.8,2730.0
3334,3.0,1.382,9.1,3185.0
3335,3.0,1.382,9.1,3185.0
3336,3.0,1.382,9.1,3185.0
3337,3.0,1.382,9.1,3185.0
3338,4.0,1.185,7.8,2730.0
3340,3.0,1.382,9.1,3185.0
3341,3.0,1.382,9.1,3185.0
3342,3.0,1.382,9.1,3185.0
3345,3.0,1.382,9.1,3185.0
3350,3.0,1.382,9.1,3185.0
3351,3.0,1.382,9.1,3185.0
3352,3.0,1.382,9.1,3185.0
3353,3.0,1.382,9.1,3185.0
3354,3.0,1.382,9.1,3185.0
3355,3.0,1.382,9.1,3185.0
3356,3.0,1.382,9.1,3185.0
3357,3.0,1.382,9.1,3185.0
3358,3.0,1.382,9.1,3185.0
3360,3.0,1.382,9.1,3185.0
3361,3.0,1.382,9.1,3185.0
3363,3.0,1.382,9.1,3185.0
3364,3.0,1.382,9.1,3185.0
3370,3.0,1.382,9.1,3185.0
3371,3.0,1.382,9.1,3185.0
3373,3.0,1.382,9.1,3185.0
3374,3.0,1.382,9.1,3185.0
3375,3.0,1.382,9.1,3185.0
3377,3.0,1.382,9.1,3185.0
3378,3.0,1.382,9.1,3185.0
3379,3.0,1.382,9.1,3185.0
3380,3.0,1.382,9.1,3185.0
3381,3.0,1.382,9.1,3185.0
3384,3.0,1.382,9.1,3185.0
3385,3.0,1.382,9.1,3185.0
3387,3.0,1.382,9.1,3185.0
3388,3.0,1.382,9.1,3185.0
3390,3.0,1.382,9.1,3185.0
3391,3.0,1.382,9.1,3185.0
3392,3.0,1.382,9.1,3185.0
3393,3.0,1.382,9.1,3185.0
3395,3.0,1.382,9.1,3185.0
3396,3.0,1.382,9.1,3185.0
3399,3.0,1.382,9.1,3185.0
3400,3.0,1.382,9.1,3185.0
3401,3.0,1.382,9.1,3185.0
3402,3.0,1.382,9.1,3185.0
3407,3.0,1.382,9.1,3185.0
3409,3.0,1.382,9.1,3185.0
3412,3.0,1.382,9.1,3185.0
3413,3.0,1.382,9.1,3185.0
3414,3.0,1.382,9.1,3185.0
3415,3.0,1.382,9.1,3185.0
3418,3.0,1.382,9.1,3185.0
3419,3.0,1.382,9.1,3185.0
3420,3.0,1.382,9.1,3185.0
3423,3.0,1.382,9.1,3185.0
3424,3.0,1.382,9.1,3185.0
3427,3.0,1.382,9.1,3185.0
3428,3.0,1.382,9.1,3185.0
3429,3.0,1.382,9.1,3185.0
3430,3.0,1.382,9.1,3185.0
3431,3.0,1.382,9.1,3185.0
3432,3.0,1.382,9.1,3185.0
3433,3.0,1.382,9.1,3185.0
3434,3.0,1.382,9.1,3185.0
3435,3.0,1.382,9.1,3185.0
3437,3.0,1.382,9.1,3185.0
3438,3.0,1.382,9.1,3185.0
3440,3.0,1.382,9.1,3185.0
3441,3.0,1.382,9.1,3185.0
3442,3.0,1.382,9.1,3185.0
3444,3.0,1.382,9.1,3185.0
3446,3.0,1.382,9.1,3185.0
3447,3.0,1.382,9.1,3185.0
3448,3.0,1.382,9.1,3185.0
3450,3.0,1.382,9.1,3185.0
3451,3.0,1.382,9.1,3185.0
3453,3.0,1.382,9.1,3185.0
3458,3.0,1.382,9.1,3185.0
3460,3.0,1.382,9.1,3185.0
3461,3.0,1.382,9.1,3185.0
3462,3.0,1.382,9.1,3185.0
3463,3.0,1.382,9.1,3185.0
3464,3.0,1.382,9.1,3185.0
3465,3.0,1.382,9.1,3185.0
3467,3.0,1.382,9.1,3185.0
3468,3.0,1.382,9.1,3185.0
3469,3.0,1.382,9.1,3185.0
3472,3.0,1.382,9.1,3185.0
3475,3.0,1.382,9.1,3185.0
3477,3.0,1.382,9.1,3185.0
3478,3.0,1.382,9.1,3185.0
3480,3.0,1.382,9.1,3185.0
3482,3.0,1.382,9.1,3185.0
3483,3.0,1.382,9.1,3185.0
3485,3.0,1.382,9.1,3185.0
3487,3.0,1.382,9.1,3185.0
3488,3.0,1.382,9.1,3185.0
3489,3.0,1.382,9.1,3185.0
3490,3.0,1.382,9.1,3185.0
3491,3.0,1.382,9.1,3185.0
3494,3.0,1.382,9.1,3185.0
3496,3.0,1.382,9.1,3185.0
3498,3.0,1.382,9.1,3185.0
3500,3.0,1.382,9.1,3185.0
3501,3.0,1.382,9.1,3185.0
3502,3.0,1.382,9.1,3185.0
3505,3.0,1.382,9.1,3185.0
3506,3.0,1.382,9.1,3185.0
3507,3.0,1.382,9.1,3185.0
3509,3.0,1.382,9.1,3185.0
3512,3.0,1.382,9.1,3185.0
3515,3.0,1.382,9.1,3185.0
3516,3.0,1.382,9.1,3185.0
3517,3.0,1.382,9.1,3185.0
3518,3.0,1.382,9.1,3185.0
3520,3.0,1.382,9.1,3185.0
3521,3.0,1.382,9.1,3185.0
3522,3.0,1.382,9.1,3185.0
3523,3.0,1.382,9.1,3185.0
3525,3.0,1.382,9.1,3185.0
3527,3.0,1.382,9.1,3185.0
3529,3.0,1.382,9.1,3185.0
3530,3.0,1.382,9.1,3185.0
3531,3.0,1.382,9.1,3185.0
