postcode,installations,output,suburb_id,suburb,state,long,lat
2439,864,4032.978,3379,KENDALL,NSW,152.652155,-31.654721999999996
2439,864,4032.978,3380,KEREWONG,NSW,152.652155,-31.654721999999996
2439,864,4032.978,3381,KEW,NSW,152.652155,-31.654721999999996
2439,864,4032.978,3382,LOGANS CROSSING,NSW,152.652155,-31.654721999999996
2439,864,4032.978,3383,LORNE,NSW,152.652155,-31.654721999999996
2439,864,4032.978,3384,ROSSGLEN,NSW,152.652155,-31.654721999999996
2439,864,4032.978,3385,SWANS CROSSING,NSW,152.652155,-31.654721999999996
2439,864,4032.978,3386,UPSALLS CREEK,NSW,152.652155,-31.654721999999996
2440,3277,16845.221,3387,ALDAVILLA,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3388,AUSTRAL EDEN,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3389,BELLBROOK,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3390,BELLIMBOPINNI,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3391,BELMORE RIVER,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3392,BURNT BRIDGE,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3393,CARRAI,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3394,CLYBUCCA,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3395,COLLOMBATTI,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3396,COMARA,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3397,CORANGULA,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3398,CRESCENT HEAD,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3399,DEEP CREEK,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,3400,DONDINGALONG,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2193,EAST KEMPSEY,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2194,EUROKA,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2195,FREDERICKTON,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2196,GEORGES CREEK,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2197,GLADSTONE,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,20353,GREENHILL,NSW,152.8052748,-31.04846286
2440,3277,16845.221,2198,GREENHILLS,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2199,HAMPDEN HALL,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2200,HAT HEAD,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2201,HICKEYS CREEK,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2202,KEMPSEY,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2203,KINCHELA,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2204,LOWER CREEK,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2205,MILLBANK,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2206,MOONEBA,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2207,MOPARRABAH,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2208,MUNGAY CREEK,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2209,OLD STATION,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2210,POLA CREEK,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,2211,RAINBOW REACH,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1933,SEVEN OAKS,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1934,SHERWOOD,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1935,SKILLION FLAT,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1936,SMITHTOWN,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1937,SOUTH KEMPSEY,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1938,SUMMER ISLAND,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1939,TEMAGOG,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1940,TOOROOKA,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1941,TURNERS FLAT,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1942,VERGES CREEK,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1943,WEST KEMPSEY,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1944,WILLAWARRIN,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1945,WILLI WILLI,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1946,WITTITRIN,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1947,YARRAVEL,NSW,153.019648,-30.375790999999996
2440,3277,16845.221,1948,YESSABAH,NSW,153.019648,-30.375790999999996
2441,901,3842.559,20354,ALLGOMERA,NSW,152.7955009,-30.81816175
2441,901,3842.559,1949,ALLGOMERA CREEK,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1950,BALLENGARRA,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1951,BARRAGANYATTI,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1952,BONVILLE,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1953,BRIL BRIL,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1954,BRINERVILLE,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1955,BROWNS CROSSING,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1956,COOPERABUNG,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1957,CROSSMAGLEN,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1958,EUNGAI CREEK,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1959,EUNGAI RAIL,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1960,FISHERMANS REACH,NSW,152.831369,-30.816096999999996
2441,901,3842.559,20355,GEARYS FLAT,NSW,152.5761086,-31.17140281
2441,901,3842.559,1961,GRASSY HEAD,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1962,GUM SCRUB,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1963,HACKS FERRY,NSW,152.831369,-30.816096999999996
2441,901,3842.559,20356,KIPPARA,NSW,152.5216493,-31.23432458
2441,901,3842.559,1964,KUNDABUNG,NSW,152.831369,-30.816096999999996
2441,901,3842.559,20357,MARLO MERRICAN,NSW,152.679974,-31.18951315
2441,901,3842.559,1965,ROLLANDS PLAINS,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1966,STUARTS POINT,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1967,TAMBAN,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1968,TELEGRAPH POINT,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1969,UPPER ROLLANDS PLAINS,NSW,152.831369,-30.816096999999996
2441,901,3842.559,1970,YARRAHAPINNI,NSW,152.831369,-30.816096999999996
2443,2081,7637.674,1973,BOBS CREEK,NSW,152.747152,-31.725436
2443,2081,7637.674,1974,CAMDEN HEAD,NSW,152.747152,-31.725436
2443,2081,7637.674,1975,CORALVILLE,NSW,152.747152,-31.725436
2443,2081,7637.674,1976,DEAUVILLE,NSW,152.747152,-31.725436
2443,2081,7637.674,1977,DIAMOND HEAD,NSW,152.747152,-31.725436
2443,2081,7637.674,1978,DICKS HILL,NSW,152.747152,-31.725436
2443,2081,7637.674,1979,DUNBOGAN,NSW,152.747152,-31.725436
2443,2081,7637.674,1980,HANNAM VALE,NSW,152.747152,-31.725436
2443,2081,7637.674,1981,HERONS CREEK,NSW,152.747152,-31.725436
2443,2081,7637.674,1982,JOHNS RIVER,NSW,152.747152,-31.725436
2443,2081,7637.674,1983,LAKEWOOD,NSW,152.747152,-31.725436
2443,2081,7637.674,1984,LAURIETON,NSW,152.747152,-31.725436
2443,2081,7637.674,1985,MIDDLE BROTHER,NSW,152.747152,-31.725436
2443,2081,7637.674,1986,MOORLAND,NSW,152.747152,-31.725436
2443,2081,7637.674,1987,NORTH BROTHER,NSW,152.747152,-31.725436
2443,2081,7637.674,1988,NORTH HAVEN,NSW,152.747152,-31.725436
2443,2081,7637.674,1989,STEWARTS RIVER,NSW,152.747152,-31.725436
2443,2081,7637.674,1990,WAITUI,NSW,152.747152,-31.725436
2443,2081,7637.674,1991,WEST HAVEN,NSW,152.747152,-31.725436
2444,7295,35727.815,1992,BLACKMANS POINT,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,1993,FERNBANK CREEK,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,1994,FLYNNS BEACH,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,1995,LIGHTHOUSE BEACH,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,1996,LIMEBURNERS CREEK,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,1997,NORTH SHORE,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,1998,PORT MACQUARIE,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,1999,PORT MACQUARIE BC,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,2000,RIVERSIDE,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,2001,SETTLEMENT CITY,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,2002,THE HATCH,NSW,152.87253,-31.439614000000002
2444,7295,35727.815,2003,THRUMSTER,NSW,152.87253,-31.439614000000002
2445,1394,6010.03,2004,BONNY HILLS,NSW,152.820899,-31.583037
2445,1394,6010.03,2005,GRANTS BEACH,NSW,152.820899,-31.583037
2445,1394,6010.03,20358,JOLLY NOSE,NSW,152.78455730000002,-31.59057995
2445,1394,6010.03,2006,LAKE CATHIE,NSW,152.820899,-31.583037
2446,2542,12803.188999999998,2007,BAGNOO,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,20359,BAGO,NSW,152.6671555,-31.51174447
2446,2542,12803.188999999998,20360,BANDA BANDA,NSW,152.4528856,-31.19475731
2446,2542,12803.188999999998,2008,BEECHWOOD,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2009,BELLANGRY,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2010,BIRDWOOD,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2011,BROMBIN,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2012,BYABARRA,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2013,CAIRNCROSS,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2014,CROSSLANDS,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,20361,DEBENHAM,NSW,152.2477197,-31.458819800000004
2446,2542,12803.188999999998,2015,DOYLES RIVER,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2016,ELLENBOROUGH,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2017,FORBES RIVER,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2018,FRAZERS CREEK,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2019,GEARYS FLAT,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2020,HARTYS PLAINS,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2021,HOLLISDALE,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2022,HUNTINGDON,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2023,HYNDMANS CREEK,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2024,KINDEE,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,20362,KING CREEK,NSW,152.756541,-31.49239677
2446,2542,12803.188999999998,2025,LAKE INNES,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2026,LONG FLAT,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2027,LOWER PAPPINBARRA,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2028,MARLO MERRICAN,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2029,MORTONS CREEK,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,20363,MOUNT SEAVIEW,NSW,152.19805390000002,-31.36589017
2446,2542,12803.188999999998,2030,PAPPINBARRA,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2031,PEMBROOKE,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2032,PIPECLAY,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2033,RAWDON ISLAND,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2034,REDBANK,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2035,ROSEWOOD,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2036,SANCROX,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2037,TOMS CREEK,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2038,UPPER PAPPINBARRA,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2039,WAUCHOPE,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,20364,WERRIKIMBE,NSW,152.21145180000002,-31.25014561
2446,2542,12803.188999999998,2040,YARRAS,NSW,152.466916,-31.387394
2446,2542,12803.188999999998,2041,YIPPIN CREEK,NSW,152.466916,-31.387394
2447,1308,6100.188,20365,BAKERS CREEK,NSW,152.7145508,-30.82662169
2447,1308,6100.188,2042,BURRAPINE,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2043,CONGARINNI,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,20366,CONGARINNI NORTH,NSW,152.88419030000003,-30.68211559
2447,1308,6100.188,2044,DONNELLYVILLE,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2045,GUMMA,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2046,MACKSVILLE,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2047,NEWEE CREEK,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,20367,NORTH MACKSVILLE,NSW,152.94362569999998,-30.689536600000004
2447,1308,6100.188,2048,SCOTTS HEAD,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2049,TALARM,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2050,TAYLORS ARM,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2051,THUMB CREEK,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2052,UPPER TAYLORS ARM,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2053,UTUNGUN,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2054,WARRELL CREEK,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2055,WAY WAY,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2056,WIRRIMBI,NSW,152.751629,-30.770670000000003
2447,1308,6100.188,2057,YARRANBELLA,NSW,152.751629,-30.770670000000003
2448,1661,6478.866999999999,2058,HYLAND PARK,NSW,152.956681,-30.604667
2448,1661,6478.866999999999,2059,NAMBUCCA HEADS,NSW,152.956681,-30.604667
2448,1661,6478.866999999999,2060,VALLA,NSW,152.956681,-30.604667
2448,1661,6478.866999999999,2061,VALLA BEACH,NSW,152.956681,-30.604667
2448,1661,6478.866999999999,2062,VIEWMONT,NSW,152.956681,-30.604667
2449,401,1717.9379999999999,2063,ARGENTS HILL,NSW,152.737629,-30.628159999999998
2449,401,1717.9379999999999,2064,BOWRAVILLE,NSW,152.737629,-30.628159999999998
2449,401,1717.9379999999999,20368,BUCKRA BENDINNI,NSW,152.69816819999997,-30.65151528
2449,401,1717.9379999999999,2065,GIRRALONG,NSW,152.737629,-30.628159999999998
2449,401,1717.9379999999999,2066,KENNAICLE CREEK,NSW,152.737629,-30.628159999999998
2449,401,1717.9379999999999,20369,KILLIEKRANKIE,NSW,152.526823,-30.55291965
2449,401,1717.9379999999999,2067,MISSABOTTI,NSW,152.737629,-30.628159999999998
2449,401,1717.9379999999999,2068,SOUTH ARM,NSW,152.737629,-30.628159999999998
2449,401,1717.9379999999999,2069,TEWINGA,NSW,152.737629,-30.628159999999998
2450,6407,33102.422,2070,BOAMBEE,NSW,152.658268,-30.097726
2450,6407,33102.422,20370,BONVILLE,NSW,153.0171326,-30.37491129
2450,6407,33102.422,1793,BROOKLANA,NSW,152.658268,-30.097726
2450,6407,33102.422,1794,BUCCA,NSW,152.658268,-30.097726
2450,6407,33102.422,1795,COFFS HARBOUR,NSW,152.658268,-30.097726
2450,6407,33102.422,22832,COFFS HARBOUR DC,NSW,0.0,0.0
2450,6407,33102.422,1796,COFFS HARBOUR JETTY,NSW,152.658268,-30.097726
2450,6407,33102.422,1797,COFFS HARBOUR PLAZA,NSW,152.658268,-30.097726
2450,6407,33102.422,1798,CORAMBA,NSW,152.658268,-30.097726
2450,6407,33102.422,1799,DAIRYVILLE,NSW,152.658268,-30.097726
2450,6407,33102.422,1800,GLENREAGH,NSW,152.658268,-30.097726
2450,6407,33102.422,1801,KARANGI,NSW,152.658268,-30.097726
2450,6407,33102.422,1802,KORORA,NSW,152.658268,-30.097726
2450,6407,33102.422,1803,LOWANNA,NSW,152.658268,-30.097726
2450,6407,33102.422,1804,LOWER BUCCA,NSW,152.658268,-30.097726
2450,6407,33102.422,1805,MOONEE BEACH,NSW,152.658268,-30.097726
2450,6407,33102.422,1806,NANA GLEN,NSW,152.658268,-30.097726
2450,6407,33102.422,1807,NORTH BOAMBEE VALLEY,NSW,152.658268,-30.097726
2450,6407,33102.422,1808,SAPPHIRE BEACH,NSW,152.658268,-30.097726
2450,6407,33102.422,20371,SHERWOOD,NSW,153.0454187,-30.03087806
2450,6407,33102.422,1809,ULONG,NSW,152.658268,-30.097726
2450,6407,33102.422,1810,UPPER ORARA,NSW,152.658268,-30.097726
2452,2119,9714.096,1811,BAYLDON,NSW,153.08188,-30.357167999999998
2452,2119,9714.096,1812,BOAMBEE EAST,NSW,153.08188,-30.357167999999998
2452,2119,9714.096,1813,SAWTELL,NSW,153.08188,-30.357167999999998
2452,2119,9714.096,1814,TOORMINA,NSW,153.08188,-30.357167999999998
2453,525,2288.9210000000003,20372,BIELSDOWN HILLS,NSW,152.6703126,-30.36840993
2453,525,2288.9210000000003,1815,BILLYS CREEK,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1816,BOSTOBRICK,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1817,BRIGGSVALE,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,20373,CASCADE,NSW,152.7837915,-30.22840035
2453,525,2288.9210000000003,1818,CLOUDS CREEK,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1819,DEER VALE,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1820,DORRIGO,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,20374,DORRIGO MOUNTAIN,NSW,152.73097009999998,-30.37553037
2453,525,2288.9210000000003,1821,DORRIGO NORTH,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1822,DUNDURRABIN,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1823,EBOR,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1824,FERNBROOK,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1825,GANGARA,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1826,GLEN FERNAIGH,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1827,HERNANI,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1828,LEIGH,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,20375,MARENGO,NSW,152.4164012,-30.14016881
2453,525,2288.9210000000003,1829,MAYNARDS PLAINS,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,1830,MEGAN,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,20376,MOONPAR,NSW,152.6416587,-30.22185073
2453,525,2288.9210000000003,1831,MULDIVA,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,20377,NEVER NEVER,NSW,152.81939319999998,-30.35583078
2453,525,2288.9210000000003,20378,NORTH DORRIGO,NSW,152.68076969999998,-30.26706706
2453,525,2288.9210000000003,20379,TALLOWWOOD RIDGE,NSW,152.7239732,-30.261156
2453,525,2288.9210000000003,1832,TYRINGHAM,NSW,152.62106200000002,-30.329085
2453,525,2288.9210000000003,20380,WILD CATTLE CREEK,NSW,152.7468709,-30.14637427
2454,1558,6832.714,1833,BELLINGEN,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1834,BRIERFIELD,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,20381,BRINERVILLE,NSW,152.49541509999997,-30.46794079
2454,1558,6832.714,1835,BUNDAGEN,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1836,DARKWOOD,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1837,FERNMOUNT,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1838,GLENIFFER,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1839,GORDONVILLE,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1840,HYDES CREEK,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1841,KALANG,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1842,KOOROOWI,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1843,MYLESTOM,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1844,ORAMA,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1845,RALEIGH,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1846,REPTON,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1847,SCOTCHMAN,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,20382,SPICKETTS CREEK,NSW,152.8626791,-30.52546537
2454,1558,6832.714,1848,SUNNY CORNER,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1849,THORA,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1850,UPPER THORA,NSW,152.84026599999999,-30.459807
2454,1558,6832.714,1851,VALERY,NSW,152.84026599999999,-30.459807
2455,543,2384.587,1852,TARKEETH,NSW,152.96348,-30.529365999999996
2455,543,2384.587,1853,URUNGA,NSW,152.96348,-30.529365999999996
2456,2714,12274.704,1854,ARRAWARRA,NSW,153.14340900000002,-30.073663
2456,2714,12274.704,1855,ARRAWARRA HEADLAND,NSW,153.14340900000002,-30.073663
2456,2714,12274.704,1856,CORINDI BEACH,NSW,153.14340900000002,-30.073663
2456,2714,12274.704,20383,DIRTY CREEK,NSW,153.1435857,-29.98905156
2456,2714,12274.704,1857,EMERALD BEACH,NSW,153.14340900000002,-30.073663
2456,2714,12274.704,1858,MULLAWAY,NSW,153.14340900000002,-30.073663
2456,2714,12274.704,1859,RED ROCK,NSW,153.14340900000002,-30.073663
2456,2714,12274.704,1860,SAFETY BEACH,NSW,153.14340900000002,-30.073663
2456,2714,12274.704,1861,SANDY BEACH,NSW,153.14340900000002,-30.073663
2456,2714,12274.704,1862,UPPER CORINDI,NSW,153.14340900000002,-30.073663
2456,2714,12274.704,1863,WOOLGOOLGA,NSW,153.14340900000002,-30.073663
2460,5206,27244.147,1864,ALUMY CREEK,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,20384,BANYABBA,NSW,152.9337745,-29.37235419
2460,5206,27244.147,1865,BARCOONGERE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1866,BARRETTS CREEK,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1867,BARYULGIL,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1868,BLAXLANDS CREEK,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1869,BLAXLANDS FLAT,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1870,BOM BOM,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1871,BOOKRAM,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1872,BRAUNSTONE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1873,BRUSHGROVE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1874,BUCCARUMBI,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1875,CALAMIA,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1876,CANGAI,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1877,CARNHAM,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1878,CARRS CREEK,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1879,CARRS ISLAND,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1880,CARRS PENINSULAR,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,20385,CHAELUNDI,NSW,152.42860009999998,-29.97432556
2460,5206,27244.147,1881,CHAMBIGNE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1882,CLARENZA,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1883,CLIFDEN,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1884,COALDALE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1885,COLLUM COLLUM,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1886,COOMBADJHA,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1887,COPMANHURST,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1888,COUTTS CROSSING,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1889,COWPER,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1890,CROWTHER ISLAND,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1891,DALMORTON,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,20386,DEEP CREEK,NSW,152.66830149999998,-29.16162008
2460,5206,27244.147,1892,DILKOON,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1893,DIRTY CREEK,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1894,DUMBUDGERY,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1895,EATONSVILLE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1896,EIGHTEEN MILE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1897,ELLAND,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1898,FINE FLOWER,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1899,FORTIS CREEK,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1900,GLENUGIE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1901,GRAFTON,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1902,GRAFTON WEST,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1903,GREAT MARLOW,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1904,GURRANANG,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1905,HALFWAY CREEK,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1906,HEIFER STATION,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1907,JACKADGERY,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1908,JUNCTION HILL,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1909,KANGAROO CREEK,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1910,KEYBARBIN,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1911,KOOLKHAN,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1912,KREMNOS,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1913,KUNGALA,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,20387,KYARRAN,NSW,152.9719541,-29.59259196
2460,5206,27244.147,1914,LANITZA,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1915,LAWRENCE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1916,LEVENSTRATH,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1917,LILYDALE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1918,LIONSVILLE,NSW,153.271074,-29.320771999999998
2460,5206,27244.147,1919,LOWER COLDSTREAM,NSW,153.271074,-29.320771999999998
