postcode,installations,output,suburb_id,suburb,state,long,lat
3525,259,1443.638,7607,WOOROONOOK,VIC,143.364316,-36.2835
3525,259,1443.638,7608,WYCHITELLA,VIC,143.364316,-36.2835
3525,259,1443.638,7609,WYCHITELLA NORTH,VIC,143.364316,-36.2835
3525,259,1443.638,7610,YEUNGROON,VIC,143.364316,-36.2835
3525,259,1443.638,7611,YEUNGROON EAST,VIC,143.364316,-36.2835
3527,120,617.693,7612,BUNGULUKE,VIC,143.241334,-36.07096
3527,120,617.693,7613,DUMOSA,VIC,143.241334,-36.07096
3527,120,617.693,7614,GLENLOTH,VIC,143.241334,-36.07096
3527,120,617.693,7615,GLENLOTH EAST,VIC,143.241334,-36.07096
3527,120,617.693,20875,JERUK,VIC,143.4513232,-36.00182588
3527,120,617.693,20876,NINYEUNOOK,VIC,143.42133180000002,-35.95739202
3527,120,617.693,20877,TEDDYWADDY,VIC,143.3240251,-36.19508429
3527,120,617.693,20878,TEDDYWADDY WEST,VIC,143.2226665,-36.19667451
3527,120,617.693,7616,THALIA,VIC,143.241334,-36.07096
3527,120,617.693,7617,TOWANINNY,VIC,143.241334,-36.07096
3527,120,617.693,7618,TOWANINNY SOUTH,VIC,143.241334,-36.07096
3527,120,617.693,7619,WYCHEPROOF,VIC,143.241334,-36.07096
3527,120,617.693,7620,WYCHEPROOF SOUTH,VIC,143.241334,-36.07096
3529,15,90.045,7621,KALPIENUNG,VIC,143.232677,-35.824259000000005
3529,15,90.045,7622,NULLAWIL,VIC,143.232677,-35.824259000000005
3530,21,119.425,7623,CULGOA,VIC,143.152747,-35.701439
3530,21,119.425,20879,SUTTON,VIC,142.9735632,-35.73285433
3530,21,119.425,20880,WANGIE,VIC,143.2608071,-35.691824
3530,21,119.425,7624,WARNE,VIC,143.152747,-35.701439
3531,24,97.57,7625,BERRIWILLOCK,VIC,142.943814,-35.616408
3531,24,97.57,7626,BOIGBEAT,VIC,142.943814,-35.616408
3531,24,97.57,7627,SPRINGFIELD,VIC,142.943814,-35.616408
3533,133,791.465,7628,BIMBOURIE,VIC,142.839304,-35.384557
3533,133,791.465,7629,LAKE TYRRELL,VIC,142.839304,-35.384557
3533,133,791.465,7630,MITTYACK,VIC,142.839304,-35.384557
3533,133,791.465,20881,MYALL,VIC,142.75570430000002,-35.53651946
3533,133,791.465,7631,NANDALY,VIC,142.839304,-35.384557
3533,133,791.465,7632,NINDA,VIC,142.839304,-35.384557
3533,133,791.465,7633,NYARRIN,VIC,142.839304,-35.384557
3533,133,791.465,20882,PIER MILAN,VIC,142.6920283,-35.23730832
3533,133,791.465,7634,SEA LAKE,VIC,142.839304,-35.384557
3533,133,791.465,20883,STRATEN,VIC,142.5763552,-35.37975184
3533,133,791.465,20884,TYENNA,VIC,142.57586650000002,-35.32433058
3533,133,791.465,7635,TYRRELL,VIC,142.839304,-35.384557
3533,133,791.465,7636,TYRRELL DOWNS,VIC,142.839304,-35.384557
3537,159,834.666,7637,BARRAPORT,VIC,143.74445500000002,-36.079335
3537,159,834.666,7638,BARRAPORT WEST,VIC,143.74445500000002,-36.079335
3537,159,834.666,7639,BOORT,VIC,143.74445500000002,-36.079335
3537,159,834.666,7640,CANARY ISLAND,VIC,143.74445500000002,-36.079335
3537,159,834.666,7641,CATUMNAL,VIC,143.74445500000002,-36.079335
3537,159,834.666,7642,GREDGWIN,VIC,143.74445500000002,-36.079335
3537,159,834.666,7643,LEAGHUR,VIC,143.74445500000002,-36.079335
3537,159,834.666,7644,MINMINDIE,VIC,143.74445500000002,-36.079335
3537,159,834.666,7645,YANDO,VIC,143.74445500000002,-36.079335
3540,63,260.09,7646,CANNIE,VIC,143.45008,-35.89277
3540,63,260.09,7647,NINYEUNOOK,VIC,143.45008,-35.89277
3540,63,260.09,7648,OAKVALE,VIC,143.45008,-35.89277
3540,63,260.09,7649,QUAMBATOOK,VIC,143.45008,-35.89277
3542,27,136.36,7650,COKUM,VIC,143.406398,-35.700788
3542,27,136.36,7651,LALBERT,VIC,143.406398,-35.700788
3542,27,136.36,20885,TITTYBONG,VIC,143.363426,-35.75270861
3542,27,136.36,7652,TITYBONG,VIC,143.406398,-35.700788
3544,51,297.225,20886,CHINANGIN,VIC,143.17540830000002,-35.51717216
3544,51,297.225,7653,GOWANFORD,VIC,143.14445,-35.487989
3544,51,297.225,20887,MURNUNGIN,VIC,143.2411218,-35.61436535
3544,51,297.225,20888,SPRINGFIELD,VIC,143.11433269999998,-35.57476437
3544,51,297.225,7654,ULTIMA,VIC,143.14445,-35.487989
3544,51,297.225,20889,ULTIMA EAST,VIC,143.3741381,-35.43230862
3544,51,297.225,7655,WAITCHIE,VIC,143.14445,-35.487989
3546,70,362.97,7656,BOLTON,VIC,142.850456,-35.060163
3546,70,362.97,7657,CHINKAPOOK,VIC,142.850456,-35.060163
3546,70,362.97,7658,COCAMBA,VIC,142.850456,-35.060163
3546,70,362.97,20890,GERAHMIN,VIC,142.79978,-35.17251379
3546,70,362.97,7659,MANANGATANG,VIC,142.850456,-35.060163
3546,70,362.97,7660,TUROAR,VIC,142.850456,-35.060163
3546,70,362.97,7661,WINNAMBOOL,VIC,142.850456,-35.060163
3549,370,4937.969,7662,ANNUELLO,VIC,142.820973,-34.766049
3549,370,4937.969,7663,BANNERTON,VIC,142.820973,-34.766049
3549,370,4937.969,7664,HAPPY VALLEY,VIC,142.820973,-34.766049
3549,370,4937.969,7665,LIPAROO,VIC,142.820973,-34.766049
3549,370,4937.969,7666,ROBINVALE,VIC,142.820973,-34.766049
3549,370,4937.969,20891,ROBINVALE IRRIGATION DISTRICT SECTION B,VIC,142.789595,-34.612077
3549,370,4937.969,20892,ROBINVALE IRRIGATION DISTRICT SECTION C,VIC,142.73068700000002,-34.626246
3549,370,4937.969,20893,ROBINVALE IRRIGATION DISTRICT SECTION D,VIC,142.75566,-34.636393
3549,370,4937.969,20894,ROBINVALE IRRIGATION DISTRICT SECTION E,VIC,142.75958500000002,-34.664553999999995
3549,370,4937.969,7667,TOL TOL,VIC,142.820973,-34.766049
3549,370,4937.969,20895,WANDOWN,VIC,142.9427595,-34.82232378
3549,370,4937.969,7668,WEMEN,VIC,142.820973,-34.766049
3550,4154,21937.749,7669,BENDIGO,VIC,144.285267,-36.764269
3550,4154,21937.749,7670,BENDIGO SOUTH,VIC,144.285267,-36.764269
3550,4154,21937.749,7671,DIAMOND HILL,VIC,144.285267,-36.764269
3550,4154,21937.749,7672,EAST BENDIGO,VIC,144.285267,-36.764269
3550,4154,21937.749,7673,FLORA HILL,VIC,144.285267,-36.764269
3550,4154,21937.749,7674,IRONBARK,VIC,144.285267,-36.764269
3550,4154,21937.749,7675,KENNINGTON,VIC,144.285267,-36.764269
3550,4154,21937.749,7676,LONG GULLY,VIC,144.285267,-36.764269
3550,4154,21937.749,7677,NORTH BENDIGO,VIC,144.285267,-36.764269
3550,4154,21937.749,7678,QUARRY HILL,VIC,144.285267,-36.764269
3550,4154,21937.749,7679,SANDHURST EAST,VIC,144.285267,-36.764269
3550,4154,21937.749,7680,SPRING GULLY,VIC,144.285267,-36.764269
3550,4154,21937.749,7681,STRATHDALE,VIC,144.285267,-36.764269
3550,4154,21937.749,7682,TYSONS REEF,VIC,144.285267,-36.764269
3550,4154,21937.749,7683,WEST BENDIGO,VIC,144.285267,-36.764269
3550,4154,21937.749,7684,WHITE HILLS,VIC,144.285267,-36.764269
3551,5005,27141.451,7685,ARNOLD,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7686,ARNOLD WEST,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7687,ASCOT,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7688,AXE CREEK,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7689,AXEDALE,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7690,BAGSHOT,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7691,BAGSHOT NORTH,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7692,BENDIGO FORWARD,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7693,CORNELLA,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,20896,CREEK VIEW,VIC,144.6456354,-36.59845103
3551,5005,27141.451,7694,EMU CREEK,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7695,EPPALOCK,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7696,EPSOM,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7697,HUNTLY,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7698,HUNTLY NORTH,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7699,JUNORTOUN,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7700,KIMBOLTON,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,20897,LAKE EPPALOCK,VIC,144.5982185,-36.88282226
3551,5005,27141.451,7701,LLANELLY,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7419,LOCKWOOD,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7420,LOCKWOOD SOUTH,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7421,LONGLEA,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7422,MAIDEN GULLY,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7423,MANDURANG,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7424,MANDURANG SOUTH,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7425,MINTO,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7426,MOSQUITO CREEK,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7427,MURPHYS CREEK,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7428,MYOLA,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7429,MYOLA EAST,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,20898,MYRTLE CREEK,VIC,144.40592959999998,-36.93636806
3551,5005,27141.451,7430,NEWBRIDGE,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7431,PAINSWICK,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7432,PILCHERS BRIDGE,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7433,SEDGWICK,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7434,STRATHFIELDSAYE,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7435,TARNAGULLA,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7436,TOOLLEEN,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7437,WAANYARRA,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7438,WELLSFORD,VIC,144.45793700000002,-36.78137
3551,5005,27141.451,7439,WOODSTOCK ON LODDON,VIC,144.45793700000002,-36.78137
3552,22,84.815,7440,BENDIGO,VIC,145.011924,-37.825288
3554,2,6.39,7441,BENDIGO DC,VIC,144.279,-36.757
3555,2191,10745.507,7442,BIG HILL,VIC,144.245239,-36.777226
3555,2191,10745.507,7443,GOLDEN GULLY,VIC,144.245239,-36.777226
3555,2191,10745.507,7444,GOLDEN SQUARE,VIC,144.245239,-36.777226
3555,2191,10745.507,7445,KANGAROO FLAT,VIC,144.245239,-36.777226
3555,2191,10745.507,7446,LANSELL PLAZA,VIC,144.245239,-36.777226
3555,2191,10745.507,7447,SPECIMEN HILL,VIC,144.245239,-36.777226
3556,1669,7277.346,7448,CALIFORNIA GULLY,VIC,144.178282,-36.656422
3556,1669,7277.346,7449,CAMPBELLS FOREST,VIC,144.178282,-36.656422
3556,1669,7277.346,7450,COMET HILL,VIC,144.178282,-36.656422
3556,1669,7277.346,7451,EAGLEHAWK,VIC,144.178282,-36.656422
3556,1669,7277.346,7452,EAGLEHAWK NORTH,VIC,144.178282,-36.656422
3556,1669,7277.346,7453,JACKASS FLAT,VIC,144.178282,-36.656422
3556,1669,7277.346,7454,MYERS FLAT,VIC,144.178282,-36.656422
3556,1669,7277.346,7455,SAILORS GULLY,VIC,144.178282,-36.656422
3556,1669,7277.346,7456,SEBASTIAN,VIC,144.178282,-36.656422
3556,1669,7277.346,7457,WHIPSTICK,VIC,144.178282,-36.656422
3556,1669,7277.346,7458,WOODVALE,VIC,144.178282,-36.656422
3557,125,638.504,7459,BARNADOWN,VIC,144.57678700000002,-36.63511
3557,125,638.504,7460,FOSTERVILLE,VIC,144.57678700000002,-36.63511
3557,125,638.504,7461,GOORNONG,VIC,144.57678700000002,-36.63511
3557,125,638.504,7462,MUSKERRY,VIC,144.57678700000002,-36.63511
3557,125,638.504,7463,MUSKERRY EAST,VIC,144.57678700000002,-36.63511
3558,173,778.924,7464,BURNEWANG,VIC,144.638363,-36.51553
3558,173,778.924,7465,COROP WEST,VIC,144.638363,-36.51553
3558,173,778.924,7466,CREEK VIEW,VIC,144.638363,-36.51553
3558,173,778.924,7467,ELMORE,VIC,144.638363,-36.51553
3558,173,778.924,7468,HUNTER,VIC,144.638363,-36.51553
3558,173,778.924,20899,RUNNYMEDE,VIC,144.6702395,-36.54452949
3559,63,415.115,7469,AVONMORE,VIC,144.805307,-36.570077000000005
3559,63,415.115,20900,BURRAMBOOT,VIC,144.8317218,-36.53002718
3559,63,415.115,7470,COLBINABBIN,VIC,144.805307,-36.570077000000005
3559,63,415.115,7471,COROP,VIC,144.805307,-36.570077000000005
3559,63,415.115,20901,GOBARUP,VIC,144.8712631,-36.67769551
3559,63,415.115,7472,LYNDALE,VIC,144.805307,-36.570077000000005
3559,63,415.115,7473,MAYREEF,VIC,144.805307,-36.570077000000005
3559,63,415.115,7474,RUNNYMEDE,VIC,144.805307,-36.570077000000005
3561,829,4925.231,7475,BALLENDELLA,VIC,144.709543,-36.321109
3561,829,4925.231,7476,BAMAWM,VIC,144.709543,-36.321109
3561,829,4925.231,7477,BAMAWM EXTENSION,VIC,144.709543,-36.321109
3561,829,4925.231,20902,BONN,VIC,144.71819340000002,-36.40526528
3561,829,4925.231,7478,DIGGORA,VIC,144.709543,-36.321109
3561,829,4925.231,7479,DIGGORA WEST,VIC,144.709543,-36.321109
3561,829,4925.231,7480,FAIRY DELL,VIC,144.709543,-36.321109
3561,829,4925.231,7481,NANNEELLA,VIC,144.709543,-36.321109
3561,829,4925.231,7482,ROCHESTER,VIC,144.709543,-36.321109
3561,829,4925.231,7483,ROCHESTER WEST,VIC,144.709543,-36.321109
3561,829,4925.231,7484,THE SETTLEMENT,VIC,144.709543,-36.321109
3561,829,4925.231,7485,TIMMERING,VIC,144.709543,-36.321109
3562,61,500.56,7486,TORRUMBARRY,VIC,144.46276,-36.062544
3563,134,751.685,7487,LOCKINGTON,VIC,144.51558899999998,-36.256251
3564,2636,15358.247,20903,BAMAWM EXTENSION,VIC,144.6014151,-36.18096611
3564,2636,15358.247,7488,CAMPASPE WEST,VIC,144.728806,-36.168997
3564,2636,15358.247,7489,ECHUCA,VIC,144.728806,-36.168997
3564,2636,15358.247,7490,ECHUCA EAST,VIC,144.728806,-36.168997
3564,2636,15358.247,7491,ECHUCA SOUTH,VIC,144.728806,-36.168997
3564,2636,15358.247,7492,ECHUCA VILLAGE,VIC,144.728806,-36.168997
3564,2636,15358.247,7493,ECHUCA WEST,VIC,144.728806,-36.168997
3564,2636,15358.247,7494,KANYAPELLA,VIC,144.728806,-36.168997
3564,2636,15358.247,7495,MCEVOYS,VIC,144.728806,-36.168997
3564,2636,15358.247,7496,PATHO,VIC,144.728806,-36.168997
3564,2636,15358.247,7497,PATHO WEST,VIC,144.728806,-36.168997
3564,2636,15358.247,7498,ROSLYNMEAD,VIC,144.728806,-36.168997
3564,2636,15358.247,7499,SIMMIE,VIC,144.728806,-36.168997
3564,2636,15358.247,7500,WHARPARILLA,VIC,144.728806,-36.168997
3565,13,113.465,7501,KOTTA,VIC,144.511713,-36.182336
3566,108,844.815,7502,GUNBOWER,VIC,144.38333400000002,-35.945747999999995
3567,124,1319.64,7503,HORFIELD,VIC,144.26294199999998,-35.931669
3567,124,1319.64,7504,LEITCHVILLE,VIC,144.26294199999998,-35.931669
3568,534,4150.15,7505,BURKES BRIDGE,VIC,144.184089,-35.809461999999996
3568,534,4150.15,7506,COHUNA,VIC,144.184089,-35.809461999999996
3568,534,4150.15,7507,CULLEN,VIC,144.184089,-35.809461999999996
3568,534,4150.15,7508,DALTONS BRIDGE,VIC,144.184089,-35.809461999999996
3568,534,4150.15,7509,GANNAWARRA,VIC,144.184089,-35.809461999999996
3568,534,4150.15,7510,KEELY,VIC,144.184089,-35.809461999999996
3568,534,4150.15,7511,MACORNA NORTH,VIC,144.184089,-35.809461999999996
3568,534,4150.15,7512,MCMILLANS,VIC,144.184089,-35.809461999999996
3568,534,4150.15,7513,MEAD,VIC,144.184089,-35.809461999999996
3568,534,4150.15,7514,MINCHA WEST,VIC,144.184089,-35.809461999999996
3568,534,4150.15,7515,WEE WEE RUP,VIC,144.184089,-35.809461999999996
3570,162,672.685,7516,AUCHMORE,VIC,144.28053,-36.515303
3570,162,672.685,7517,DRUMMARTIN,VIC,144.28053,-36.515303
3570,162,672.685,7518,KAMAROOKA,VIC,144.28053,-36.515303
3570,162,672.685,7519,NEILBOROUGH,VIC,144.28053,-36.515303
3570,162,672.685,7520,RAYWOOD,VIC,144.28053,-36.515303
3570,162,672.685,7521,SUMMERFIELD,VIC,144.28053,-36.515303
3571,68,506.452,7522,DINGEE,VIC,144.206865,-36.368190000000006
3571,68,506.452,7523,KAMAROOKA NORTH,VIC,144.206865,-36.368190000000006
3571,68,506.452,7524,POMPAPIEL,VIC,144.206865,-36.368190000000006
3571,68,506.452,7525,TANDARRA,VIC,144.206865,-36.368190000000006
3571,68,506.452,7526,YALLOOK,VIC,144.206865,-36.368190000000006
3572,20,209.91,7527,MILLOO,VIC,144.257135,-36.266642
3572,20,209.91,7528,PIAVELLA,VIC,144.257135,-36.266642
3572,20,209.91,7529,PRAIRIE,VIC,144.257135,-36.266642
3572,20,209.91,7530,TENNYSON,VIC,144.257135,-36.266642
3573,55,536.86,7531,CALIVIL,VIC,144.297958,-36.164865
3573,55,536.86,7532,MITIAMO,VIC,144.297958,-36.164865
3573,55,536.86,7533,PINE GROVE,VIC,144.297958,-36.164865
3573,55,536.86,7534,PINE GROVE EAST,VIC,144.297958,-36.164865
3573,55,536.86,7535,TERRICK TERRICK EAST,VIC,144.297958,-36.164865
3575,126,642.435,7536,BALD ROCK,VIC,144.159028,-36.055725
3575,126,642.435,7537,GLADFIELD,VIC,144.159028,-36.055725
3575,126,642.435,7538,JUNGABURRA,VIC,144.159028,-36.055725
3575,126,642.435,7539,LODDON VALE,VIC,144.159028,-36.055725
3575,126,642.435,7540,MINCHA,VIC,144.159028,-36.055725
3575,126,642.435,7541,MOLOGA,VIC,144.159028,-36.055725
3575,126,642.435,7542,PYRAMID HILL,VIC,144.159028,-36.055725
3575,126,642.435,7543,SYLVATERRE,VIC,144.159028,-36.055725
3575,126,642.435,7544,TERRICK TERRICK,VIC,144.159028,-36.055725
3575,126,642.435,7545,YARRAWALLA,VIC,144.159028,-36.055725
3576,8,136.122,7546,DURHAM OX,VIC,143.91751499999998,-36.128029
3579,938,6226.993,7547,APPIN,VIC,143.769445,-35.767974
3579,938,6226.993,7548,APPIN SOUTH,VIC,143.769445,-35.767974
3579,938,6226.993,7549,BAEL BAEL,VIC,143.769445,-35.767974
3579,938,6226.993,20904,BEAUCHAMP,VIC,143.62503859999998,-35.62576908
3579,938,6226.993,7550,BENJEROOP,VIC,143.769445,-35.767974
3579,938,6226.993,7551,BUDGERUM EAST,VIC,143.769445,-35.767974
3579,938,6226.993,7552,CAPELS CROSSING,VIC,143.769445,-35.767974
3579,938,6226.993,7553,DINGWALL,VIC,143.769445,-35.767974
3579,938,6226.993,7554,EAST YEOBURN,VIC,143.769445,-35.767974
3579,938,6226.993,7555,FAIRLEY,VIC,143.769445,-35.767974
3579,938,6226.993,7556,GONN CROSSING,VIC,143.769445,-35.767974
3579,938,6226.993,7557,KERANG,VIC,143.769445,-35.767974
3579,938,6226.993,7558,KERANG EAST,VIC,143.769445,-35.767974
3579,938,6226.993,7559,KOROOP,VIC,143.769445,-35.767974
3579,938,6226.993,7277,LAKE MERAN,VIC,143.769445,-35.767974
3579,938,6226.993,7278,MACORNA,VIC,143.769445,-35.767974
3579,938,6226.993,7279,MEERING WEST,VIC,143.769445,-35.767974
3579,938,6226.993,7280,MILNES BRIDGE,VIC,143.769445,-35.767974
3579,938,6226.993,7281,MURRABIT,VIC,143.769445,-35.767974
3579,938,6226.993,7282,MURRABIT WEST,VIC,143.769445,-35.767974
3579,938,6226.993,7283,MYALL,VIC,143.769445,-35.767974
3579,938,6226.993,7284,MYSTIC PARK,VIC,143.769445,-35.767974
3579,938,6226.993,7285,NORMANVILLE,VIC,143.769445,-35.767974
3579,938,6226.993,7286,PINE VIEW,VIC,143.769445,-35.767974
3579,938,6226.993,7287,REEDY LAKE,VIC,143.769445,-35.767974
3579,938,6226.993,7288,SANDHILL LAKE,VIC,143.769445,-35.767974
3579,938,6226.993,7289,TEAL POINT,VIC,143.769445,-35.767974
3579,938,6226.993,7290,TRAGOWEL,VIC,143.769445,-35.767974
3579,938,6226.993,7291,WANDELLA,VIC,143.769445,-35.767974
3579,938,6226.993,7292,WESTBY,VIC,143.769445,-35.767974
3580,193,1168.28,7293,KOONDROOK,VIC,144.094672,-35.639761
3581,38,177.65,7294,BEAUCHAMP,VIC,143.78521,-35.628333000000005
3581,38,177.65,7295,LAKE CHARM,VIC,143.78521,-35.628333000000005
3583,31,285.21,7296,TRESCO,VIC,143.66458,-35.509634999999996
3584,167,1215.555,7297,LAKE BOGA,VIC,143.637617,-35.431026
3584,167,1215.555,7298,TRESCO WEST,VIC,143.637617,-35.431026
3585,1464,10688.857,7299,CASTLE DONNINGTON,VIC,143.336906,-35.348388
3585,1464,10688.857,7300,CHILLINGOLLAH,VIC,143.336906,-35.348388
3585,1464,10688.857,7301,FISH POINT,VIC,143.336906,-35.348388
3585,1464,10688.857,7302,GOSCHEN,VIC,143.336906,-35.348388
3585,1464,10688.857,7303,KUNAT,VIC,143.336906,-35.348388
3585,1464,10688.857,7304,MEATIAN,VIC,143.336906,-35.348388
3585,1464,10688.857,7305,MURRAY DOWNS,NSW,143.336906,-35.348388
3585,1464,10688.857,7306,NOWIE,VIC,143.336906,-35.348388
3585,1464,10688.857,7307,NYRRABY,VIC,143.336906,-35.348388
3585,1464,10688.857,7308,PIRA,VIC,143.336906,-35.348388
3585,1464,10688.857,20905,POLISBET,VIC,143.14733950000002,-35.27926115
3585,1464,10688.857,7309,SPEEWA,VIC,143.336906,-35.348388
3585,1464,10688.857,7310,SWAN HILL,VIC,143.336906,-35.348388
3585,1464,10688.857,7311,SWAN HILL PIONEER,VIC,143.336906,-35.348388
3585,1464,10688.857,20906,SWAN HILL WEST,VIC,143.3980395,-35.35616986
3585,1464,10688.857,7312,WINLATON,VIC,143.336906,-35.348388
3586,119,873.003,7313,BULGA,VIC,143.792594,-35.114021
3586,119,873.003,7314,MALLAN,NSW,143.792594,-35.114021
3586,119,873.003,7315,MURRAWEE,VIC,143.792594,-35.114021
3586,119,873.003,7316,MURRAYDALE,VIC,143.792594,-35.114021
3586,119,873.003,7317,PENTAL ISLAND,VIC,143.792594,-35.114021
3586,119,873.003,7318,TYNTYNDER,VIC,143.792594,-35.114021
3586,119,873.003,7319,TYNTYNDER SOUTH,VIC,143.792594,-35.114021
3586,119,873.003,7320,ULTIMA EAST,VIC,143.792594,-35.114021
3588,81,533.485,7321,WOORINEN SOUTH,VIC,143.470325,-35.294290000000004
3589,53,708.8480000000001,7322,WOORINEN,VIC,143.441248,-35.228436
3589,53,708.8480000000001,7323,WOORINEN NORTH,VIC,143.441248,-35.228436
3590,53,547.32,7324,BEVERFORD,VIC,143.493525,-35.235708
3591,28,195.945,7325,VINIFERA,VIC,143.394092,-35.202209
3594,118,589.055,7326,NYAH,VIC,143.346028,-35.138155
3595,126,506.635,7327,NYAH WEST,VIC,143.351682,-35.202752000000004
3596,13,315.79,7328,MIRALIE,VIC,143.327682,-35.123806
3596,13,315.79,7329,TOWAN,VIC,143.327682,-35.123806
3596,13,315.79,7330,WOOD WOOD,VIC,143.327682,-35.123806
3597,60,768.047,7331,KENLEY,VIC,143.189786,-34.965359
3597,60,768.047,7332,KOOLOONONG,VIC,143.189786,-34.965359
3597,60,768.047,7333,LAKE POWELL,VIC,143.189786,-34.965359
3597,60,768.047,7334,NARRUNG,VIC,143.189786,-34.965359
3597,60,768.047,7335,NATYA,VIC,143.189786,-34.965359
3597,60,768.047,7336,PIANGIL,VIC,143.189786,-34.965359
3599,26,402.185,7337,BOUNDARY BEND,VIC,143.14323100000001,-34.729742
3607,23,387.005,7338,TABILK,VIC,145.179762,-36.839707000000004
3608,542,2795.06,7339,BAILIESTON,VIC,145.095753,-36.740713
3608,542,2795.06,7340,GOULBURN WEIR,VIC,145.095753,-36.740713
3608,542,2795.06,7341,GRAYTOWN,VIC,145.095753,-36.740713
3608,542,2795.06,7342,KIRWANS BRIDGE,VIC,145.095753,-36.740713
3608,542,2795.06,7343,MITCHELLSTOWN,VIC,145.095753,-36.740713
3608,542,2795.06,7344,NAGAMBIE,VIC,145.095753,-36.740713
3608,542,2795.06,7345,WAHRING,VIC,145.095753,-36.740713
3608,542,2795.06,7346,WIRRATE,VIC,145.095753,-36.740713
3610,326,1872.569,7347,DHURRINGILE,VIC,145.22934899999998,-36.577628000000004
3610,326,1872.569,7348,MOORILIM,VIC,145.22934899999998,-36.577628000000004
3610,326,1872.569,7349,MURCHISON,VIC,145.22934899999998,-36.577628000000004
3610,326,1872.569,7350,MURCHISON EAST,VIC,145.22934899999998,-36.577628000000004
3610,326,1872.569,7351,MURCHISON NORTH,VIC,145.22934899999998,-36.577628000000004
3612,376,1665.39,7352,MOORA,VIC,145.019312,-36.575936
3612,376,1665.39,7353,RUSHWORTH,VIC,145.019312,-36.575936
3612,376,1665.39,7354,WANALTA,VIC,145.019312,-36.575936
3612,376,1665.39,7355,WARANGA,VIC,145.019312,-36.575936
3612,376,1665.39,20907,WARANGA SHORES,VIC,145.09119630000004,-36.54807055
3612,376,1665.39,7356,WHROO,VIC,145.019312,-36.575936
3614,203,1258.685,7357,TOOLAMBA,VIC,145.30098,-36.479193
3614,203,1258.685,20908,TOOLAMBA WEST,VIC,145.26888530000002,-36.48360219
3616,889,5185.725,7358,COOMA,VIC,145.145217,-36.464118
3616,889,5185.725,7359,GILLIESTON,VIC,145.145217,-36.464118
3616,889,5185.725,7360,GIRGARRE EAST,VIC,145.145217,-36.464118
3616,889,5185.725,7361,HARSTON,VIC,145.145217,-36.464118
3616,889,5185.725,7362,MOOROOPNA NORTH WEST,VIC,145.145217,-36.464118
3616,889,5185.725,7363,TATURA,VIC,145.145217,-36.464118
3616,889,5185.725,7364,TATURA EAST,VIC,145.145217,-36.464118
3616,889,5185.725,7365,TOOLAMBA WEST,VIC,145.145217,-36.464118
3616,889,5185.725,20909,WARANGA,VIC,145.068314,-36.49176389
3617,25,184.5,7366,BYRNESIDE,VIC,145.178369,-36.423823
3618,138,1140.535,7367,MERRIGUM,VIC,145.125014,-36.37708
3619,83,412.31,7368,KYABRAM,VIC,144.936295,-37.659566
3620,1387,7969.812,7369,KYABRAM,VIC,145.082735,-36.284584
3620,1387,7969.812,20910,KYABRAM SOUTH,VIC,145.0857804,-36.38493145
3620,1387,7969.812,7370,LANCASTER,VIC,145.082735,-36.284584
3620,1387,7969.812,7371,MOUNT SCOBIE,VIC,145.082735,-36.284584
3620,1387,7969.812,7372,ST GERMAINS,VIC,145.082735,-36.284584
3620,1387,7969.812,7373,TARIPTA,VIC,145.082735,-36.284584
3620,1387,7969.812,7374,WYUNA,VIC,145.082735,-36.284584
