Postcode,Installation,Output
2071,62,153.54
2072,26,51.85
2073,78,208.804
2074,135,310.337
2075,89,204.889
2076,125,269.359
2077,164,365.775
2079,60,126.285
2080,14,32.455
2081,67,144.445
2082,61,160.879
2083,26,51.17
2084,31,118.658
2085,104,230.495
2086,100,220.1
2087,87,186.02
2088,89,248.275
2089,9,23.405
2090,24,45.035
2092,52,117.965
2093,98,215.494
2094,19,43.28
2095,35,82.19
2096,81,201.45
2097,110,254.668
2099,168,403.082
2100,141,351.67
2101,102,267.85
2102,55,119.61
2103,56,138.42
2104,16,38.98
2105,10,26.514
2106,42,96.934
2107,69,172.16
2108,6,19.27
2109,1,21.12
2110,54,146.607
2111,67,169.73
2112,174,340.65
2113,116,242.27
2114,140,286.077
2115,79,167.879
2116,45,90.101
2117,141,310.323
2118,290,559.65
2119,82,195.799
2120,130,264.509
2121,231,439.283
2122,276,520.295
2123,0,0
2124,1,1.5
2125,192,385.033
2126,262,496.803
2127,5,7.53
2128,16,47.97
2130,24,54.31
2131,96,189.35
2132,67,131.54
2133,72,145.815
2134,78,165.73
2135,189,459.505
2136,58,116.363
2137,145,337.35
2138,70,145.025
2140,41,87.86
2141,271,502.104
2142,124,255.159
2143,94,181.08
2144,213,410.654
2145,672,1299.373
2146,211,411.535
2147,478,915.443
2148,622,1321.013
2150,41,83.665
2151,121,249.645
2152,92,198.53
2153,770,1610.049
2154,456,1001.019
2155,646,1300.416
2156,126,354.778
2157,32,100.87
2158,56,199.063
2159,45,206.149
2160,216,451.97
2161,184,370.084
2162,156,283.39
2163,83,169.36
2164,248,491.852
2165,412,842.145
2166,745,1510.072
2167,105,190.969
2168,550,1060.353
2170,1092,2225.237
2171,394,835.259
2172,30,69.41
2173,210,372.608
2174,0,0
2175,17,78.582
2176,733,1520.761
2177,262,544.009
2178,40,191.86
2179,35,111.405
2190,182,362.371
2191,37,80.515
2192,81,148.54
2193,111,213.995
2194,115,218.286
2195,90,176.61
2196,189,374.859
2197,88,162.529
2198,70,140.053
2199,134,255.12
2200,287,566.465
2203,71,135.37
2204,132,283.319
2205,74,132.995
2206,118,233.654
2207,186,342.994
2208,91,168.695
2209,148,284.829
2210,271,574.48
2211,158,290.25
2212,116,233.775
2213,174,368.199
2214,37,83.12
2216,89,166.215
2217,98,194.3
2218,75,141.45
2219,66,150.5
2220,169,325.507
2221,113,244.335
2222,63,119.975
2223,128,272.199
2224,73,186
2225,37,78.875
2226,99,205.425
2227,76,175.115
2228,82,176.289
2229,136,308.423
2230,123,289.841
2231,23,56.385
2232,184,396.095
2233,270,575.548
2234,293,686.901
2250,970,2034.588
2251,435,952.71
2256,192,387.009
2257,291,597.24
2258,51,153.94
2259,831,1754.467
2260,247,592.506
2261,412,898.713
2262,226,433.634
2263,232,462.87
2264,206,430.03
2265,175,313.24
2267,54,129.325
2278,32,75.38
2280,356,831.707
2281,159,368.854
2282,227,560.6
2283,336,761.873
2284,181,397.73
2285,386,863.478
2286,43,105.375
2287,433,984.848
2289,184,394.074
2290,409,967.61
2291,150,385.375
2292,20,84.572
2293,16,31.63
2294,13,24.076
2295,70,157.37
2296,23,45.65
2297,17,31.87
2298,71,192.205
2299,103,243.87
2300,52,115.65
2302,0,0
2303,118,287.87
2304,155,345.404
2305,132,285.079
2306,9,23.02
2307,54,116.569
2308,0,0
2311,17,73.75
2312,22,60.574
2315,219,471.373
2316,106,227.24
2317,81,207.69
2318,164,433.776
2319,109,225.99
2320,377,936.316
2321,172,429.215
2322,290,664.181
2323,387,910.815
2324,368,879.356
2325,260,671.185
2326,84,194.34
2327,69,150.92
2328,29,155.945
2329,19,81.155
2330,249,732.089
2333,88,287.64
2334,40,88.72
2335,84,274.683
2336,16,48.469
2337,56,196.35
2338,7,23.78
2339,5,28.84
2340,379,1158.04
2341,21,58.37
2342,6,40.94
2343,51,220.724
2344,9,44.61
2345,8,29.78
2346,43,207.99
2347,14,56.005
2350,213,730.665
2352,26,88.6
2353,11,27.365
2354,37,225.39
2355,4,10.7
2356,0,0
2357,384,744.795
2358,38,212.91
2359,8,29.09
2360,136,468.361
2361,8,28.245
2365,42,187.185
2369,4,7.58
2370,80,312.792
2371,36,222.214
2372,49,134.542
2379,6,60.44
2380,95,419.445
2381,11,82.27
2382,6,24.81
2386,8,18.33
2387,11,38.2
2388,176,367.21
2390,821,1455.475
2395,6,23.22
2396,134,238.477
2397,28,94.435
2398,13,46
2399,23,163.88
2400,653,1402.27
2401,5,22.4
2402,11,78.27
2403,9,35.41
2404,13,62.51
2405,30,80.18
2406,38,84.76
2408,12,117.38
2409,9,66.58
2410,2,3.8
2411,9,65.04
2415,13,51.66
2420,54,150.25
2421,35,135.94
2422,77,279.53
2423,57,196.886
2424,6,17.24
2425,30,96.45
2426,10,27.11
2427,130,258.89
2428,403,897.107
2429,170,580.948
2430,492,1291.293
2431,133,270.13
2439,63,164.557
2440,319,863.156
2441,131,399.134
2443,324,723.915
2444,1118,2553.659
2445,144,355.095
2446,277,771.009
2447,126,314.99
2448,112,281.035
2449,35,112.02
2450,502,1452.252
2452,267,591.217
2453,43,133.679
2454,169,469.545
2455,41,111.895
2456,279,807.878
2460,463,1347.558
2462,57,170.582
2463,125,370.506
2464,152,352.159
2465,3,6.06
2466,37,77.175
2469,54,184.704
2470,289,716.945
2471,45,117.07
2472,76,168.79
2473,138,295.76
2474,137,371.092
2475,1,2.28
2476,4,38.58
2477,352,931.449
2478,736,1760.97
2479,103,313.054
2480,1122,2939.823
2481,248,664.23
2482,139,395.45
2483,247,530.01
2484,489,1137.973
2485,339,645.704
2486,1270,2427.675
2487,295,641.986
2488,84,176.16
2489,227,468.575
2490,15,32.49
2500,193,524.354
2502,79,175.57
2505,46,104.775
2506,46,99.885
2508,66,154.515
2515,139,325.314
2516,63,170.455
2517,145,320.43
2518,173,393.611
2519,110,268.045
2520,1,1.98
2525,93,202.104
2526,118,292.884
2527,254,564.602
2528,258,573.588
2529,316,772.142
2530,362,793.208
2533,241,579.444
2534,134,282.625
2535,121,339.309
2536,260,691.881
2537,181,452.703
2538,47,142.715
2539,339,776.811
2540,844,1826.391
2541,313,720.344
2545,30,98.165
2546,205,532.267
2548,82,211.449
2549,68,192.314
2550,282,953.045
2551,28,60.38
2552,0,0
2555,1,1.98
2556,20,53.24
2557,40,112.97
2558,167,319.325
2559,5,11.574
2560,1059,2105.528
2563,1,4.5
2564,165,302.972
2565,257,525.067
2566,489,931.299
2567,478,981.453
2568,16,54.32
2569,25,61.45
2570,410,912.174
2571,167,413.184
2572,72,183.66
2573,51,100.876
2574,93,210.115
2575,221,572.502
2576,114,290.81
2577,214,723.376
2578,51,138.545
2579,76,202.599
2580,427,1155.542
2581,36,182.965
2582,204,740.999
2583,38,143.355
2584,2,14.29
2585,5,38.42
2586,25,93.14
2587,25,118.91
2588,6,35.5
2590,47,260.83
2594,137,555.425
2600,112,377.259
2601,0,0
2602,455,1214.136
2603,104,336.642
2604,78,166.534
2605,221,605.61
2606,125,347.167
2607,280,731.572
2609,15,209.178
2611,525,1363.993
2612,99,298.524
2614,377,927.278
2615,896,2078.277
2616,4,34.5
2617,564,1442.283
2618,31,149.413
2619,84,223.02
2620,400,1483.859
2621,113,490.859
2622,78,346.404
2623,7,12.995
2624,1,4.95
2625,2,8.03
2626,9,26.42
2627,50,160.875
2628,19,79.795
2629,5,33.37
2630,116,340.918
2631,6,22.65
2632,21,67.09
2633,1,3.04
2640,589,1558.581
2641,229,512.414
2642,78,388.6
2643,101,547.58
2644,47,296.466
2645,5,24.74
2646,177,947.682
2647,64,170.228
2648,12,36.189
2649,2,3.77
2650,556,2049.668
2651,9,20.26
2652,78,440.397
2653,35,176.819
2655,27,172.705
2656,12,56.723
2658,19,91.48
2659,24,176.214
2660,20,107.36
2663,35,124.334
2665,25,197.3
2666,71,370.26
2668,6,12.71
2669,17,109.225
2671,65,318.7
2672,17,69.455
2675,27,311.53
2680,328,1738.616
2681,34,211.145
2700,26,144.426
2701,19,77.1
2702,21,112.593
2703,4,26.23
2705,96,485.16
2706,20,97.75
2707,21,128.99
2710,70,294.954
2711,26,164.345
2712,14,62.43
2713,25,150.89
2714,40,178.075
2715,7,38.48
2716,17,86.385
2717,3,12.82
2720,56,179.158
2721,3,29.08
2722,23,107.07
2725,3,4.56
2726,4,30.16
2727,0,0
2729,24,73.694
2730,15,64.065
2731,58,158.134
2732,113,977.52
2733,3,15.9
2734,2,12.84
2735,24,221.58
2736,3,19.645
2737,4,13
2738,6,22.064
2739,8,22.484
2745,286,645.783
2747,313,645.107
2748,34,136.626
2749,187,457.802
2750,433,893.638
2751,0,0
2752,54,147.225
2753,155,431.76
2754,76,209.73
2756,318,913.818
2757,11,28.025
2758,131,396.52
2759,308,627.038
2760,255,489.934
2761,399,736.247
2762,41,104.225
2763,404,821.218
2765,150,385.309
2766,189,362.684
2767,324,574.464
2768,496,944.215
2769,108,215.454
2770,490,910.856
2773,89,216.88
2774,150,350.011
2775,20,51.9
2776,61,130.005
2777,281,622.695
2778,55,107.175
2779,57,117.37
2780,149,310.807
2782,98,220.285
2783,35,67.97
2784,24,47.64
2785,63,153.164
2786,13,22.829
2787,50,183.943
2790,203,503.59
2791,2,19.2
2792,5,33.08
2793,7,27.35
2794,78,281.68
2795,419,1312.716
2797,2,4.82
2798,25,88.615
2799,33,150.575
2800,423,1417.297
2803,6,26.18
2804,76,254.605
2805,2,3
2806,14,58.75
2807,2,6.5
2808,3,16.02
2809,5,33.38
2810,36,171.26
2817,0,0
2818,0,0
2820,56,228.14
2821,229,544.235
2822,0,0
2823,40,117.86
2824,84,234.19
2825,65,196.31
2826,0,0
2827,219,424.55
2828,11,54.98
2829,127,383.9
2830,2058,4013.985
2831,194,461.95
2832,79,180.625
2833,53,166.48
2834,243,394.92
2835,130,250.8
2836,26,58.42
2838,0,0
2839,6,29.18
2840,38,149.682
2842,27,46.54
2843,9,64.2
2844,16,42.92
2845,17,36.325
2846,8,21.41
2847,55,134.67
2848,7,22.894
2849,24,108.645
2850,188,672.688
2852,42,174.884
2864,10,36.835
2865,17,67.17
2866,57,233.284
2867,15,110.676
2868,10,63.908
2869,19,53.11
2870,167,782.762
2871,97,414.489
2873,26,119.56
2874,28,64.66
2875,13,93.304
2876,4,24.25
2877,56,313.693
2878,3,4.68
2879,30,46.74
2880,1180,1875.988
2898,6,35.591
2899,90,448.24
2900,28,60.105
2901,0,0
2902,371,946.277
2903,206,479.991
2904,416,941.88
2905,556,1373.996
2906,332,768.884
2911,18,76.536
2912,59,151.211
2913,641,1409.976
2914,355,734.23
3000,4,8.27
3002,4,9.42
3003,5,21.47
3004,0,0
3006,0,0
3008,1,22.015
3011,119,239.333
3012,161,335.315
3013,118,235.011
3015,88,185.13
3016,76,161.08
3018,121,243.696
3019,73,150.335
3020,368,752.916
3021,463,895.174
3022,37,74.49
3023,824,1705.48
3024,280,593.421
3025,76,152.75
3026,3,21
3027,91,175.818
3028,327,664.84
3029,1193,2448.857
3030,1125,2372.319
3031,58,117.789
3032,187,401.465
3033,98,200.644
3034,75,161.88
3036,37,97.354
3037,579,1277.91
3038,296,682.691
3039,79,178.38
3040,133,302.077
3041,72,175.834
3042,111,227.375
3043,153,325.609
3044,130,293.391
3045,1,2.88
3046,212,418.834
3047,104,198.44
3048,158,317.864
3049,89,192.509
3051,17,29.403
3052,9,20.72
3053,10,18.875
3054,28,56.095
3055,72,154.046
3056,117,253.639
3057,38,83.91
3058,253,533.846
3059,128,332.13
3060,67,143.49
3061,26,57.77
3062,0,0
3063,8,33.39
3064,649,1374.972
3065,26,47.899
3066,19,37.985
3067,13,26.344
3068,86,199.399
3070,199,447.084
3071,116,230.614
3072,218,476.954
3073,283,580.504
3074,135,260.27
3075,121,243.878
3076,239,510.534
3078,83,185.692
3079,103,258.617
3081,76,146.684
3082,232,514.252
3083,274,596.831
3084,188,408.897
3085,103,221.17
3087,74,155.53
3088,189,407.49
3089,113,266.842
3090,24,78.935
3091,18,61.005
3093,27,62.155
3094,54,122.165
3095,197,504.785
3096,20,52.995
3097,21,58.58
3099,59,159.41
3101,113,265.445
3102,47,103.479
3103,87,186.923
3104,121,266.184
3105,97,209.82
3106,132,323.558
3107,98,197.002
3108,154,333.499
3109,191,402.093
3111,85,211.695
3113,92,243.137
3114,32,100.544
3115,31,78.005
3116,91,221.008
3121,78,182.306
3122,43,100.723
3123,34,78.804
3124,105,229.484
3125,108,213.255
3126,45,110.325
3127,106,244.972
3128,115,243.232
3129,117,246.436
3130,229,458.294
3131,176,358.041
3132,109,234.059
3133,198,419.462
3134,236,509.54
3135,184,390.582
3136,375,792.892
3137,143,324.576
3138,214,485.719
3139,130,326.03
3140,168,394.769
3141,22,47.525
3142,16,49.08
3143,25,64.943
3144,40,140.709
3145,105,238.253
3146,147,371.216
3147,111,258.874
3148,64,128.3
3149,270,601.08
3150,689,1424.71
3151,96,176.074
3152,340,725.637
3153,206,413.921
3154,31,71.47
3155,234,462.032
3156,469,1028.653
3158,36,76.505
3159,21,50.99
3160,54,127.69
3161,36,84.52
3162,74,156.86
3163,137,278.434
3164,1,3.04
3165,161,343.712
3166,168,374.545
3167,79,164.19
3168,90,205.61
3169,150,307.609
3170,192,399.567
3171,187,381.415
3172,197,410.269
3173,316,640.922
3174,247,466.111
3175,352,678.714
3176,0,0
3177,69,131.634
3178,405,939.467
3179,68,137.069
3180,124,248.138
3181,26,56.74
3182,22,43.06
3183,32,69.1
3184,38,90.328
3185,47,105.818
3186,103,302.089
3187,84,198.225
3188,111,256.675
3189,30,62.849
3190,45,100.085
3191,51,136.709
3192,129,292.664
3193,91,220.668
3194,66,143.78
3195,283,619.859
3196,177,356.791
3197,94,198.291
3198,150,298.29
3199,391,837.886
3200,51,104.115
3201,193,395.816
3202,29,68.235
3204,181,417.511
3205,17,31.67
3206,20,45.925
3207,33,67.345
3211,21,60.4
3212,226,560.137
3213,0,0
3214,280,579.35
3215,216,485.514
3216,695,1623.659
3217,1,3.04
3218,113,263.92
3219,284,619.417
3220,145,355.784
3221,150,395.276
3222,202,451.749
3223,132,281.434
3224,176,409.062
3225,82,179.069
3226,186,389.152
3227,72,167.781
3228,260,669.029
3230,62,149.999
3231,34,84.69
3232,11,26.939
3233,39,78.985
3234,0,0
3235,8,21.5
3236,1,1.54
3237,1,3.12
3238,3,8.04
3239,4,12.99
3240,35,121.2
3241,39,102.445
3242,11,25.59
3243,2,9.99
3249,71,185.185
3250,164,422.81
3251,10,28.23
3254,6,13.685
3260,35,96.316
3264,18,56.53
3265,33,91.79
3266,28,77.212
3267,1,4.95
3268,27,80.89
3269,11,35.747
3270,2,6.46
3271,2,6.32
3272,20,49.86
3273,1,2.28
3274,3,9.69
3275,3,10.836
3276,2,8.08
3277,18,46.35
3278,2,5.37
3279,3,9.67
3280,318,782.726
3281,35,111.303
3282,33,98.454
3283,22,66.362
3284,42,102.709
3285,23,71.45
3286,3,11.251
3287,9,27.512
3289,25,77.272
3292,7,14.08
3293,10,28.056
3294,11,41.11
3300,82,218.874
3301,9,29.78
3302,8,29.59
3303,2,4.54
3304,43,120.83
3305,258,676.756
3309,3,10.37
3310,4,7.81
3311,17,51.985
3312,11,39.37
3314,7,26.846
3315,8,22.745
3317,2,4.81
3318,10,35.821
3319,4,10.876
3321,28,63.97
3322,1,0.555
3323,1,5
3324,3,6.02
3325,9,19.755
3328,23,59.19
3329,4,6.8
3330,2,6.08
3331,93,264.919
3332,6,9.14
3333,12,29.75
3334,6,16.19
3335,24,68.95
3336,0,0
3337,467,993.901
3338,242,495.417
3340,343,875.047
3341,33,105.275
3342,88,212.638
3345,26,78.96
3350,502,1166.809
3351,165,462.12
3352,231,601.27
3353,1,1.52
3354,0,0
3355,107,234.374
3356,126,292.005
3357,57,137.605
3358,0,0
3360,8,15.99
3361,2,5.61
3363,53,127.004
3364,29,65.185
3370,44,104.71
3371,24,57.336
3373,25,64.82
3374,3,6.4
3375,4,13.6
3377,98,238.02
3378,1,5.13
3379,9,24.815
3380,99,253.711
3381,19,56
3384,8,25.875
3385,8,17.96
3387,16,67.42
3388,8,14.55
3390,25,83.125
3391,10,43.78
3392,16,37.525
3393,49,135.03
3395,19,52.435
3396,8,25.67
3400,194,503.006
3401,95,288.413
3402,3,8.16
3407,9,36.208
3409,19,38.99
3412,9,14.86
3413,6,19.852
3414,41,90.428
3415,0,0
3418,119,340.356
3419,44,134.532
3420,7,21.32
3423,8,16.42
3424,17,59.79
3427,37,78.503
3428,7,19.965
3429,399,932.272
3430,3,12.54
3431,90,224.148
3432,2,9.5
3433,1,4.935
3434,90,224.086
3435,53,151.515
3437,156,432.307
3438,33,82.944
3440,37,92.346
3441,10,20.27
3442,145,380.129
3444,181,452.635
3446,22,46.425
3447,12,37.71
3448,33,91.55
3450,219,407.91
3451,122,265.803
3453,59,164.593
3458,43,104.255
3460,43,101.01
3461,90,190.025
3462,49,91.275
3463,77,160.131
3464,25,53.599
3465,209,500.925
3467,24,44.766
3468,10,25.42
3469,4,6.1
3472,38,75.152
3475,15,38.935
3477,29,91.91
3478,71,167.442
3480,22,66.21
3482,2,6.3
3483,8,29.27
3485,5,14.145
3487,2,3.05
3488,5,13.55
3489,2,9.695
3490,15,56.425
3491,1,2.28
3494,8,31.162
3496,76,227.465
3498,52,151.584
3500,269,680.152
3501,30,95.677
3502,5,22.06
3505,67,191.143
3506,0,0
3507,1,3
3509,9,32.07
3512,6,13.37
3515,30,74.15
3516,29,72.476
3517,55,118.171
3518,39,96.902
3520,7,10.74
3521,12,28.365
3522,16,36.953
3523,121,313.642
3525,27,76.731
3527,11,32.775
3529,0,0
3530,5,11.025
3531,5,12.64
3533,20,62.775
3537,19,57.235
3540,20,47.545
3542,2,8.285
3544,13,57.22
3546,23,94.23
3549,25,81.36
3550,688,1397.508
3551,697,1699.432
3552,4,10.2
3554,0,0
3555,378,758.126
3556,285,580.425
3557,16,41.932
3558,30,64.85
3559,2,4.94
3561,128,362.543
3562,6,24.89
3563,16,52.29
3564,331,978.58
3565,0,0
3566,10,30.14
3567,18,54.59
3568,66,219.515
3570,27,62.34
3571,6,19.41
3572,0,0
3573,3,9.71
3575,17,42.315
3576,0,0
3579,158,461.555
3580,18,40.515
3581,6,15.785
3583,4,12.075
3584,28,97.8
3585,309,932.185
3586,23,87.065
3588,7,22.105
3589,8,22.55
3590,5,23.62
3591,4,12.59
3594,26,64.825
3595,25,72.93
3596,1,2
3597,1,4.94
3599,8,27.56
3607,4,13.265
3608,65,149.67
3610,27,66.49
3612,37,72.85
3614,17,48.13
3616,91,220.431
3617,2,6.46
3618,11,20.305
3619,14,30.205
3620,141,295.735
3621,37,100.15
3622,10,31.17
3623,12,29.1
3624,7,20.405
3629,139,296.495
3630,411,888.75
3631,216,601.163
3632,5,12.73
3633,14,38.81
3634,31,112.55
3635,10,24.37
3636,109,272.34
3637,10,42.425
3638,48,127.88
3639,7,18.55
3640,25,88.595
3641,19,48.125
3643,10,17.08
3644,190,612.914
3646,15,37.205
3647,0,0
3649,8,18.28
3658,139,374.123
3659,19,63.375
3660,146,345.284
3661,5,7.49
3662,0,0
3663,3,9.5
3664,23,62.53
3665,10,21.755
3666,93,212.805
3669,21,58.85
3670,11,23.41
3671,3,6.18
3672,183,431.964
3673,41,119.305
3675,51,131.9
3676,29,71.532
3677,331,802.476
3678,169,523.233
3682,17,61.61
3683,52,126.195
3685,94,246.136
3687,29,65.079
3688,45,116.224
3689,28,60.026
3690,547,1305.475
3691,156,449.925
3694,5,8.864
3695,4,11.522
3697,20,60.376
3698,39,84.501
3699,22,51.985
3700,27,62.678
3701,18,43.562
3704,0,0
3705,6,15.94
3707,31,80.96
3708,0,0
3709,12,42.904
3711,10,39.44
3712,4,14.14
3713,14,37.51
3714,64,179.423
3715,3,5.54
3717,59,154.986
3718,1,2.42
3719,14,43.43
3720,16,40.09
3722,87,301.106
3723,84,263.202
3724,2,7.495
3725,10,28.15
3726,9,30.5
3727,6,11.985
3728,20,50.38
3730,268,688.514
3732,18,42.466
3733,2,6.445
3735,3,8.02
3736,3,7.64
3737,75,213.51
3738,2,6.44
3739,3,6.8
3740,14,36.262
3741,56,175.795
3744,11,25.363
3746,22,59.487
3747,125,332.015
3749,40,99.588
3750,9,21.065
3751,2,6.895
3752,172,389.062
3753,8,21.57
3754,249,549.644
3755,2,5.51
3756,156,414.681
3757,117,333.041
3758,42,109.324
3759,20,62.41
3760,9,21.13
3761,19,66.559
3762,3,15.08
3763,27,61.9
3764,111,302.773
3765,60,136.345
3766,3,8.77
3767,3,6.9
3770,25,68.26
3775,50,129.086
3777,138,336.269
3778,4,9.89
3779,9,23.19
3781,43,103.172
3782,70,157.118
3783,34,81.426
3786,10,26.35
3787,5,9.72
3788,5,14.18
3789,0,0
3791,7,22.085
3792,11,29.41
3793,30,67.93
3795,15,42.97
3796,75,152.924
3797,35,90.585
3799,67,157.46
3802,291,622.655
3803,99,198.564
3804,96,284.174
3805,726,1605.157
3806,524,1192.78
3807,108,276.2
3808,49,143.655
3809,18,46.451
3810,407,917.65
3812,53,144.23
3813,8,23.696
3814,35,88.699
3815,59,162.015
3816,41,100.761
3818,323,762.905
3820,267,598.314
3821,75,214.691
3822,29,87.198
3823,35,92.015
3824,77,196.613
3825,330,866.15
3831,49,119.98
3832,4,7.45
3833,6,11.44
3835,7,18.26
3840,209,517.975
3842,66,158.652
3844,453,1201.608
3847,51,118.425
3850,318,823.762
3851,171,453.552
3852,0,0
3853,2,6.71
3854,26,77.205
3856,21,59.69
3857,11,30.065
3858,83,186.695
3859,13,53.898
3860,223,581.195
3862,74,238.011
3864,8,22
3865,14,40.001
3869,31,82.755
3870,49,125.833
3871,80,188.575
3873,7,17.635
3874,18,51.69
3875,357,909.243
3878,26,65.774
3880,92,236.395
3882,25,62.247
3885,39,102.99
3886,7,25.8
3887,6,12.615
3888,70,177.914
3889,3,4.39
3890,4,23.99
3891,2,3.04
3892,60,121.175
3893,0,0
3895,0,0
3896,4,9.71
3898,7,19.365
3900,2,4.94
3902,10,31.247
3903,20,56.25
3904,40,113.751
3909,188,481.645
3910,254,622.712
3911,33,93.775
3912,167,428.115
3913,58,136.72
3915,114,244.159
3916,19,50.346
3918,67,165.41
3919,28,55.005
3921,11,36.094
3922,163,374.403
3923,27,60.9
3925,71,159.455
3926,68,158.696
3927,23,53.175
3928,4,8.29
3929,27,67.93
3930,162,398.818
3931,297,609.441
3933,11,39.925
3934,229,497.834
3936,129,258.939
3937,26,62.46
3938,45,100.728
3939,205,434.761
3940,37,67.945
3941,177,378.234
3942,48,94.375
3943,48,100.708
3944,16,32.775
3945,22,68.435
3946,4,15.195
3950,103,280.064
3951,28,93.735
3953,206,533.782
3954,11,38.58
3956,82,200.972
3957,11,25.844
3958,5,16.195
3959,72,177.905
3960,108,272.471
3962,44,108.55
3964,8,25.75
3965,12,28.356
3966,12,24.39
3967,4,9.1
3971,141,379.144
3975,205,436.78
3976,260,486.348
3977,959,2058.807
3978,8,24.725
3979,7,27.03
3980,43,100.19
3981,75,194.42
3984,98,242.739
3987,23,67.43
3988,28,97.97
3990,5,13.84
3991,11,26.587
3992,24,62.335
3995,214,568
3996,149,383.498
4000,19,50.21
4001,0,0
4002,0,0
4004,0,0
4005,66,157
4006,41,97.469
4007,47,104.193
4008,5,11.12
4009,2,10.04
4010,23,55.954
4011,131,297.575
4012,267,594.531
4013,49,112.2
4014,237,506.162
4017,813,1724.611
4018,242,473.663
4019,316,716.528
4020,399,920.575
4021,255,505.05
4022,284,551.407
4025,11,43.586
4030,149,345.476
4031,167,356.484
4032,173,365.577
4034,875,1890.518
4035,598,1439.88
4036,171,351.432
4037,199,528.124
4051,307,717.67
4053,669,1449.702
4054,240,504.588
4055,468,1068.398
4059,91,210.785
4060,142,353.381
4061,295,710.15
4062,0,0
4063,0,0
4064,98,255.447
4065,122,281.276
4066,105,262.86
4067,47,95.386
4068,192,502.81
4069,621,1619.529
4070,274,656.793
4073,270,634.565
4074,705,1606.338
4075,396,868.756
4076,106,247.476
4077,645,1287.027
4078,636,1330.678
4101,153,351.425
4102,93,200.54
4103,183,388.055
4104,46,107.818
4105,174,352.657
4106,29,58.745
4107,105,213.687
4108,122,302.547
4109,1337,2784.614
4110,259,586.653
4111,22,43.96
4112,269,560.815
4113,824,1660.055
4114,515,990
4115,535,1137.255
4116,908,1884.423
4117,40,79.04
4118,842,1859.652
4119,196,404.904
4120,88,179.225
4121,344,746.096
4122,788,1650.927
4123,536,1014.59
4124,609,1432.099
4125,397,872.437
4127,600,1218.09
4128,496,1052.226
4129,160,326.268
4130,217,558.006
4131,232,449.564
4132,603,1081.4
4133,462,941.135
4151,145,357.02
4152,746,1670.246
4153,106,260.739
4154,250,660.834
4155,28,100.245
4156,70,193.668
4157,492,1103.09
4158,68,133.035
4159,396,862.818
4160,531,1145.703
4161,436,892.938
4163,330,738.548
4164,314,720.997
4165,1119,2306.239
4169,55,113.164
4170,262,624.719
4171,151,372.136
4172,97,221.559
4173,205,455.221
4174,64,150.665
4178,453,973.204
4179,384,860.676
4183,86,177.267
4184,280,545.398
4205,157,271.578
4207,1263,2692.812
4208,529,1150.182
4209,689,1521.943
4210,513,1196.293
4211,1562,3615.815
4212,795,1881.626
4213,882,2169.346
4214,1063,2419.182
4215,528,1082.817
4216,940,1901.745
4217,431,1087.949
4218,571,1413.819
4219,4,8.96
4220,718,1618.208
4221,827,1761.001
4223,505,1248.405
4224,112,236.44
4225,48,100.231
4226,836,1853.682
4227,474,1019.523
4228,163,494.536
