Postcode,Installation_2001,Output_2001,Installation_2002,Output_2002,Installation_2003,Output_2003,Installation_2004,Output_2004,Installation_2005,Output_2005,Installation_2006,Output_2006,Installation_2007,Output_2007,Installation_2008,Output_2008,Installation_2009,Output_2009,Installation_2010,Output_2010,Installation_2011,Output_2011,Installation_2012,Output_2012,Installation_2013,Output_2013,Installation_2014,Output_2014,Installation_2015,Output_2015,Installation_2016,Output_2016,Installation_2017,Output_2017,Installation_2018,Output_2018,Installation_2019,Output_2019,Installation_2020,Output_2020,Installation_2021,Output_2021
3940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,8.0,10.341,24.0,38.76,37.0,67.945,85.0,170.655,26.0,94.575,35.0,122.2,19.0,117.27,20.0,65.59,17.0,76.04,27.0,171.665,38.0,274.195,57,434.3,23,154.35
3941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.9,1.0,1.7,3.0,5.12,9.0,11.603,30.0,34.959,103.0,169.475,177.0,378.234,199.0,560.754,89.0,330.05,125.0,450.365,96.0,373.505,76.0,361.885,90.0,474.889,167.0,964.906,164.0,1046.833,206,1399.615,90,628.445
3942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05,7.0,9.112,25.0,37.534,48.0,94.375,37.0,113.755,23.0,84.0,33.0,119.6,28.0,116.517,18.0,95.244,26.0,119.919,38.0,215.48,48.0,306.07,62,427.29,26,213.48
3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.92,0.0,0.0,5.0,12.07,1.0,1.503,9.0,10.442,20.0,44.23,48.0,100.708,25.0,77.05,15.0,53.51,32.0,149.81,21.0,112.765,15.0,84.062,36.0,232.045,36.0,249.23,52.0,406.46,50,347.955,8,61.51
3944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.29,7.0,11.12,16.0,32.775,14.0,40.305,9.0,51.72,13.0,74.617,7.0,42.87,8.0,64.16,13.0,103.186,16.0,110.32,12.0,143.34,22,182.2,7,84.67
3945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,6.0,7.375,8.0,20.1,22.0,68.435,24.0,71.863,19.0,88.96,17.0,66.418,12.0,43.39,14.0,54.75,14.0,60.98,23.0,142.62,30.0,304.205,20,180.975,4,25.1
3946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.99,6.0,9.91,4.0,15.195,4.0,21.31,5.0,19.0,1.0,4.5,1.0,4.0,1.0,4.5,6.0,29.34,5.0,30.1,3.0,15.5,7,49.14,2,40.47
3950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.26,5.0,5.165,35.0,70.56,103.0,280.064,77.0,269.895,46.0,216.297,47.0,190.888,45.0,202.935,50.0,199.915,72.0,548.32,70.0,649.235,43.0,288.375,58,402.775,10,72.42
3951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.31,0.0,0.0,0.0,0.0,5.0,7.833,8.0,14.82,28.0,93.735,14.0,52.78,16.0,62.984,14.0,48.81,5.0,32.25,10.0,38.795,10.0,73.99,32.0,230.055,17.0,134.345,22,190.825,6,46.87
3953,0.0,0.0,0.0,0.0,1.0,1.92,2.0,1.12,2.0,2.345,1.0,0.64,2.0,2.64,3.0,6.74,13.0,18.96,57.0,95.755,206.0,533.782,132.0,468.581,74.0,457.327,64.0,278.27,43.0,221.53,62.0,275.855,90.0,717.845,108.0,795.665,102.0,922.555,92,927.78,26,236.27
3954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.29,11.0,38.58,11.0,38.42,8.0,43.0,5.0,23.25,2.0,9.09,1.0,4.0,5.0,18.355,7.0,40.76,6.0,38.165,4,34.55,1,25.9
3956,0.0,0.0,0.0,0.0,1.0,1.8,1.0,0.32,2.0,1.6,1.0,0.16,0.0,0.0,2.0,5.67,4.0,5.0,55.0,86.925,82.0,200.972,95.0,307.965,61.0,223.398,60.0,218.095,46.0,176.655,34.0,147.005,49.0,292.975,62.0,432.21,63.0,535.705,55,394.465,28,197.05
3957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.88,11.0,25.844,3.0,11.56,6.0,25.578,6.0,20.84,2.0,12.0,2.0,5.32,7.0,41.76,0.0,0.0,7.0,106.38,9,172.725,1,6.6
3958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.57,5.0,16.195,4.0,16.16,0.0,0.0,2.0,7.24,0.0,0.0,1.0,4.505,7.0,45.47,4.0,27.066,3.0,13.55,2,14.64,2,19.86
3959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.64,16.0,16.2,37.0,59.26,72.0,177.905,29.0,96.37,24.0,77.7,31.0,113.94,21.0,82.02,5.0,23.51,25.0,187.455,24.0,150.0,29.0,211.295,44,264.64,10,64.22
3960,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.12,1.0,0.96,1.0,0.33,4.0,2.63,1.0,0.495,8.0,10.34,44.0,87.23,108.0,272.471,59.0,200.601,37.0,126.628,58.0,246.9,39.0,191.81,28.0,226.72,36.0,173.05,33.0,260.14,41.0,440.445,57,353.13,11,104.26
3962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.99,2.0,1.78,11.0,18.12,44.0,108.55,22.0,78.14,21.0,68.8,24.0,79.005,12.0,48.425,7.0,23.47,11.0,46.125,13.0,90.51,12.0,117.745,16,187.15,4,26.31
3964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.23,8.0,25.75,2.0,9.0,1.0,3.0,6.0,20.12,2.0,9.0,0.0,0.0,3.0,13.16,2.0,13.45,1.0,6.2,1,6.3,1,6.6
3965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.525,0.0,0.0,3.0,7.04,12.0,28.356,8.0,23.83,3.0,17.0,3.0,13.5,3.0,13.09,3.0,13.6,3.0,14.945,6.0,30.35,2.0,12.9,6,43.63,2,13.2
3966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,1.0,1.08,1.0,2.16,12.0,24.39,6.0,17.12,15.0,47.255,5.0,17.665,6.0,23.5,5.0,19.58,4.0,23.49,17.0,109.62,9.0,100.91,5,65.87,3,18.44
3967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,1.0,0.96,2.0,3.12,4.0,9.1,1.0,4.5,0.0,0.0,4.0,26.0,2.0,6.59,1.0,4.0,4.0,29.43,3.0,17.87,0.0,0.0,1,6.6,1,6.6
3971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.23,1.0,6.12,5.0,5.67,20.0,42.59,141.0,379.144,79.0,290.478,68.0,244.92,59.0,215.19,36.0,135.81,29.0,114.195,35.0,284.925,44.0,304.295,62.0,422.655,52,503.3,12,82.56
3975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.485,13.0,15.332,126.0,216.37,205.0,436.78,296.0,831.255,151.0,545.511,172.0,690.39,147.0,645.35,116.0,499.755,102.0,542.3,222.0,1411.275,329.0,2029.475,409,2770.52,124,852.98
3976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.012,38.0,43.192,155.0,222.923,260.0,486.348,399.0,974.48,187.0,618.85,234.0,817.1,153.0,526.675,122.0,468.58,97.0,407.2,207.0,1123.047,266.0,1716.02,355,2303.975,142,923.385
3977,0.0,0.0,1.0,1.44,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.16,2.0,3.2,7.0,7.243,83.0,97.326,551.0,892.719,959.0,2058.807,1329.0,3529.371,602.0,2063.712,959.0,3598.013,838.0,3221.853,813.0,3169.965,798.0,3852.537,1353.0,8152.815,1823.0,11762.595,2064,14286.735,757,5231.88
3978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.53,11.0,21.19,8.0,24.725,37.0,98.65,41.0,165.144,101.0,490.155,138.0,497.683,174.0,703.185,250.0,1161.68,742.0,4482.984,1289.0,8081.454,1476,9736.39,497,3382.21
3979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.08,7.0,27.03,8.0,32.52,4.0,18.25,7.0,32.5,6.0,27.59,4.0,15.42,5.0,23.05,4.0,35.01,8.0,51.63,7,84.85,1,6.6
3980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.24,1.0,1.002,6.0,6.68,28.0,42.9,43.0,100.19,57.0,177.055,37.0,127.845,53.0,209.94,38.0,188.93,44.0,185.99,37.0,187.19,50.0,444.315,40.0,274.345,45,373.44,11,103.635
3981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,0.0,0.0,1.0,2.97,7.0,7.04,36.0,63.64,75.0,194.42,87.0,292.38,29.0,102.618,51.0,210.86,32.0,128.17,49.0,274.35,50.0,506.13,75.0,637.95,60.0,491.485,77,772.81,33,634.17
3984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.14,12.0,15.861,45.0,67.81,98.0,242.739,98.0,287.57,92.0,329.878,88.0,332.095,87.0,328.413,70.0,277.38,96.0,498.875,82.0,508.845,110.0,756.74,173,1345.78,57,425.825
3987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,0.0,0.0,9.0,10.89,26.0,46.06,23.0,67.43,30.0,102.545,16.0,62.565,22.0,74.028,9.0,52.5,17.0,75.035,28.0,158.725,20.0,151.96,24.0,208.235,25,174.505,5,40.48
3988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.485,0.0,0.0,0.0,0.0,2.0,2.7,12.0,15.91,28.0,97.97,17.0,57.67,9.0,38.67,26.0,115.64,12.0,49.73,10.0,49.945,6.0,30.2,27.0,280.545,16.0,123.495,12,130.17,6,43.23
3990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.84,6.0,27.48,1.0,7.0,3.0,12.0,5.0,18.5,1.0,4.5,1.0,3.9,3.0,14.81,0.0,0.0,3,53.22,0,0.0
3991,0.0,0.0,0.0,0.0,1.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.92,2.0,2.98,11.0,26.587,9.0,22.79,10.0,39.12,10.0,39.0,11.0,44.88,7.0,30.85,6.0,33.58,9.0,46.16,9.0,74.205,7,54.885,2,13.26
3992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,1.0,1.05,7.0,14.34,24.0,62.335,20.0,72.79,14.0,54.15,17.0,66.38,9.0,49.04,9.0,37.13,16.0,95.29,20.0,115.815,14.0,116.16,16,97.635,12,114.99
3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.95,19.0,26.26,74.0,136.12,214.0,568.0,208.0,673.89,148.0,570.55,107.0,402.08,95.0,442.3,116.0,476.87,126.0,597.525,171.0,1117.175,187.0,1328.503,204,1521.95,66,438.875
3996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.46,1.0,1.32,1.0,1.98,2.0,2.04,13.0,22.14,69.0,131.92,149.0,383.498,144.0,467.29,76.0,272.625,77.0,279.89,50.0,198.6,67.0,279.415,80.0,516.917,129.0,707.015,110.0,1055.964,141,923.59,44,299.14
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.625,0.0,0.0,0.0,0.0,2.0,2.07,9.0,21.09,22.0,49.019,19.0,50.21,20.0,68.93,20.0,67.24,18.0,80.07,23.0,273.76,14.0,92.249,13.0,171.12,21.0,178.423,21.0,511.677,32,556.6,6,39.81
4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.106,0.0,0.0,0.0,0.0,5.0,37.255,4.0,71.705,0.0,0.0,0.0,0.0,1.0,3.12,0.0,0.0,0.0,0.0,1.0,2.28,1,6.66,0,0.0
4002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
4004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,5.0,24.02,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
4005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.002,5.0,5.142,16.0,30.25,15.0,24.95,66.0,157.0,75.0,255.36,46.0,239.38,35.0,198.92,33.0,265.01,33.0,218.895,41.0,252.498,43.0,355.243,70.0,695.15,75,797.115,16,150.95
4006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.047,12.0,31.685,41.0,97.469,53.0,209.52,31.0,230.39,19.0,142.095,21.0,256.544,17.0,305.03,24.0,463.49,34.0,691.105,54.0,986.415,40,713.667,8,231.43
4007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,0.0,0.0,4.0,11.052,24.0,35.142,43.0,77.33,47.0,104.193,95.0,335.859,63.0,287.291,31.0,187.443,34.0,231.7,50.0,397.029,67.0,676.079,104.0,844.61,90.0,834.595,90,999.995,36,362.775
4008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.96,3.0,7.5,5.0,11.12,4.0,66.4,7.0,159.27,6.0,41.75,1.0,3.5,8.0,233.1,7.0,243.95,9.0,295.745,7.0,305.165,19,1026.52,0,0.0
4009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.88,0.0,0.0,2.0,10.04,3.0,7.52,3.0,17.14,5.0,166.765,3.0,121.22,4.0,70.72,6.0,117.952,6.0,205.694,9.0,398.46,10,519.47,2,80.67
4010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.06,9.0,21.92,23.0,55.954,32.0,94.54,18.0,79.23,20.0,81.58,12.0,62.78,6.0,47.42,7.0,46.425,18.0,257.76,10.0,72.445,29,357.87,9,98.15
4011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.575,3.0,2.115,1.0,1.5,6.0,4.845,26.0,40.39,82.0,165.74,131.0,297.575,199.0,735.715,122.0,529.232,98.0,450.43,73.0,393.01,68.0,471.127,98.0,736.491,96.0,661.729,128.0,1057.191,182,1688.09,80,797.58
4012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.41,3.0,3.93,11.0,11.931,51.0,56.459,105.0,181.909,267.0,594.531,355.0,1115.637,200.0,742.241,183.0,816.125,106.0,464.46,96.0,509.427,96.0,588.66,124.0,782.072,181.0,1320.696,226,1925.765,90,684.08
4013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.81,10.0,11.8,42.0,67.13,49.0,112.2,87.0,275.485,50.0,174.81,43.0,238.005,24.0,147.06,25.0,250.13,42.0,357.905,29.0,400.528,61.0,560.915,67,664.87,25,210.42
4014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,1.0,1.56,11.0,8.705,50.0,63.7,128.0,225.309,237.0,506.162,380.0,1130.82,209.0,837.159,157.0,724.794,112.0,524.36,99.0,631.59,118.0,749.945,145.0,1432.676,181.0,1897.455,254,2317.84,106,851.51
4017,0.0,0.0,1.0,1.35,0.0,0.0,0.0,0.0,6.0,2.685,1.0,0.125,7.0,9.56,36.0,36.252,155.0,186.237,361.0,663.333,813.0,1724.611,1301.0,3771.507,682.0,2340.757,504.0,1960.48,300.0,1277.773,253.0,1273.5,273.0,1582.351,301.0,2035.742,444.0,3276.199,645,4732.215,207,1588.55
4018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,2.0,0.25,0.0,0.0,4.0,3.195,25.0,29.567,77.0,129.81,242.0,473.663,367.0,932.89,156.0,518.89,138.0,487.163,114.0,459.5,96.0,438.845,195.0,699.821,162.0,806.904,290.0,1328.243,236,1430.815,70,492.91
4019,0.0,0.0,0.0,0.0,2.0,0.16,0.0,0.0,0.0,0.0,2.0,3.35,3.0,1.3,14.0,15.22,67.0,85.422,164.0,279.845,316.0,716.528,490.0,1366.061,307.0,1114.225,273.0,1070.865,145.0,685.065,132.0,822.17,131.0,884.015,187.0,1271.975,214.0,1830.04,296,2422.73,103,798.43
4020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.65,0.0,0.0,3.0,2.968,6.0,8.469,16.0,25.44,86.0,106.937,198.0,378.96,399.0,920.575,628.0,1871.771,323.0,1141.613,311.0,1218.319,201.0,960.709,153.0,842.65,161.0,966.929,255.0,1720.577,322.0,2428.103,477,3814.93,153,1277.745
4021,0.0,0.0,0.0,0.0,1.0,0.16,1.0,0.125,1.0,0.08,0.0,0.0,1.0,0.125,2.0,2.02,40.0,46.174,101.0,172.98,255.0,505.05,307.0,825.286,160.0,539.726,176.0,729.35,88.0,386.725,54.0,258.505,78.0,439.04,87.0,612.998,104.0,770.875,125,908.095,48,335.27
4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,1.0,2.1,8.0,7.61,30.0,44.17,71.0,130.72,284.0,551.407,203.0,561.288,139.0,440.435,152.0,485.197,94.0,338.78,67.0,214.97,73.0,418.705,49.0,289.94,113.0,691.695,151,1365.515,55,403.88
4025,0.0,0.0,2.0,3.04,8.0,13.444,11.0,10.42,14.0,20.32,12.0,14.385,2.0,3.3,11.0,25.15,15.0,21.322,11.0,27.47,11.0,43.586,5.0,23.423,18.0,75.14,27.0,46.14,9.0,23.8,10.0,26.43,9.0,30.83,8.0,56.91,7.0,35.68,8,83.28,1,13.3
4030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.252,11.0,14.829,35.0,53.915,82.0,144.352,149.0,345.476,215.0,714.314,140.0,580.912,80.0,345.89,82.0,438.48,60.0,381.875,95.0,622.798,93.0,742.875,132.0,1054.598,170,1494.405,59,525.885
4031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39,0.0,0.0,1.0,2.79,6.0,6.09,23.0,28.944,60.0,107.05,167.0,356.484,233.0,746.822,130.0,480.489,100.0,469.419,69.0,365.325,70.0,376.36,75.0,657.91,101.0,831.701,128.0,1020.748,179,1602.645,65,529.885
4032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,0.0,0.0,2.0,2.664,10.0,9.585,32.0,40.05,84.0,150.254,173.0,365.577,262.0,759.93,160.0,558.234,98.0,391.995,72.0,308.27,55.0,354.74,73.0,531.613,76.0,696.2,98.0,850.46,175,1379.174,52,449.155
4034,0.0,0.0,0.0,0.0,1.0,0.08,2.0,0.22,3.0,2.32,2.0,2.375,8.0,9.084,20.0,24.63,148.0,208.642,375.0,687.399,875.0,1890.518,1160.0,3481.937,659.0,2359.115,538.0,2233.854,376.0,1826.41,279.0,1463.031,284.0,1894.429,343.0,2241.14,504.0,3990.378,634,4898.275,246,1990.27
4035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.9,0.0,0.0,3.0,3.285,17.0,16.576,120.0,157.115,312.0,545.549,598.0,1439.88,904.0,2982.761,569.0,2330.976,430.0,1815.35,287.0,1378.495,198.0,1069.645,299.0,1757.983,315.0,2178.814,450.0,3474.44,629,5198.39,221,1803.095
4036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.125,6.0,5.26,37.0,57.39,63.0,112.55,171.0,351.432,269.0,812.5,122.0,462.32,101.0,426.679,66.0,288.71,47.0,239.12,49.0,287.69,89.0,657.495,100.0,664.97,98,715.955,46,335.61
4037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.16,1.0,2.0,1.0,0.24,8.0,10.535,29.0,35.28,92.0,177.59,199.0,528.124,318.0,1097.51,163.0,658.708,146.0,666.155,78.0,393.918,64.0,375.93,92.0,570.22,106.0,782.447,112.0,830.593,161,1321.145,63,538.35
4051,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,1.0,0.125,1.0,2.1,6.0,6.109,19.0,25.736,87.0,113.137,138.0,278.883,307.0,717.67,428.0,1387.178,275.0,1029.392,190.0,878.21,152.0,781.75,140.0,952.757,180.0,1125.591,211.0,1606.489,295.0,2446.066,365,2938.49,148,1171.475
4053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.14,1.0,1.3,3.0,1.3,41.0,55.035,169.0,221.813,317.0,575.512,669.0,1449.702,1160.0,3491.983,644.0,2353.414,460.0,1989.47,303.0,1381.572,204.0,1099.395,313.0,1997.953,315.0,2174.396,457.0,3306.441,604,4765.835,236,1978.423
4054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05,8.0,9.287,71.0,84.541,126.0,222.903,240.0,504.588,446.0,1288.689,227.0,806.955,182.0,686.99,112.0,495.4,86.0,424.735,100.0,557.345,104.0,619.275,152.0,956.498,189,1365.3,56,433.36
4055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,2.0,2.672,19.0,22.625,115.0,134.153,252.0,449.114,468.0,1068.398,717.0,2285.415,400.0,1566.687,305.0,1323.26,211.0,957.025,146.0,743.641,197.0,1140.536,251.0,1694.814,310.0,2316.652,421,3383.195,155,1315.965
4059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.05,6.0,7.635,26.0,38.652,52.0,101.974,91.0,210.785,143.0,441.08,80.0,296.495,54.0,210.48,52.0,239.275,36.0,192.995,72.0,549.27,48.0,384.455,70.0,614.75,114,1086.505,42,343.66
4060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.03,14.0,19.053,45.0,59.177,92.0,185.024,142.0,353.381,234.0,792.469,166.0,646.054,102.0,454.448,75.0,354.865,58.0,322.495,95.0,624.254,128.0,814.183,153.0,1473.16,180,1558.935,75,587.645
4061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.66,2.0,2.72,1.0,1.5,4.0,5.503,13.0,22.673,91.0,119.924,209.0,369.453,295.0,710.15,463.0,1506.951,296.0,1147.011,216.0,949.685,129.0,618.69,112.0,556.69,185.0,1092.644,135.0,900.48,215.0,1638.42,273,2054.63,116,944.805
4062,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
4063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
4064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.1,1.0,1.002,6.0,8.954,22.0,35.554,46.0,98.504,98.0,255.447,114.0,387.105,89.0,323.761,65.0,326.465,44.0,213.96,45.0,268.44,75.0,517.072,85.0,765.675,111.0,1243.076,152,1583.585,45,376.89
4065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3.0,6.036,9.0,11.68,31.0,50.539,65.0,111.205,122.0,281.276,180.0,641.435,102.0,366.392,70.0,266.04,50.0,240.23,55.0,417.432,80.0,523.049,95.0,657.493,117.0,892.515,151,1316.33,56,491.68
4066,0.0,0.0,0.0,0.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,1.5,2.0,3.15,11.0,15.273,34.0,49.025,55.0,100.199,105.0,262.86,128.0,433.05,92.0,362.061,82.0,436.255,51.0,303.295,48.0,453.345,74.0,537.05,83.0,575.248,110.0,1188.49,136,1205.96,58,528.885
4067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,4.0,5.0,5.346,15.0,29.22,33.0,65.399,47.0,95.386,86.0,311.498,37.0,153.876,38.0,197.68,29.0,112.655,26.0,179.956,62.0,395.521,41.0,395.11,73.0,628.364,79,582.505,22,189.4
4068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.0,3.5,1.0,0.125,4.0,5.436,13.0,17.587,51.0,76.825,115.0,237.22,192.0,502.81,319.0,1102.676,173.0,647.923,142.0,659.51,89.0,419.06,83.0,525.925,125.0,772.154,168.0,1208.064,214.0,1878.387,218,2004.865,101,892.84
4069,0.0,0.0,0.0,0.0,1.0,0.45,1.0,1.92,2.0,3.0,3.0,0.589,13.0,19.959,30.0,58.062,163.0,240.343,335.0,687.373,621.0,1619.529,922.0,3269.912,509.0,2110.293,403.0,1824.835,333.0,1640.595,294.0,1683.055,400.0,2605.018,386.0,2927.125,492.0,4019.566,594,5280.16,241,2331.62
4070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.746,57.0,80.071,161.0,306.463,274.0,656.793,384.0,1198.573,230.0,858.599,199.0,836.005,129.0,615.779,105.0,556.62,130.0,792.968,156.0,1096.361,218.0,1743.032,320,2735.955,104,880.905
