Postcode,Installation,Output
2073,46,215.641
2074,56,288.207
2075,56,235.733
2076,70,544.77
2077,61,367.065
2079,28,111.915
2080,7,30.21
2081,26,96.725
2082,31,125.58
2083,12,58.2
2084,19,163.235
2085,48,305.815
2086,34,149.19
2087,37,153.796
2088,49,225.575
2089,5,31.13
2090,8,33.22
2092,18,77.269
2093,47,202.125
2094,8,36.13
2095,20,89.143
2096,27,130.34
2097,27,115.603
2099,61,302.73
2100,53,447.679
2101,46,212.797
2102,50,133.591
2103,33,231.68
2104,11,57.605
2105,7,28.51
2106,11,87.06
2107,39,173.876
2108,9,41.66
2109,0,0
2110,24,110.22
2111,39,180.761
2112,55,234.23
2113,53,402.228
2114,32,158.803
2115,29,120.955
2116,6,77.105
2117,36,156.695
2118,46,182.365
2119,31,147.95
2120,58,337.398
2121,45,182.045
2122,49,245.94
2123,0,0
2124,0,0
2125,60,267.055
2126,57,231.925
2127,6,179.83
2128,11,116.12
2130,5,37.95
2131,16,112.366
2132,17,89.279
2133,13,52.56
2134,11,60.492
2135,42,204.3
2136,12,51.6
2137,37,173.94
2138,18,88.71
2140,5,51.1
2141,53,247.245
2142,47,220.46
2143,25,148.67
2144,56,438.465
2145,189,1150.233
2146,48,215.165
2147,149,717.765
2148,178,969.325
2150,9,60.26
2151,28,123.625
2152,28,110.755
2153,219,1033.66
2154,115,511.249
2155,340,1545.33
2156,64,355.925
2157,21,203.805
2158,32,293.625
2159,23,159.535
2160,58,292.51
2161,85,621.335
2162,52,364.135
2163,15,89.11
2164,90,1007.48
2165,87,636.54
2166,105,625.2
2167,40,147.62
2168,121,540.015
2170,340,1936.08
2171,164,725.986
2172,25,107.897
2173,46,176.37
2174,24,97.015
2175,8,85.991
2176,159,690.946
2177,42,184.49
2178,19,139.02
2179,26,118.66
2190,93,569.96
2191,10,39.26
2192,19,114.155
2193,23,106.425
2194,16,94.05
2195,26,123.99
2196,54,258.125
2197,25,139.35
2198,19,83.795
2199,39,178.745
2200,93,602.15
2203,20,88.937
2204,45,356.655
2205,14,136.57
2206,35,147.795
2207,41,274.545
2208,25,94.651
2209,23,128.905
2210,73,417.225
2211,46,230.86
2212,42,220.418
2213,62,283.215
2214,30,401.43
2216,42,243.238
2217,29,152.627
2218,19,106.95
2219,37,197.77
2220,25,185.82
2221,30,204.266
2222,9,29.72
2223,58,311.226
2224,36,191.515
2225,13,66.955
2226,39,146.675
2227,31,139.72
2228,30,149.1
2229,81,551.006
2230,58,353.841
2231,20,90.255
2232,85,358.65
2233,116,697.191
2234,108,489.928
2250,281,1656.111
2251,151,612.976
2256,70,462.957
2257,117,529.149
2258,29,128.464
2259,459,2119.519
2260,71,306.34
2261,231,905.32
2262,161,789.375
2263,133,551.055
2264,83,302.604
2265,52,302.785
2267,12,87.635
2278,14,62.87
2280,111,457.46
2281,62,277.825
2282,58,277.405
2283,117,503.316
2284,48,195.748
2285,143,825.485
2286,26,137.95
2287,165,705.447
2289,57,252.134
2290,95,416.075
2291,46,180.95
2292,13,71.644
2293,5,52.87
2294,9,70.61
2295,18,62.56
2296,2,16.5
2297,4,30.16
2298,22,101.905
2299,26,133.535
2300,31,350.554
2302,2,59.975
2303,28,160.55
2304,54,556.585
2305,43,168.178
2306,3,9.25
2307,19,86.4
2308,0,0
2311,9,36.74
2312,21,102.715
2315,71,279.405
2316,33,140.39
2317,42,269.955
2318,72,389.044
2319,36,135.57
2320,204,1288.384
2321,91,431.535
2322,159,828.9
2323,114,498.613
2324,158,852.63
2325,166,951.545
2326,61,384.41
2327,32,139.2
2328,18,94.961
2329,17,140.63
2330,133,722.643
2333,91,655.395
2334,16,82.09
2335,37,179.794
2336,16,65.63
2337,59,422.115
2338,14,59.715
2339,8,37.39
2340,311,1967.405
2341,14,46.46
2342,7,37.9
2343,46,293.05
2344,10,30.07
2345,10,43.11
2346,33,102.55
2347,25,80.99
2350,154,926.67
2352,20,76.94
2353,20,68.53
2354,28,137.085
2355,7,33.3
2356,6,19.75
2357,36,190.56
2358,33,119.415
2359,10,33.86
2360,159,835.255
2361,27,160.21
2365,28,230.07
2369,37,145.59
2370,72,379.57
2371,21,96.85
2372,73,309.56
2379,6,25.5
2380,71,450.395
2381,48,176.435
2382,13,60.38
2386,3,7.06
2387,0,0
2388,37,207.97
2390,201,837.37
2395,26,97.525
2396,10,44
2397,3,22.82
2398,1,4.08
2399,12,62.7
2400,157,1001.88
2401,4,17.85
2402,39,176.69
2403,12,50.54
2404,23,99.665
2405,11,69.58
2406,9,46.86
2408,3,11.14
2409,8,59.74
2410,12,47.64
2411,5,16.53
2415,9,37.4
2420,26,147.54
2421,11,76.72
2422,59,246.66
2423,41,169.74
2424,4,11.54
2425,15,125.94
2426,7,29.57
2427,52,194.075
2428,193,762.65
2429,104,401.295
2430,341,1669.795
2431,35,112.54
2439,29,155.48
2440,163,844.515
2441,48,208.06
2443,111,324.2
2444,272,1462.23
2445,62,198.72
2446,105,551.635
2447,55,180.99
2448,69,207.355
2449,24,100.76
2450,359,1670.301
2452,91,472.77
2453,45,190.09
2454,73,285.54
2455,29,84.91
2456,110,364.913
2460,306,1554.7
2462,25,101.86
2463,85,387.515
2464,43,134.59
2465,0,0
2466,9,63.125
2469,40,134.725
2470,143,631.725
2471,29,122.92
2472,16,65.06
2473,13,51.06
2474,70,253.335
2475,6,20.62
2476,6,32.05
2477,104,421.875
2478,232,866.235
2479,52,329.88
2480,321,1595.632
2481,135,684.095
2482,87,370.093
2483,110,485.53
2484,215,1033.437
2485,79,326.545
2486,251,1302.68
2487,147,659.734
2488,23,96.61
2489,75,274.235
2490,2,10.75
2500,75,466.211
2502,39,137.23
2505,17,125.962
2506,23,75.3
2508,45,149.911
2515,65,250.961
2516,25,93.027
2517,40,164.043
2518,56,296.9
2519,54,243.044
2520,0,0
2525,45,253.715
2526,51,498.609
2527,92,465.037
2528,68,318.555
2529,103,443.668
2530,142,507.053
2533,51,233.648
2534,41,186.17
2535,50,177.954
2536,121,816.953
2537,102,411.005
2538,15,54.695
2539,90,369.63
2540,250,1059.408
2541,133,706.513
2545,22,93.895
2546,78,355.488
2548,77,311.74
2549,35,166.005
2550,184,802.355
2551,39,154.175
2552,0,0
2555,0,0
2556,6,32.005
2557,54,277.835
2558,56,213.905
2559,2,9
2560,315,1307.628
2563,0,0
2564,43,160.6
2565,88,847.915
2566,140,966.142
2567,221,1466.552
2568,10,45.095
2569,18,93.86
2570,209,1278.344
2571,90,752.58
2572,29,110.88
2573,19,73.435
2574,39,162.02
2575,76,394.397
2576,111,603.549
2577,122,669.311
2578,19,92.68
2579,51,230.68
2580,164,824.761
2581,23,85.99
2582,121,658.915
2583,32,120.29
2584,26,128.35
2585,2,11
2586,43,178.745
2587,30,221.355
2588,4,17.4
2590,63,303.74
2594,83,508.71
2600,16,172.2
2601,1,100
2602,104,476.631
2603,14,95.619
2604,22,91.53
2605,30,127.85
2606,13,181.696
2607,40,198.744
2609,8,197.28
2611,110,667.755
2612,22,99.415
2614,56,237.085
2615,117,495.3
2616,0,0
2617,61,317.72
2618,16,95.895
2619,46,193.19
2620,216,1789.88
2621,70,340.175
2622,38,143.315
2623,6,21.37
2624,0,0
2625,0,0
2626,0,0
2627,35,189.74
2628,25,168.7
2629,10,40.83
2630,94,599.24
2631,8,31.445
2632,19,65.42
2633,4,9.5
2640,284,1944.42
2641,103,676.135
2642,73,402.33
2643,37,403.71
2644,36,229.77
2645,8,75
2646,96,529.965
2647,32,239.92
2648,46,423.955
2649,0,0
2650,267,1717.275
2651,6,29.26
2652,49,213.75
2653,43,204.5
2655,32,209.65
2656,25,106.815
2658,31,197.1
2659,16,63.45
2660,27,139.4
2663,51,364.495
2665,43,246.86
2666,47,251.71
2668,13,43.5
2669,31,208.715
2671,55,208.55
2672,41,282.08
2675,18,141.535
2680,145,1966.235
2681,18,128.375
2700,96,517.57
2701,19,93.3
2702,9,38.73
2703,22,112.5
2705,130,770.935
2706,42,259.13
2707,11,55
2710,92,538.15
2711,38,350.44
2712,40,242.1
2713,46,338.395
2714,63,356.28
2715,22,131.68
2716,20,208.9
2717,18,89.35
2720,97,513.22
2721,4,13
2722,39,201.39
2725,9,33.305
2726,4,20.2
2727,10,43.9
2729,17,107.355
2730,12,70.7
2731,128,656.905
2732,28,173.975
2733,14,66.96
2734,5,50.6
2735,6,25.58
2736,9,39.3
2737,2,8
2738,14,102.64
2739,21,257.044
2745,168,927.623
2747,200,968.784
2748,12,114.41
2749,70,350.49
2750,143,1361.057
2751,3,10.58
2752,22,111.905
2753,92,598.51
2754,25,112.888
2756,168,1209.714
2757,3,15.68
2758,44,247.97
2759,119,578.77
2760,146,597.33
2761,170,832.735
2762,39,157.406
2763,125,506.685
2765,62,534.635
2766,59,643.18
2767,263,673.325
2768,124,498.955
2769,156,629.21
2770,165,802.26
2773,47,169.073
2774,116,455.274
2775,18,87.96
2776,48,199.271
2777,112,452.626
2778,31,127.453
2779,54,214.653
2780,83,333.796
2782,37,159.607
2783,18,96.593
2784,5,18.15
2785,24,81.486
2786,8,26.94
2787,27,124.67
2790,73,302.158
2791,2,8.08
2792,5,21
2793,15,46.395
2794,89,440.215
2795,252,1327.396
2797,14,65
2798,16,79.515
2799,35,253.578
2800,275,1889.265
2803,11,30
2804,37,160.035
2805,7,46.8
2806,12,57.59
2807,15,59.12
2808,0,0
2809,2,7.5
2810,51,181.245
2817,10,38.27
2818,12,61.9
2820,67,413.205
2821,56,471.21
2822,6,20
2823,35,133.44
2824,37,217.935
2825,28,142.755
2826,3,5.75
2827,29,194.925
2828,14,86.86
2829,38,186.044
2830,256,1499.16
2831,27,117.145
2832,43,258.19
2833,28,165.7
2834,27,125.325
2835,62,330.78
2836,14,75.57
2838,4,17.15
2839,21,151.045
2840,96,693.79
2842,24,98.52
2843,31,132.78
2844,17,80.36
2845,27,127.78
2846,5,16.59
2847,20,130.68
2848,11,40.3
2849,14,53.86
2850,162,833.64
2852,46,241.89
2864,38,188.695
2865,22,97.43
2866,30,136
2867,12,63.52
2868,14,66.29
2869,27,129.48
2870,89,519.305
2871,94,634.645
2873,5,42.74
2874,19,90.45
2875,15,75.8
2876,7,29.94
2877,60,522.27
2878,2,16.32
2879,6,44.28
2880,246,1442.625
2898,4,12.48
2899,0,0
2900,2,6.24
2901,0,0
2902,31,132.45
2903,30,167.48
2904,38,173.515
2905,71,338.005
2906,49,200.29
2911,29,134.58
2912,16,135.686
2913,102,515.225
2914,71,373.195
3000,7,173.345
3002,10,29.01
3003,9,50.47
3004,1,16.12
3006,1,18
3008,5,142.34
3011,56,462.675
3012,79,471.98
3013,53,221.25
3015,62,341.71
3016,49,211.943
3018,53,211.13
3019,21,212.42
3020,139,845.675
3021,188,723.733
3022,4,20.7
3023,351,1404.145
3024,170,592.67
3025,39,169.185
3026,10,317.04
3027,37,137.36
3028,124,441.395
3029,739,3046.86
3030,677,2755.48
3031,60,192.26
3032,75,338.64
3033,69,262.305
3034,44,226.68
3036,23,120.18
3037,302,1210.644
3038,119,590.195
3039,44,281.625
3040,87,433.188
3041,48,218.315
3042,69,481.614
3043,86,484.555
3044,92,320.55
3045,2,90
3046,141,506.85
3047,69,298.73
3048,90,470.18
3049,39,157.255
3051,19,106.79
3052,9,28.92
3053,10,97.185
3054,23,69.12
3055,73,257.36
3056,87,319.77
3057,48,162.865
3058,221,1017.85
3059,114,531.75
3060,46,210.2
3061,40,723.98
3062,1,5
3063,7,42.13
3064,483,2145.45
3065,19,81.08
3066,14,69.285
3067,13,57.16
3068,87,309.64
3070,95,402.06
3071,41,180.5
3072,74,411.18
3073,100,454.55
3074,99,816.275
3075,92,384.965
3076,181,837.445
3078,65,287.478
3079,57,269.376
3081,37,314.53
3082,144,532.405
3083,103,512.35
3084,122,444.61
3085,55,178.495
3087,33,112.815
3088,112,439.54
3089,54,235.375
3090,13,59.708
3091,20,115.585
3093,20,85.51
3094,47,149.085
3095,123,521.648
3096,13,40.18
3097,9,63.995
3099,34,125.195
3101,51,328.854
3102,18,79.47
3103,36,165.844
3104,50,243.3
3105,46,208.6
3106,68,329.6
3107,56,216.568
3108,47,192.04
3109,88,451.925
3111,49,235.03
3113,50,259.475
3114,27,130.31
3115,27,122.505
3116,62,264.248
3121,69,483.585
3122,35,164.713
3123,23,113.735
3124,67,292.335
3125,54,186.52
3126,25,103.37
3127,52,184.915
3128,55,297.221
3129,43,166.34
3130,114,426.425
3131,80,506.86
3132,43,176.975
3133,78,306.694
3134,115,585.495
3135,68,261.96
3136,175,710.63
3137,75,314.005
3138,118,426.655
3139,103,605.54
3140,96,495.815
3141,16,67.715
3142,22,139.475
3143,11,58.685
3144,19,76.32
3145,58,229.29
3146,62,352.136
3147,69,248.98
3148,26,100.815
3149,167,595.855
3150,254,1031.555
3151,30,111.19
3152,174,756.36
3153,107,736.105
3154,16,55.03
3155,87,449.465
3156,192,842.095
3158,33,124.77
3159,13,52.265
3160,49,178.585
3161,22,112.395
3162,53,238.65
3163,71,245.875
3164,2,101.64
3165,88,360.815
3166,72,343.585
3167,37,151.345
3168,39,247.11
3169,66,265.388
3170,91,486.42
3171,71,306.994
3172,100,515.88
3173,187,890.725
3174,128,461.7
3175,197,1623.103
3176,0,0
3177,34,129.14
3178,156,674.12
3179,23,140.95
3180,38,190.53
3181,23,107.38
3182,33,175.85
3183,29,75.51
3184,40,145.85
3185,29,128.07
3186,60,306.752
3187,56,253.8
3188,56,203.407
3189,34,239.47
3190,40,182.885
3191,31,127.965
3192,83,441.33
3193,78,341.905
3194,40,219.795
3195,202,1074.95
3196,119,429.57
3197,56,238.71
3198,90,542.365
3199,226,901.875
3200,14,49.45
3201,126,632.23
3202,16,80.07
3204,104,409.08
3205,12,61.01
3206,23,80.69
3207,33,308.636
3211,5,24.96
3212,100,403.15
3213,29,170.83
3214,98,345.355
3215,105,778.92
3216,276,1136.17
3217,60,213.15
3218,59,227.84
3219,100,468.005
3220,71,462.225
3221,6,46.71
3222,122,505.685
3223,87,370.76
3224,105,456.225
3225,69,240.68
3226,106,483.828
3227,68,334.622
3228,159,770.175
3230,34,138.465
3231,24,111.58
3232,9,40.51
3233,18,78.97
3234,2,8.1
3235,12,43.46
3236,3,11
3237,0,0
3238,1,5
3239,3,25
3240,19,113.6
3241,22,108.23
3242,8,72.7
3243,4,13
3249,14,52.04
3250,49,343.31
3251,7,38.5
3254,4,13
3260,24,93.615
3264,18,106.885
3265,15,57.58
3266,17,68.5
3267,0,0
3268,15,63.12
3269,6,53.66
3270,1,5
3271,0,0
3272,14,54.14
3273,2,6
3274,5,19
3275,5,26.03
3276,1,5
3277,11,64.44
3278,1,6
3279,6,22.25
3280,92,495.93
3281,12,58.5
3282,7,30.78
3283,10,43.7
3284,27,112.87
3285,8,22.885
3286,6,22.45
3287,2,7
3289,7,30.7
3292,2,4
3293,4,16.74
3294,5,14.58
3300,39,206.62
3301,4,21.1
3302,1,6.2
3303,5,20.5
3304,22,88.7
3305,68,253.01
3309,1,5
3310,3,10.5
3311,9,44
3312,1,4
3314,2,5.24
3315,9,28.7
3317,1,6.24
3318,10,42.6
3319,0,0
3321,14,58.6
3322,2,11
3323,0,0
3324,4,12
3325,11,41.5
3328,14,55.69
3329,1,5
3330,3,8.5
3331,56,245.31
3332,18,111.235
3333,6,45.75
3334,2,5
3335,62,346.53
3336,0,0
3337,280,1339.917
3338,173,617.01
3340,144,625.552
3341,15,66.76
3342,41,317.975
3345,14,63.27
3350,233,1179.415
3351,65,296.84
3352,122,615.735
3353,0,0
3354,0,0
3355,55,514.28
3356,76,339.09
3357,22,80.381
3358,0,0
3360,4,15.5
3361,7,28.5
3363,23,84.195
3364,34,159.3
3370,17,72.3
3371,11,41.5
3373,23,88.68
3374,3,12.06
3375,1,3.5
3377,39,150.22
3378,0,0
3379,6,16.1
3380,30,139.86
3381,6,31.98
3384,2,8
3385,6,18.575
3387,5,20.62
3388,4,15.16
3390,10,36
3391,0,0
3392,15,82.13
3393,32,141.6
3395,12,43.06
3396,14,56.48
3400,72,494.13
3401,30,140.49
3402,3,13
3407,0,0
3409,9,41.5
3412,1,5
3413,1,5
3414,23,80.58
3415,0,0
3418,26,164.4
3419,15,59.02
3420,0,0
3423,15,54
3424,8,33.62
3427,40,171
3428,3,14.42
3429,168,747.98
3430,4,29.38
3431,37,155.94
3432,3,18.2
3433,4,24.2
3434,31,125.17
3435,25,107.355
3437,86,446.419
3438,11,47.72
3440,13,55.16
3441,7,41.2
3442,69,472.865
3444,110,705.375
3446,11,40.38
3447,8,29.32
3448,14,55.015
3450,111,422.29
3451,65,239.01
3453,33,128.56
3458,22,88.636
3460,23,134.355
3461,50,175.07
3462,24,86.26
3463,37,129.07
3464,14,154.84
3465,80,427.585
3467,19,75.22
3468,11,39
3469,5,18.46
3472,17,60.295
3475,2,7
3477,7,26
3478,36,163.78
3480,10,51.14
3482,1,5
3483,7,64.44
3485,1,9
3487,2,4
3488,0,0
3489,0,0
3490,5,17.5
3491,1,5
3494,5,25.14
3496,41,236.47
3498,33,210.34
3500,177,1425.497
3501,12,71.72
3502,6,139.88
3505,33,410.87
3506,1,2
3507,1,5
3509,1,4
3512,7,34.18
3515,28,155.61
3516,7,28.2
3517,18,69.86
3518,22,76.29
3520,5,14.5
3521,15,66.38
3522,11,55.14
3523,29,104.89
3525,13,53.45
3527,6,24.1
3529,1,3.12
3530,0,0
3531,2,4
3533,13,57.87
3537,7,27.2
3540,6,22.14
3542,0,0
3544,4,33.26
3546,3,12.45
3549,15,258.74
3550,198,1280.788
3551,259,1305.402
3552,1,2.25
3554,0,0
3555,133,778.559
3556,74,358
3557,12,76.46
3558,10,76.7
3559,5,24.5
3561,39,182.557
3562,3,11.25
3563,5,23
3564,168,1001.385
3565,0,0
3566,5,33.24
3567,2,12
3568,26,250.36
3570,10,44.21
3571,2,13.232
3572,0,0
3573,5,18.14
3575,6,24
3576,0,0
3579,57,326.24
3580,15,52.38
3581,2,7
3583,2,7.75
3584,6,43.7
3585,83,639.995
3586,6,38.5
3588,9,44
3589,3,28.46
3590,1,3
3591,0,0
3594,4,18.5
3595,12,41.82
3596,1,3
3597,6,47.36
3599,2,6
3607,4,16.5
3608,39,169.065
3610,23,102.5
3612,29,129.966
3614,8,43.4
3616,37,188.61
3617,3,13
3618,14,55.475
3619,8,34
3620,75,735.46
3621,31,164.395
3622,8,51.58
3623,12,52.49
3624,12,56
3629,57,396.69
3630,178,1135.94
3631,77,398.905
3632,5,196.425
3633,6,43.5
3634,21,93.597
3635,8,32.5
3636,42,262.6
3637,3,11
3638,30,207.56
3639,8,34.77
3640,14,188.1
3641,12,162.1
3643,1,5
3644,86,560.04
3646,12,52.55
3647,0,0
3649,3,10.75
3658,64,244.73
3659,11,48.77
3660,75,293.63
3661,6,19
3662,1,2
3663,9,38.12
3664,26,116.37
3665,11,41.2
3666,52,243.88
3669,21,105.56
3670,21,86.44
3671,2,9
3672,75,331.295
3673,22,90.06
3675,21,86.82
3676,2,5.5
3677,92,498.44
3678,66,313.935
3682,11,35.42
3683,24,86.41
3685,33,138.61
3687,6,28.5
3688,11,46.56
3689,3,12.82
3690,225,1205.66
3691,117,512.755
3694,0,0
3695,6,24.5
3697,4,20.92
3698,7,28.2
3699,9,46.04
3700,12,57.48
3701,7,32.73
3704,2,6.5
3705,13,65.5
3707,56,297.98
3708,0,0
3709,2,6.5
3711,4,24.1
3712,2,6
3713,9,35.31
3714,31,219.43
3715,5,18
3717,34,137.28
3718,1,16
3719,9,46.07
3720,6,24.5
3722,48,242.89
3723,42,202.27
3724,3,14.66
3725,8,32.02
3726,5,17.5
3727,3,11
3728,4,14.2
3730,79,441.98
3732,5,28.5
3733,0,0
3735,7,43.5
3736,1,3
3737,32,235.085
3738,0,0
3739,3,17.185
3740,14,63.02
3741,32,210.615
3744,10,42.225
3746,1,4.5
3747,40,191.2
3749,22,177.65
3750,127,510.195
3751,0,0
3752,130,570.66
3753,30,121.49
3754,282,1111.525
3755,1,4.5
3756,89,334.28
3757,65,277.835
3758,15,62.575
3759,8,61.38
3760,3,11.41
3761,12,51.92
3762,1,4.5
3763,19,79.44
3764,49,213.63
3765,34,132.55
3766,6,21
3767,3,12.64
3770,21,147.85
3775,41,281.655
3777,79,308.62
3778,3,14.42
3779,5,32.82
3781,17,56
3782,42,194.87
3783,26,112.28
3786,3,12.59
3787,5,17.46
3788,2,8.66
3789,0,0
3791,4,29.81
3792,1,4.24
3793,23,132.355
3795,12,62.075
3796,39,162.46
3797,30,138.625
3799,33,131.305
3802,130,493.74
3803,77,713.15
3804,72,512.763
3805,382,1450.735
3806,298,1234.925
3807,39,178.915
3808,22,111.24
3809,60,209.34
3810,368,1562.2
3812,16,148.24
3813,4,15
3814,18,99.86
3815,31,145.275
3816,27,109.1
3818,106,501.92
3820,105,650.53
3821,20,80.64
3822,4,16.03
3823,16,70.22
3824,35,235.853
3825,123,639.275
3831,20,88.19
3832,1,4.59
3833,5,15.71
3835,6,40.5
3840,99,491.635
3842,25,107.38
3844,138,837.14
3847,13,77.66
3850,78,834.71
3851,49,222.185
3852,0,0
3853,2,9.69
3854,14,55.77
3856,11,49.31
3857,3,11.59
3858,13,57.02
3859,12,190.14
3860,62,257.75
3862,41,192.84
3864,5,19.59
3865,4,52.09
3869,16,65.47
3870,13,56.45
3871,20,92.905
3873,9,62.39
3874,7,34.02
3875,162,787.4
3878,6,23
3880,34,150.65
3882,18,87.49
3885,36,177.035
3886,2,8
3887,2,30.5
3888,40,139.86
3889,0,0
3890,4,12.79
3891,1,0.5
3892,3,9.57
3893,2,16.32
3895,4,12
3896,2,7.59
3898,4,47.66
3900,2,6.5
3902,5,25.09
3903,6,31.5
3904,25,107.275
3909,96,414.03
3910,128,541.865
3911,25,232.06
3912,95,541.45
3913,17,79.13
3915,65,272.48
3916,13,61.15
3918,31,132.77
3919,32,111.19
3921,2,6.87
3922,74,332.49
3923,8,35.67
3925,36,251.165
3926,30,192.32
3927,21,79.57
3928,6,36.6
3929,21,98.545
3930,105,494.178
3931,127,494.455
3933,6,47.64
3934,117,460.74
3936,84,354.855
3937,13,108.18
3938,28,106.47
3939,114,583.435
3940,19,117.27
3941,96,373.505
3942,28,116.517
3943,21,112.765
3944,7,42.87
3945,12,43.39
3946,1,4
3950,45,202.935
3951,5,32.25
3953,43,221.53
3954,2,9.09
3956,46,176.655
3957,2,12
3958,0,0
3959,21,82.02
3960,39,191.81
3962,12,48.425
3964,2,9
3965,3,13.09
3966,6,23.5
3967,2,6.59
3971,36,135.81
3975,147,645.35
3976,153,526.675
3977,838,3221.853
3978,138,497.683
3979,6,27.59
3980,38,188.93
3981,32,128.17
3984,87,328.413
3987,9,52.5
3988,12,49.73
3990,5,18.5
3991,11,44.88
3992,9,49.04
3995,95,442.3
3996,50,198.6
4000,23,273.76
4001,0,0
4002,0,0
4004,1,1.5
4005,33,265.01
4006,21,256.544
4007,34,231.7
4008,1,3.5
4009,3,121.22
4010,12,62.78
4011,73,393.01
4012,106,464.46
4013,24,147.06
4014,112,524.36
4017,300,1277.773
4018,114,459.5
4019,145,685.065
4020,201,960.709
4021,88,386.725
4022,94,338.78
4025,9,23.8
4030,82,438.48
4031,69,365.325
4032,72,308.27
4034,376,1826.41
4035,287,1378.495
4036,66,288.71
4037,78,393.918
4051,152,781.75
4053,303,1381.572
4054,112,495.4
4055,211,957.025
4059,52,239.275
4060,75,354.865
4061,129,618.69
4062,0,0
4063,0,0
4064,44,213.96
4065,50,240.23
4066,51,303.295
4067,29,112.655
4068,89,419.06
4069,333,1640.595
4070,129,615.779
4073,94,446.14
4074,229,1130.975
4075,165,754.505
4076,49,440.29
4077,213,987.025
4078,226,1117.8
4101,66,399.5
4102,49,324.565
4103,95,370.595
4104,30,121.24
4105,88,382.395
4106,10,51.87
4107,45,214.85
4108,62,448.05
4109,290,1460.265
4110,101,787.54
4111,7,31.98
4112,91,430.865
4113,177,909.145
4114,161,924.085
4115,204,1055.515
4116,230,1109.075
4117,18,75.84
4118,280,1417.365
4119,73,345.34
4120,39,172.765
4121,182,865.775
4122,305,1475.16
4123,232,1075.21
4124,229,1115.825
4125,72,349.42
4127,226,1047.831
4128,149,695.885
4129,68,346.565
4130,112,565.37
4131,98,452.285
4132,192,903.095
4133,146,625.665
4151,63,299.07
4152,332,1522.253
4153,24,131.43
4154,124,590.648
4155,17,90.55
4156,39,196.33
4157,216,1040.677
4158,33,140.06
4159,190,721.79
4160,208,924.795
4161,156,672.315
4163,165,724.725
4164,186,871.017
4165,483,2129.71
4169,33,194.66
4170,133,659.55
4171,121,635.27
4172,44,315.535
4173,82,372.67
4174,30,186.28
4178,184,913.86
4179,160,662.118
4183,27,88.275
4184,107,411.77
4205,38,135.875
4207,529,2905.78
4208,202,1046.34
4209,442,2295.894
4210,228,1101.595
4211,610,3188.282
4212,339,1660.48
4213,332,1635.57
4214,341,1736.896
4215,175,951.99
4216,279,1358.7
4217,172,882.599
4218,190,997.805
4219,2,16
4220,231,1463.39
4221,182,799.529
4223,147,669.1
4224,35,278.68
4225,16,71.98
4226,285,1436.79
4227,169,818.21
4228,38,187.99
4230,1,6
4237,0,0
4270,57,261.88
4271,29,144.9
4272,66,330.755
4275,31,201.05
4276,0,0
4280,243,1229.181
4285,233,1229.79
4287,8,39.56
4300,520,2291.392
4301,189,814.34
4303,11,43.62
4304,125,469.27
4305,458,2078.625
4306,428,2043.48
4307,19,105.28
4309,42,244.68
4310,63,339.68
4311,147,673.925
4312,58,265
4313,25,102.4
4314,0,0
4340,38,180.49
