Postcode,Installation,Output
2067,95,712.005
2068,171,1317.6
2069,126,1134.48
2070,129,1161.395
2071,132,1219.12
2072,44,386.755
2073,134,1072.69
2074,212,1942.185
2075,244,2096.08
2076,194,1544.5
2077,242,1939
2079,93,665.615
2080,24,393.675
2081,73,516.27
2082,78,579.54
2083,31,282.81
2084,43,535.225
2085,140,1111.53
2086,166,1391.195
2087,149,1094.635
2088,158,1576.095
2089,24,275.59
2090,25,270.89
2092,82,857.78
2093,197,1549.98
2094,36,262.46
2095,58,477.915
2096,111,790.98
2097,143,1083.885
2099,237,1888.635
2100,216,2064.495
2101,129,1048.66
2102,96,800.55
2103,98,1121.295
2104,34,325.175
2105,12,92.435
2106,65,528.885
2107,125,1014.365
2108,21,167.31
2109,0,0
2110,65,557.34
2111,102,931.923
2112,268,2160.69
2113,148,1760.505
2114,152,1275.62
2115,92,690.44
2116,42,553.645
2117,154,1280.4
2118,235,1935.705
2119,107,804.9
2120,250,2191.705
2121,254,1942.27
2122,223,1827.63
2123,0,0
2124,0,0
2125,269,2212.925
2126,316,2365.375
2127,21,245.55
2128,17,496.31
2130,28,186.915
2131,81,714.845
2132,58,448.9
2133,60,434.7
2134,44,566.69
2135,152,1439.615
2136,52,589.285
2137,145,1185.299
2138,71,537.57
2140,36,645.785
2141,184,1761.83
2142,109,1221.585
2143,56,476.075
2144,199,1875.53
2145,810,6982.079
2146,223,1601.625
2147,487,4053.725
2148,781,7415.028
2150,49,636.95
2151,155,1509.455
2152,79,643.605
2153,875,7153.634
2154,609,4981.69
2155,1788,14477.292
2156,212,2537.055
2157,69,898.75
2158,133,1468.74
2159,57,570.81
2160,238,1891.47
2161,217,1818.205
2162,165,1589.845
2163,57,902.355
2164,257,3997.785
2165,281,2564.895
2166,372,3141.79
2167,169,1266.075
2168,536,3950.395
2170,1217,12075.859
2171,644,5039.57
2172,74,612
2173,241,1673.68
2174,396,3270.68
2175,38,725.085
2176,592,4958.895
2177,214,1685.92
2178,65,985.94
2179,574,4334.825
2190,172,2059.115
2191,29,235.52
2192,29,252.76
2193,92,673.22
2194,41,474.53
2195,64,497.03
2196,184,1521.025
2197,75,744.195
2198,74,646.525
2199,129,1015.93
2200,225,2449.545
2203,51,424.4
2204,133,1270.015
2205,59,627.41
2206,118,868.56
2207,152,1238.885
2208,98,1105.485
2209,110,794.36
2210,229,2142.64
2211,178,1696.92
2212,168,1806.56
2213,244,1979.345
2214,66,732.2
2216,93,851.645
2217,95,829.34
2218,68,531.19
2219,65,622.965
2220,152,1313.034
2221,131,1218.915
2222,55,525.795
2223,172,1382.364
2224,131,1176.04
2225,73,568.865
2226,137,993.413
2227,122,876.74
2228,162,1281.345
2229,249,2379.805
2230,226,1850.898
2231,38,389.99
2232,291,2215.85
2233,329,2500.475
2234,509,4275.36
2250,811,7582.085
2251,488,3879.99
2256,200,1438.54
2257,348,2620.555
2258,74,664.575
2259,1134,9135.77
2260,360,2842.705
2261,708,5534.965
2262,351,2587.77
2263,346,3021.815
2264,290,2253.085
2265,158,1243.525
2267,58,477.68
2278,55,448.64
2280,460,3640.645
2281,319,2411.165
2282,274,2271.525
2283,429,3199.285
2284,248,1873.775
2285,624,4994.32
2286,93,670.365
2287,677,5172.95
2289,285,2370.41
2290,481,3867.781
2291,171,1299.19
2292,30,300.34
2293,46,270.84
2294,15,235.525
2295,171,1145.07
2296,19,211.045
2297,29,191.65
2298,96,661.43
2299,119,1036.285
2300,78,715.46
2302,2,49.5
2303,123,975.99
2304,167,1428.085
2305,189,1406.13
2306,12,74.765
2307,36,241.19
2308,1,87.295
2311,16,126.09
2312,36,256.53
2315,278,1931.245
2316,166,1374.05
2317,107,840.75
2318,384,3097.555
2319,140,922.94
2320,887,7904.89
2321,496,4146.615
2322,563,5355.535
2323,396,3115.335
2324,556,4370.49
2325,531,4292.99
2326,164,1201.015
2327,140,1046.295
2328,52,528.725
2329,36,291.635
2330,446,4100.69
2333,250,2044.16
2334,85,703.335
2335,215,2098.39
2336,48,395.21
2337,111,1013.6
2338,31,232.775
2339,13,75.05
2340,1078,7725.505
2341,40,273.445
2342,8,141.505
2343,61,440.7
2344,14,91.01
2345,18,132.58
2346,44,301.485
2347,44,305.92
2350,639,4019.25
2352,50,324.89
2353,28,175.775
2354,33,200.52
2355,7,52.29
2356,2,10.725
2357,98,778.73
2358,77,683.515
2359,13,98.175
2360,292,2112.055
2361,11,71.515
2365,71,543.86
2369,12,66.33
2370,118,961.685
2371,36,260.28
2372,82,487.39
2379,8,64.91
2380,228,1825.105
2381,26,344.85
2382,28,161.765
2386,9,51.84
2387,0,0
2388,40,362.025
2390,121,1000.72
2395,11,91.93
2396,23,110.48
2397,8,106.79
2398,2,13.2
2399,11,74.94
2400,120,1182.755
2401,5,50.965
2402,34,240.59
2403,16,159.97
2404,40,295.565
2405,8,47.02
2406,8,133.305
2408,12,160.14
2409,23,111.435
2410,4,37.64
2411,0,0
2415,7,135.45
2420,89,661.55
2421,50,592.32
2422,131,939.075
2423,69,534.965
2424,11,80.22
2425,71,750.69
2426,10,70.34
2427,121,780.945
2428,410,2758.935
2429,214,1657.035
2430,784,5662.39
2431,143,911.73
2439,159,1042.45
2440,570,4082.935
2441,116,791.64
2443,202,1339.215
2444,1290,9014.725
2445,243,1744.445
2446,417,3041.54
2447,216,1395.165
2448,195,1279.12
2449,61,355.675
2450,1057,8055.155
2452,427,2649.685
2453,58,383.135
2454,176,1166.615
2455,82,519.515
2456,430,2764.1
2460,709,5220.65
2462,63,429.68
2463,303,2301.995
2464,207,1342.745
2465,11,171.39
2466,73,575.76
2469,103,693.6
2470,467,3256.825
2471,59,412.39
2472,51,348.585
2473,75,497.445
2474,192,1468.11
2475,8,85.235
2476,8,90
2477,358,2632.91
2478,852,6038.22
2479,147,1209.235
2480,1306,9920.09
2481,338,3021.345
2482,182,1481.585
2483,323,2331.71
2484,424,3533.73
2485,265,1878.585
2486,936,6911.015
2487,424,3514.85
2488,76,557.16
2489,240,1753.04
2490,21,158.345
2500,265,2195.02
2502,153,1111.36
2505,75,524.82
2506,98,699.31
2508,131,1035.55
2515,171,1149.11
2516,106,979.073
2517,212,1463.635
2518,245,1780.935
2519,217,1762.445
2520,0,0
2525,235,1687.695
2526,281,2574.875
2527,623,4802.535
2528,275,1979.66
2529,526,3798.27
2530,839,6069.154
2533,374,3051.405
2534,108,867.56
2535,209,1642.665
2536,365,2545.59
2537,288,1970.6
2538,77,533.445
2539,615,4322.885
2540,1040,7753.075
2541,433,3646.205
2545,22,136.66
2546,163,1235.265
2548,134,856.09
2549,79,573.615
2550,379,2602.53
2551,73,385.2
2552,0,0
2555,0,0
2556,14,217.355
2557,518,4039.035
2558,188,1297.75
2559,49,353.34
2560,1306,10103.76
2563,0,0
2564,222,1494.425
2565,924,7245.88
2566,563,4818.389
2567,783,6998.32
2568,14,113.915
2569,27,243.83
2570,1351,11249.055
2571,293,2783.31
2572,81,713.12
2573,88,749.055
2574,113,1105.165
2575,355,2920.325
2576,230,1967.195
2577,380,3494.095
2578,65,436.55
2579,86,698.19
2580,422,3399.35
2581,51,400.67
2582,285,2559.865
2583,60,403.315
2584,20,157.25
2585,0,0
2586,59,459.735
2587,93,833.405
2588,6,40.56
2590,187,1203.725
2594,230,2032.62
2600,99,1156.975
2601,6,402.815
2602,323,2420.24
2603,92,1148.543
2604,51,484.225
2605,103,856.67
2606,75,759.05
2607,163,1437.28
2609,22,956.31
2611,542,4403.295
2612,93,1038.615
2614,257,1932.745
2615,808,5536.45
2616,0,0
2617,366,2868.965
2618,26,282
2619,169,1486.025
2620,736,6892
2621,132,1093.265
2622,86,683.037
2623,6,41.43
2624,1,9.9
2625,0,0
2626,18,111.87
2627,120,1045.515
2628,43,291.82
2629,14,116.46
2630,115,891
2631,5,32.7
2632,33,261.01
2633,8,71.78
2640,874,6558.535
2641,282,2299.1
2642,128,931.4
2643,65,425.87
2644,49,410.24
2645,7,49.62
2646,156,997.97
2647,63,500
2648,32,246.5
2649,2,15.84
2650,1277,8192.72
2651,41,270.52
2652,74,546.95
2653,44,418.265
2655,36,237.625
2656,26,167.63
2658,44,259.545
2659,12,86.616
2660,40,473.29
2663,114,570.91
2665,24,187.495
2666,141,1093.73
2668,4,21.78
2669,28,228.36
2671,96,581.32
2672,29,366.36
2675,31,880.575
2678,1,39.6
2680,518,5212.175
2681,31,318.645
2700,143,1083.285
2701,67,365.725
2702,6,25.23
2703,10,54.685
2705,194,1674.19
2706,21,134.36
2707,17,284.9
2710,278,2303.12
2711,63,489.275
2712,17,154.725
2713,49,503.67
2714,71,655.36
2715,3,19.88
2716,24,207.3
2717,9,53.58
2720,133,987.64
2721,3,26.4
2722,67,477.86
2725,11,86.575
2726,14,111.12
2727,3,30.3
2729,43,365.355
2730,36,226.125
2731,157,1128.465
2732,32,373.405
2733,18,110.45
2734,7,171.85
2735,1,6.6
2736,1,7.2
2737,18,221.795
2738,65,884.96
2739,21,332.54
2745,621,5321.338
2747,1107,8695.664
2748,31,633.3
2749,284,2284.945
2750,517,4492.227
2751,0,0
2752,129,1063.125
2753,231,2469.635
2754,166,1287.64
2756,517,5532.57
2757,12,170.78
2758,150,1476.885
2759,497,4238.175
2760,469,3745.475
2761,710,5772.06
2762,814,6233.065
2763,547,3960.815
2765,1908,15234.591
2766,248,2302.39
2767,378,2737.19
2768,641,4878.84
2769,602,4909.25
2770,584,4660.735
2773,91,719.25
2774,178,1370.19
2775,24,143.09
2776,66,497.565
2777,238,1975.89
2778,46,287.995
2779,55,407.93
2780,191,1450.61
2782,115,813.395
2783,34,258.605
2784,18,117.83
2785,73,543.445
2786,18,113.3
2787,73,444.99
2790,249,2205.095
2791,2,14.09
2792,5,107.39
2793,20,138.355
2794,369,2197.795
2795,762,5621
2797,5,44.775
2798,50,396.23
2799,59,479.555
2800,942,7776.78
2803,4,27.72
2804,93,727.795
2805,5,62.555
2806,13,157.975
2807,10,64.77
2808,5,34.97
2809,7,45.18
2810,101,671.675
2817,1,6.65
2818,7,49.8
2820,80,600.245
2821,108,789.37
2822,4,30.16
2823,50,386.275
2824,28,203.085
2825,34,361.69
2826,3,35.16
2827,117,819.235
2828,25,205.49
2829,36,289.17
2830,859,7530.49
2831,37,260.705
2832,14,221.215
2833,25,115.64
2834,52,310.735
2835,73,665.01
2836,5,61.21
2838,0,0
2839,76,417.305
2840,121,549.985
2842,7,62.64
2843,27,179.02
2844,42,269.72
2845,22,150.62
2846,5,28.95
2847,30,200.24
2848,30,204.175
2849,37,326.3
2850,373,3289.69
2852,95,800.935
2864,11,187.63
2865,17,132.075
2866,48,435.845
2867,7,50.68
2868,12,90.615
2869,28,253.54
2870,423,2316.605
2871,311,2051.625
2873,10,82.12
2874,8,51.205
2875,14,112.52
2876,6,36
2877,76,786.37
2878,10,28.05
2879,34,165.74
2880,535,4251.22
2898,0,0
2899,1,3.685
2900,31,368.62
2901,0,0
2902,216,1697.685
2903,127,1097.61
2904,199,1635.1
2905,417,3120.325
2906,262,2221.75
2911,84,912.68
2912,65,618.295
2913,539,4056.795
2914,567,4650.01
3000,8,252.24
3002,8,122.165
3003,11,210.42
3004,3,89.21
3006,7,336.345
3008,3,71.655
3011,89,750.735
3012,141,1289.23
3013,85,664.295
3015,116,790.72
3016,84,623.94
3018,91,1021.78
3019,53,313.72
3020,266,2549.555
3021,416,2626.995
3022,15,85.27
3023,766,5894.765
3024,757,5141.73
3025,91,1113.515
3026,136,2846.52
3027,149,976.94
3028,203,1349.235
3029,2488,18399.79
3030,1805,12787.32
3031,54,463.24
3032,127,803.125
3033,91,867.75
3034,56,420.915
3036,44,317.445
3037,519,3672.845
3038,213,1577.335
3039,64,413.135
3040,122,895.54
3041,63,579.815
3042,88,657.23
3043,123,1333.985
3044,187,1142.26
3045,3,298.54
3046,169,1256.605
3047,178,1424.885
3048,224,1739.17
3049,84,725.495
3051,9,89.535
3052,11,294.27
3053,14,132.758
3054,35,301.225
3055,55,336.42
3056,109,797.615
3057,59,343.895
3058,244,1858.915
3059,320,2563.69
3060,72,520.2
3061,84,1985.18
3062,7,246.52
3063,7,93.4
3064,2537,17917.69
3065,23,131.485
3066,17,154.685
3067,26,201.56
3068,86,647.45
3070,174,896.915
3071,107,789.08
3072,180,1452.71
3073,271,2076.54
3074,183,1904.125
3075,212,1481.685
3076,444,3550.325
3078,74,576.36
3079,112,885.88
3081,137,634.505
3082,248,1662.98
3083,251,1718.39
3084,166,1161.08
3085,83,609.92
3087,66,482.925
3088,209,1483.975
3089,136,967.635
3090,21,227.83
3091,14,154.02
3093,41,363.3
3094,74,419.215
3095,256,1787.615
3096,17,118.945
3097,19,173.54
3099,65,476.31
3101,112,821.835
3102,44,280.005
3103,86,676.175
3104,131,1089.86
3105,78,549.33
3106,175,1280.37
3107,97,671.88
3108,218,1399.13
3109,241,1696.84
3111,129,954.25
3113,93,707.62
3114,37,277.165
3115,26,266.1
3116,102,713.09
3121,84,699.93
3122,69,582.89
3123,60,458.825
3124,116,932.775
3125,96,649.79
3126,48,518.635
3127,96,618.295
3128,106,798.045
3129,112,711.85
3130,256,1855.445
3131,206,1708.01
3132,146,931.555
3133,246,1677.84
3134,265,2033.655
3135,152,1031.347
3136,385,2751.94
3137,142,1226.97
3138,192,1210.445
3139,159,1532.765
3140,137,984.305
3141,28,234.48
3142,34,374.13
3143,23,198.05
3144,60,459.705
3145,103,646.215
3146,144,1059.532
3147,116,895.27
3148,61,367.035
3149,323,2250.52
3150,662,4612.01
3151,120,963.945
3152,456,3094.14
3153,199,2260.795
3154,39,263.415
3155,205,1609.58
3156,386,2768.15
3158,59,369.19
3159,24,155.755
3160,80,552.345
3161,68,698.605
3162,75,529.41
3163,127,874.06
3164,0,0
3165,180,1141.735
3166,131,1026.075
3167,88,721.54
3168,93,1412.655
3169,179,1357.745
3170,222,2053.7
3171,174,1436.11
3172,242,1778.6
3173,494,3762.54
3174,381,2608.595
3175,490,6807.401
3176,0,0
3177,105,683.225
3178,448,3104.01
3179,65,413.35
3180,106,816.955
3181,44,281.985
3182,39,225.19
3183,45,279.23
3184,41,199.24
3185,58,357.62
3186,132,1149.13
3187,102,901.68
3188,110,684.685
3189,75,846.32
3190,59,432.695
3191,78,516.63
3192,141,1166.63
3193,152,1060.635
3194,88,739.525
3195,317,3227.83
3196,208,1320.25
3197,106,771.9
3198,104,692.635
3199,439,3381.405
3200,33,200.205
3201,260,2610.4
3202,22,282.35
3204,225,1610.98
3205,43,256.97
3206,37,200.55
3207,46,678.235
3211,16,207.07
3212,233,1556.65
3213,67,493.58
3214,240,1200.545
3215,170,1250.3
3216,566,3596.495
3217,299,2041.505
3218,119,901.83
3219,166,1243.17
3220,144,1600.555
3221,11,138.615
3222,288,2113.445
3223,185,1226.45
3224,164,1252.05
3225,98,887.36
3226,297,1691.685
3227,103,799.615
3228,420,2921.491
3230,70,579.425
3231,43,278.935
3232,15,96.525
3233,73,517.565
3234,11,57.25
3235,10,52.29
3236,6,30.99
3237,5,55.79
3238,6,34.235
3239,5,32.1
3240,41,299.635
3241,47,358.685
3242,27,229.9
3243,2,9.42
3249,26,301.075
3250,81,725.855
3251,2,13.26
3254,5,34.6
3260,25,353.305
3264,24,306.595
3265,41,613.93
3266,26,229.33
3267,2,16.84
3268,18,339.33
3269,5,29.14
3270,2,10.89
3271,4,42.9
3272,32,333.475
3273,1,5.94
3274,4,28
3275,5,33.285
3276,7,76.2
3277,21,418.61
3278,2,13.115
3279,1,13.23
3280,277,2118.195
3281,21,170.125
3282,37,260.925
3283,15,160.55
3284,52,394.61
3285,18,164.1
3286,4,42.305
3287,4,43.68
3289,10,52.705
3292,5,32.19
3293,7,39.64
3294,11,90.08
3300,112,833.96
3301,12,82.71
3302,2,11.88
3303,4,23.71
3304,55,461.98
3305,226,1614.055
3309,3,27.99
3310,6,32.92
3311,22,131.78
3312,13,99.505
3314,7,69.57
3315,22,125.62
3317,3,19.16
3318,17,149.275
3319,5,30.16
3321,23,157.08
3322,1,5.2
3323,0,0
3324,12,113.96
3325,2,20.61
3328,34,247.135
3329,6,34.48
3330,1,5.92
3331,117,907.85
3332,15,103.21
3333,8,145.435
3334,6,46.79
3335,274,1855.11
3336,434,2901.495
3337,473,3528.585
3338,741,4963.685
3340,338,2574.65
3341,24,190.355
3342,56,617.695
3345,25,166.685
3350,730,5345.865
3351,141,1025.525
3352,308,2472.34
3353,0,0
3354,0,0
3355,124,1315.85
3356,211,1633.475
3357,52,364.44
3358,46,289.135
3360,11,71.4
3361,6,63.1
3363,70,602.735
3364,41,390.795
3370,50,293.055
3371,19,105.395
3373,47,335.765
3374,6,93.94
3375,1,6.6
3377,129,1119.18
3378,1,20.16
3379,16,118.43
3380,64,440.83
3381,17,134.09
3384,4,25.08
3385,16,127.245
3387,1,5.28
3388,7,65.14
3390,22,206.775
3391,2,13
3392,6,34.72
3393,45,333.455
3395,8,61.995
3396,8,66.525
3400,201,1786.72
3401,78,766.875
3402,0,0
3407,3,19.76
3409,10,63.53
3412,1,10.56
3413,3,27.68
3414,18,109.91
3415,0,0
3418,35,239.45
3419,6,33.91
3420,6,45.54
3423,2,13.2
3424,13,110.79
3427,116,773.935
3428,9,87.32
3429,457,3632.98
3430,4,40.6
3431,68,530.94
3432,2,21.03
3433,7,71.97
3434,76,620.46
3435,54,389.14
3437,168,1271.505
3438,31,257.745
3440,19,138.39
3441,15,110.205
3442,197,1287.98
3444,168,1337.005
3446,25,152.575
3447,15,93.955
3448,26,180.06
3450,119,690.1
3451,111,662.085
3453,37,247.13
3458,39,259.76
3460,59,450.725
3461,102,724.8
3462,29,157.745
3463,56,360.805
3464,15,97.4
3465,125,1068.75
3467,25,185.655
3468,5,28.37
3469,8,70.01
3472,30,190.33
3475,5,39.19
3477,12,79.165
3478,36,269.76
3480,34,306.23
3482,6,131.715
3483,19,141.825
3485,5,34.995
3487,1,13.2
3488,0,0
3489,1,9.9
3490,10,145.28
3491,1,19.8
3494,29,555.405
3496,130,1332.58
3498,135,1202.06
3500,642,5668
3501,71,926.72
3502,0,0
3505,114,1166.815
3506,0,0
3507,2,13.2
3509,1,6.6
3512,10,79.615
3515,42,297.13
3516,11,66.515
3517,31,242.56
3518,25,166.845
3520,2,10.56
3521,10,88.49
3522,7,45.505
3523,73,597.2
3525,13,95.8
3527,9,52.285
3529,2,13.2
3530,3,18.16
3531,1,6.3
3533,13,169.855
3537,7,39.26
3540,4,20.71
3542,4,20.85
3544,6,42.96
3546,3,35.04
3549,105,2388.82
3550,546,4042.805
3551,753,5527.435
3552,0,0
3554,0,0
3555,286,2384.37
3556,248,1558.925
3557,9,56.285
3558,11,90.75
3559,8,53.91
3561,91,1070.195
3562,9,64.65
3563,14,103.37
3564,360,2935.585
3565,1,7.77
3566,10,109.14
3567,17,200.745
3568,68,847.59
3570,17,110.845
3571,6,40.37
3572,3,77.99
3573,10,174.17
3575,17,108.405
3576,1,6.6
3579,112,1114.02
3580,17,139.66
3581,2,13.2
3583,1,29.7
3584,20,144.865
3585,198,1842.535
3586,13,127.335
3588,8,63.305
3589,3,36.3
3590,7,42.96
3591,3,19.845
3594,12,89.385
3595,5,30.42
3596,4,118.8
3597,8,243.23
3599,1,99.825
3607,2,105.6
3608,65,596.395
3610,28,157.12
3612,45,371.18
3614,24,196.875
3616,114,1071.89
3617,1,12.99
3618,17,286.11
3619,3,19.775
3620,205,1715.025
3621,37,565.715
3622,10,96.47
3623,17,134.705
3624,6,44.49
3629,139,1200.635
3630,531,4234.065
3631,390,3197.51
3632,0,0
3633,8,78.95
3634,41,298.98
3635,11,123.675
3636,100,891.22
3637,7,145.14
3638,37,271.75
3639,14,114.665
3640,30,434.13
3641,28,207.765
3643,1,6.6
3644,190,2002.065
3646,11,110.78
3647,0,0
3649,9,76.29
3658,99,750.055
3659,17,132.47
3660,102,825.27
3661,0,0
3662,1,31.35
3663,3,22.32
3664,20,136.595
3665,5,50.36
3666,82,789.92
3669,28,183.515
3670,13,89.52
3671,6,40.68
3672,226,2087.175
3673,40,283.765
3675,49,365.285
3676,0,0
3677,319,2482.57
3678,168,1510.95
3682,19,151.74
3683,49,311.285
3685,81,633.86
3687,17,113.65
3688,33,273.985
3689,1,7.7
3690,800,6202.266
3691,323,2485.435
3694,0,0
3695,10,92.37
3697,11,85.74
3698,22,138.715
3699,15,113.77
3700,28,221.87
3701,25,265.93
3704,1,7.77
3705,6,40.48
3707,27,235.36
3708,0,0
3709,5,27.06
3711,8,52.02
3712,7,231.42
3713,13,81.66
3714,62,516.97
3715,8,75.86
3717,61,427.605
3718,1,6.6
3719,14,94.62
3720,17,211.44
3722,141,1261.05
3723,82,781.65
3724,0,0
3725,8,58.63
3726,3,44.1
3727,3,19.83
3728,15,96.135
3730,227,1655.805
3732,13,87.24
3733,3,19.2
3735,13,116.815
3736,0,0
3737,75,699
3738,1,3.6
3739,6,71.28
3740,14,117.1
3741,48,366.1
3744,7,43.72
3746,8,50.39
3747,100,668.44
3749,51,337.46
3750,824,5481.6
3751,0,0
3752,289,2029.725
3753,122,839.57
3754,914,6018.335
3755,2,63.36
3756,290,2081.625
3757,108,813.615
3758,27,216.12
3759,19,180.635
3760,7,49.13
3761,22,178.7
3762,0,0
3763,24,174.65
3764,145,1096.19
3765,56,381.685
3766,9,66.86
3767,4,25.34
3770,45,718.205
3775,60,487.175
3777,125,1315.69
3778,2,16.59
3779,19,159.405
3781,36,242.95
3782,82,576.42
3783,24,187.815
3786,16,109.91
3787,4,26.55
3788,15,94.685
3789,0,0
3791,15,111.21
3792,12,116.95
3793,33,373.695
3795,10,124.395
3796,94,635.2
3797,43,296.96
3799,72,496.643
3802,342,2184.79
3803,158,1617.425
3804,119,1142.17
3805,843,5639.55
3806,742,4932.235
3807,87,736.71
3808,41,347.62
3809,523,3317.745
3810,732,5622.675
3812,24,449.63
3813,9,68.63
3814,35,366.215
3815,51,353.47
3816,31,219.815
3818,266,1762.98
3820,262,1826.46
3821,38,566.63
3822,11,77.805
3823,43,429.995
3824,59,528.53
3825,213,1808.16
3831,30,223.83
3832,5,41
3833,5,41.34
3835,2,15.18
3840,155,1741.49
3842,58,413.19
3844,358,2998.195
3847,30,277.245
3850,160,1389.225
3851,144,1079.38
3852,0,0
3853,0,0
3854,21,155.76
3856,14,200.45
3857,10,75.735
3858,75,961.9
3859,9,163.76
3860,91,696.905
3862,59,468.265
3864,2,12.69
3865,15,187.12
3869,31,262.28
3870,14,149.875
3871,32,210.14
3873,6,46.65
3874,11,69.61
3875,316,2488.346
3878,36,215.73
3880,111,673.975
3882,29,196.8
3885,24,174.235
3886,10,108.31
3887,3,17.13
3888,60,381.81
3889,3,22.95
3890,12,65.75
3891,1,4.62
3892,24,168.81
3893,0,0
3895,1,6.6
3896,5,33.96
3898,6,50.78
3900,2,10.44
3902,15,106.74
3903,8,82.715
3904,53,321.25
3909,138,835.745
3910,221,1445.735
3911,48,373.535
3912,154,1382.09
3913,40,403.955
3915,156,1231.875
3916,28,358.145
3918,106,668.385
3919,38,247.665
3921,11,73.56
3922,275,1930.09
3923,15,103.94
3925,111,706.635
3926,67,510.12
3927,36,241.085
3928,15,149.025
3929,38,331.465
3930,202,1701.35
3931,267,1974.555
3933,11,99.28
3934,240,1838.105
3936,178,1341.315
3937,35,461.905
3938,53,378.115
3939,215,1816
3940,57,434.3
3941,206,1399.615
3942,62,427.29
3943,50,347.955
3944,22,182.2
3945,20,180.975
3946,7,49.14
3950,58,402.775
3951,22,190.825
3953,92,927.78
3954,4,34.55
3956,55,394.465
3957,9,172.725
3958,2,14.64
3959,44,264.64
3960,57,353.13
3962,16,187.15
3964,1,6.3
3965,6,43.63
3966,5,65.87
3967,1,6.6
3971,52,503.3
3975,409,2770.52
3976,355,2303.975
3977,2064,14286.735
3978,1476,9736.39
3979,7,84.85
3980,45,373.44
3981,77,772.81
3984,173,1345.78
3987,25,174.505
3988,12,130.17
3990,3,53.22
3991,7,54.885
3992,16,97.635
3995,204,1521.95
3996,141,923.59
4000,32,556.6
4001,1,6.66
4002,0,0
4004,0,0
4005,75,797.115
4006,40,713.667
4007,90,999.995
4008,19,1026.52
4009,10,519.47
4010,29,357.87
4011,182,1688.09
4012,226,1925.765
4013,67,664.87
4014,254,2317.84
4017,645,4732.215
4018,236,1430.815
4019,296,2422.73
4020,477,3814.93
4021,125,908.095
4022,151,1365.515
4025,8,83.28
4030,170,1494.405
4031,179,1602.645
4032,175,1379.174
4034,634,4898.275
4035,629,5198.39
4036,98,715.955
4037,161,1321.145
4051,365,2938.49
4053,604,4765.835
4054,189,1365.3
4055,421,3383.195
4059,114,1086.505
4060,180,1558.935
4061,273,2054.63
4062,0,0
4063,0,0
4064,152,1583.585
4065,151,1316.33
4066,136,1205.96
4067,79,582.505
4068,218,2004.865
4069,594,5280.16
4070,320,2735.955
4073,181,1645.345
4074,455,3728.575
4075,395,3229.6
4076,78,997.89
4077,483,4417.46
4078,478,3605.7
4101,140,1492.025
4102,68,676.115
4103,148,1060.09
4104,72,571.065
4105,161,1267.805
4106,72,951.57
4107,128,1260.82
4108,113,1519.685
4109,507,4008.675
4110,601,6288.31
4111,8,79.37
4112,168,1281.245
4113,409,3716.785
4114,306,2701.445
4115,340,2856.995
4116,519,4198.41
4117,72,1170.7
4118,560,4503.67
4119,143,1775.045
4120,70,613.235
4121,368,3027.025
4122,580,4637.42
4123,575,4714.755
4124,679,6010.745
4125,255,2127.795
4127,387,3717.176
4128,318,2393.335
4129,127,989.225
4130,173,1519.09
4131,143,1220.815
4132,378,3120.99
