Postcode,Installation,Output
2072,12,27.99
2073,30,129.075
2074,67,157.695
2075,46,159.585
2076,84,223.535
2077,113,250.255
2079,31,67.145
2080,11,37.38
2081,29,79.34
2082,29,66.351
2083,16,89.815
2084,18,52.97
2085,49,118.65
2086,51,130.83
2087,43,208.473
2088,27,93.377
2089,4,9.945
2090,15,32.81
2092,19,49.245
2093,39,91.485
2094,12,22.535
2095,15,58.569
2096,30,88.865
2097,34,88.938
2099,82,213.145
2100,61,170.472
2101,42,132.481
2102,15,40.355
2103,26,66.815
2104,12,37.355
2105,4,14.16
2106,21,50.345
2107,28,83.92
2108,4,14.89
2109,0,0
2110,14,37.93
2111,41,110.218
2112,96,248.615
2113,55,135.754
2114,84,203.01
2115,46,103.055
2116,22,65.005
2117,78,201.914
2118,141,309.805
2119,53,139.26
2120,87,229.8
2121,125,276.56
2122,151,329.675
2123,0,0
2124,1,1.54
2125,118,293.43
2126,129,303.23
2127,3,13.6
2128,9,34.645
2130,4,9.52
2131,51,111.605
2132,31,67.78
2133,48,128.53
2134,39,86.57
2135,72,175.6
2136,28,108.035
2137,90,223.295
2138,34,100.095
2140,22,54.87
2141,216,507.9
2142,109,283.5
2143,57,146.82
2144,157,406.735
2145,553,1198.815
2146,152,355.975
2147,294,640.346
2148,611,1308.599
2150,30,80.965
2151,72,172.13
2152,52,121.929
2153,470,1088.712
2154,252,669.555
2155,477,1101.405
2156,98,284.8
2157,18,95.65
2158,43,136.835
2159,35,122.021
2160,157,386.065
2161,142,328.505
2162,129,301.975
2163,56,115.505
2164,155,460.08
2165,304,699.75
2166,433,1046.73
2167,113,234.325
2168,478,1089.893
2170,904,2127.955
2171,358,896.396
2172,37,87.08
2173,158,341.68
2174,13,32.28
2175,8,50.62
2176,421,1146.89
2177,185,448.225
2178,41,158.455
2179,22,112.635
2190,169,391.2
2191,24,58.74
2192,56,145.519
2193,55,113.599
2194,66,183.485
2195,111,256.235
2196,210,480.31
2197,63,142.22
2198,43,112.584
2199,136,307.7
2200,224,555.88
2203,43,95.325
2204,69,284.245
2205,33,59.44
2206,94,206.8
2207,110,268.705
2208,56,113.59
2209,109,267.49
2210,169,376.565
2211,107,269.84
2212,116,265.931
2213,167,355.17
2214,46,107.64
2216,77,163.425
2217,81,213.405
2218,48,110.6
2219,54,107.381
2220,109,231.115
2221,61,142.03
2222,46,92.45
2223,106,309.615
2224,44,138.39
2225,23,47.38
2226,45,113.005
2227,61,156.735
2228,51,172.66
2229,83,209.05
2230,70,193.31
2231,11,44.54
2232,117,297.422
2233,163,408.875
2234,189,505.964
2250,361,982.858
2251,172,405.815
2256,89,181.795
2257,160,367.409
2258,34,105.85
2259,589,1432.651
2260,96,234.585
2261,282,669.26
2262,159,331.335
2263,210,470.92
2264,160,393.65
2265,56,139.7
2267,23,48.63
2278,31,75.68
2280,206,552.615
2281,118,278.64
2282,118,341.775
2283,232,594.93
2284,93,301.71
2285,250,735.164
2286,36,104.5
2287,234,578.645
2289,112,278.495
2290,203,568.52
2291,50,137.1
2292,10,29.93
2293,7,23.56
2294,8,22.625
2295,40,91.934
2296,5,22.51
2297,15,33.45
2298,56,126.795
2299,55,162.05
2300,33,89.558
2302,1,3.055
2303,44,120.29
2304,103,252.08
2305,63,150.67
2306,7,17.19
2307,32,73.52
2308,1,3.22
2311,6,14.46
2312,18,47.455
2315,93,232.505
2316,52,208.725
2317,53,237.34
2318,126,382.694
2319,75,166.515
2320,233,740.9
2321,159,419.661
2322,171,489.115
2323,187,555.245
2324,248,666.945
2325,314,812.639
2326,67,145.28
2327,62,160.18
2328,35,204.408
2329,32,128.18
2330,196,726.788
2333,97,321.972
2334,23,67.36
2335,51,178.869
2336,27,90.57
2337,47,161.45
2338,18,61.835
2339,10,34.485
2340,352,1104.369
2341,11,26.57
2342,3,12.236
2343,35,144.87
2344,8,26.593
2345,12,34.71
2346,24,74.49
2347,13,49.1
2350,156,484.112
2352,27,79.965
2353,14,46.694
2354,32,122.632
2355,5,11.45
2356,3,23.368
2357,102,345.205
2358,43,151.53
2359,15,37.188
2360,165,523.574
2361,11,34.18
2365,47,175.526
2369,5,17.02
2370,92,337.055
2371,27,84.492
2372,111,331.208
2379,1,1.61
2380,93,302.1
2381,15,46.21
2382,14,46.68
2386,4,20.829
2387,1,6.58
2388,52,164.115
2390,138,433.41
2395,6,20.03
2396,5,19.105
2397,6,36.185
2398,0,0
2399,6,35.21
2400,101,444.438
2401,5,16.64
2402,31,99.665
2403,8,21.11
2404,27,80.113
2405,4,26.296
2406,5,33.41
2408,0,0
2409,6,19.91
2410,7,28.515
2411,1,8.208
2415,5,74.58
2420,39,119.902
2421,24,117.085
2422,101,328.69
2423,50,149.905
2424,6,21.2
2425,28,79.18
2426,16,43.184
2427,59,123.18
2428,446,952.555
2429,174,463.804
2430,574,1574.315
2431,88,205.312
2439,63,155.866
2440,338,1094.975
2441,97,269.32
2443,202,478.297
2444,681,1780.935
2445,127,295.99
2446,273,714.212
2447,85,206.65
2448,115,246.175
2449,35,86.533
2450,480,1116.745
2452,156,355.778
2453,45,136.53
2454,105,339.681
2455,40,90.81
2456,269,657.437
2460,369,1123.399
2462,37,99.783
2463,106,266.61
2464,100,232.715
2465,5,11.895
2466,56,115.565
2469,75,217.636
2470,220,631.467
2471,63,166.996
2472,41,113.466
2473,45,150.785
2474,109,283.309
2475,3,14.9
2476,11,28.895
2477,228,502.233
2478,465,1184.365
2479,62,205.031
2480,689,1668.881
2481,117,356.399
2482,98,275.739
2483,117,291.43
2484,221,599.253
2485,116,256.26
2486,368,869.725
2487,115,317.195
2488,29,126.615
2489,92,219.047
2490,6,18.12
2500,171,410.325
2502,134,293.9
2505,48,107.295
2506,66,171.205
2508,69,169.397
2515,103,252.956
2516,51,133.85
2517,111,241.43
2518,167,354.015
2519,134,353.915
2520,0,0
2525,101,226.205
2526,167,443.325
2527,300,710.55
2528,247,564.785
2529,271,656.546
2530,445,1014.302
2533,178,429.215
2534,64,147.894
2535,80,212.48
2536,208,510.835
2537,100,276.911
2538,22,59.705
2539,238,615.492
2540,600,1514.3
2541,253,610.54
2545,10,20.095
2546,119,328.563
2548,60,145.55
2549,34,101.84
2550,136,397.916
2551,22,53.415
2552,0,0
2555,1,2.09
2556,22,71.71
2557,41,128.025
2558,180,368.835
2559,6,12.42
2560,848,1984.368
2563,6,9.06
2564,181,359.93
2565,209,438.62
2566,381,815.47
2567,377,898.915
2568,12,33.46
2569,27,68.61
2570,375,914.255
2571,157,391.385
2572,39,88.69
2573,60,151.045
2574,80,225.805
2575,221,533.575
2576,100,241.478
2577,133,412.671
2578,34,99.22
2579,61,170.693
2580,233,694.124
2581,28,104.7
2582,86,301.835
2583,83,287.009
2584,3,13.701
2585,2,12.035
2586,45,136.12
2587,37,104.56
2588,6,23.64
2590,96,307.295
2594,117,427.785
2600,47,123.68
2601,1,28.56
2602,71,207.031
2603,14,95.67
2604,14,52.792
2605,26,85.954
2606,64,157.18
2607,46,203.568
2609,0,0
2611,116,392.558
2612,15,112.375
2614,72,219.69
2615,218,705.359
2616,0,0
2617,170,507.645
2618,7,32.939
2619,37,108.06
2620,150,550.991
2621,68,245.366
2622,41,153.146
2623,3,15.13
2624,0,0
2625,0,0
2626,1,1.52
2627,27,139.445
2628,17,83.305
2629,1,6.5
2630,70,204.225
2631,5,9.65
2632,8,23.42
2633,1,5
2640,344,1131.646
2641,147,414.976
2642,48,202.27
2643,72,208.13
2644,23,82.199
2645,7,29.54
2646,133,465.1
2647,77,371.499
2648,25,94.512
2649,0,0
2650,549,1966.785
2651,13,48.37
2652,60,260.625
2653,35,97.385
2655,28,104.545
2656,24,88.435
2658,13,49.99
2659,15,82.14
2660,20,70.15
2663,40,113.262
2665,10,26.105
2666,59,291.925
2668,0,0
2669,22,82.3
2671,48,172.11
2672,9,40.04
2675,25,81.18
2680,226,1028.748
2681,12,63.99
2700,75,258.89
2701,38,131.285
2702,12,34.62
2703,8,33.73
2705,103,420.95
2706,5,21.585
2707,11,58.78
2710,90,410.54
2711,41,186.985
2712,11,43.45
2713,39,222.31
2714,50,163.19
2715,12,101.25
2716,24,96.65
2717,10,60.356
2720,106,334.12
2721,1,3.12
2722,57,216.449
2725,4,9.4
2726,1,3.6
2727,0,0
2729,33,107.76
2730,17,42.345
2731,122,424.94
2732,20,61.13
2733,6,29.18
2734,1,4.9
2735,5,21.02
2736,9,71.92
2737,9,32.61
2738,11,59.876
2739,7,25.425
2745,281,767.252
2747,353,831.43
2748,21,97.37
2749,147,392.48
2750,378,908.455
2751,1,1.5
2752,62,213.252
2753,130,359.345
2754,34,84.725
2756,229,714.948
2757,2,7
2758,74,240.095
2759,319,773.223
2760,252,588.388
2761,488,1015.645
2762,20,53.273
2763,303,631.375
2765,89,301.295
2766,180,378.439
2767,311,613.456
2768,315,689.714
2769,154,336.205
2770,572,1248.405
2773,39,90.905
2774,93,230.983
2775,20,57.878
2776,33,82.21
2777,203,488.035
2778,22,49.025
2779,55,144.975
2780,113,278.977
2782,44,99.825
2783,23,43.075
2784,16,36.89
2785,45,109.093
2786,18,40.7
2787,47,168.367
2790,158,459.015
2791,11,64.27
2792,4,13.176
2793,17,62.606
2794,81,299.914
2795,364,1198.062
2797,3,14.615
2798,28,104.56
2799,26,100.168
2800,337,947.109
2803,0,0
2804,34,78.81
2805,6,16.918
2806,4,18.39
2807,1,1.9
2808,4,8.07
2809,3,10.66
2810,43,134.27
2817,0,0
2818,7,15.375
2820,106,341.005
2821,84,428.055
2822,0,0
2823,25,94.12
2824,56,246.99
2825,24,72.3
2826,0,0
2827,29,93.488
2828,7,17.27
2829,18,91.315
2830,355,1118.23
2831,33,129.02
2832,3,10.07
2833,1,7.59
2834,12,25.7
2835,52,166.315
2836,5,10.4
2838,0,0
2839,4,16.21
2840,13,77.905
2842,11,28.7
2843,8,27.55
2844,22,51.57
2845,10,31.96
2846,7,16.9
2847,27,79.37
2848,19,67.285
2849,22,64.584
2850,198,594.951
2852,48,130.16
2864,14,54.089
2865,19,50.32
2866,31,100.325
2867,4,8.06
2868,9,34.14
2869,28,140.37
2870,119,557.16
2871,83,306.335
2873,11,38.37
2874,3,18.43
2875,9,25.615
2876,7,39.49
2877,41,166.525
2878,1,6.72
2879,2,4.6
2880,143,593.965
2898,20,68.522
2899,89,281.698
2900,7,16.58
2901,0,0
2902,73,228.115
2903,31,125.32
2904,99,285.435
2905,105,363.901
2906,61,202.49
2911,15,88.674
2912,19,65.39
2913,119,368.441
2914,116,364.013
3000,5,44.156
3002,3,5.72
3003,8,20.33
3004,1,2
3006,2,23.095
3008,0,0
3011,90,240.035
3012,159,431.5
3013,118,296.025
3015,111,287.41
3016,99,310.915
3018,131,381.723
3019,65,182.64
3020,437,1251.275
3021,550,1399.04
3022,37,108.258
3023,893,2599.622
3024,436,1159.98
3025,94,237.1
3026,1,1.5
3027,106,281.92
3028,370,1021.201
3029,1659,4386.872
3030,1253,3498.978
3031,79,230.777
3032,156,481.17
3033,121,341.98
3034,100,290.285
3036,58,213.258
3037,691,2038.732
3038,379,1218.869
3039,69,195.966
3040,135,453.27
3041,78,241.09
3042,140,384.075
3043,200,545.867
3044,161,485.717
3045,0,0
3046,210,538.59
3047,143,426.37
3048,191,514.54
3049,113,345.216
3051,17,39.35
3052,7,21.075
3053,6,22.35
3054,17,52.52
3055,72,211.645
3056,111,289.947
3057,40,120.475
3058,275,778.16
3059,189,667.969
3060,91,253.606
3061,44,152.46
3062,0,0
3063,6,22.96
3064,927,2494.634
3065,13,32.68
3066,7,20.59
3067,16,78.485
3068,83,219.9
3070,151,389.855
3071,99,251.37
3072,230,639.979
3073,324,843.43
3074,232,636.618
3075,248,706.955
3076,351,945.67
3078,71,201.38
3079,94,280.394
3081,68,194.525
3082,347,973.256
3083,292,816.38
3084,182,542.615
3085,101,274.603
3087,72,195.06
3088,215,599.56
3089,127,426.76
3090,21,71.48
3091,19,70.32
3093,34,121.755
3094,59,171.301
3095,222,694.666
3096,20,59.21
3097,18,57.625
3099,53,183.635
3101,94,307.008
3102,37,115.41
3103,73,238.32
3104,91,308.45
3105,65,204.905
3106,108,396.459
3107,79,245.48
3108,140,405.674
3109,162,458.17
3111,81,274.11
3113,93,330.89
3114,32,111.785
3115,44,155.19
3116,106,312.19
3121,71,168.714
3122,48,140.154
3123,29,93.79
3124,90,290.452
3125,83,230.521
3126,26,88.452
3127,84,253.01
3128,93,246.76
3129,99,259.995
3130,208,554.715
3131,142,421.365
3132,100,274.05
3133,205,586.905
3134,248,768.982
3135,141,402.625
3136,347,923.88
3137,189,877.8
3138,289,872.93
3139,215,706.205
3140,215,635.095
3141,15,57.842
3142,18,60.415
3143,11,39.36
3144,35,116.245
3145,92,276.03
3146,108,361.805
3147,92,264.44
3148,69,169.325
3149,249,720.601
3150,568,1727.563
3151,79,210.504
3152,343,961.963
3153,248,967.813
3154,54,166.365
3155,233,610.07
3156,490,1438.635
3158,62,176.455
3159,23,70.472
3160,62,202.027
3161,29,101.27
3162,82,256.985
3163,151,397.2
3164,1,5
3165,185,512.667
3166,144,422.4
3167,87,237.545
3168,86,236.17
3169,163,456.475
3170,189,517.543
3171,257,703.25
3172,276,707.565
3173,365,1030.109
3174,337,858.41
3175,438,1141.633
3176,0,0
3177,118,262.96
3178,474,1400.045
3179,74,199.449
3180,76,303.705
3181,20,53.51
3182,22,75.515
3183,37,93.525
3184,28,77.27
3185,49,137.645
3186,75,250.6
3187,61,206.285
3188,78,229.756
3189,35,124.175
3190,56,152.97
3191,41,143.57
3192,163,451.78
3193,97,323.331
3194,56,172.122
3195,323,955.185
3196,233,555.235
3197,134,404.665
3198,180,500.965
3199,567,1557.525
3200,68,163.615
3201,299,718.19
3202,21,67.731
3204,128,359.676
3205,20,58.885
3206,23,54.53
3207,28,88.775
3211,35,140.854
3212,314,961.475
3213,35,154.205
3214,426,1029.67
3215,256,789.221
3216,737,2186.97
3217,13,49.43
3218,135,381.877
3219,328,877.925
3220,125,377.45
3221,95,383.335
3222,296,933.135
3223,191,557.748
3224,244,758.565
3225,97,279.2
3226,280,799.675
3227,62,202.305
3228,250,825.607
3230,66,200.049
3231,35,111.325
3232,11,28.43
3233,34,103.525
3234,1,3.51
3235,5,20.92
3236,5,10.13
3237,4,23.227
3238,6,21.58
3239,12,44.57
3240,48,202.925
3241,43,141.22
3242,21,74.07
3243,4,16.04
3249,47,177.93
3250,183,634.472
3251,9,31.76
3254,6,22.125
3260,76,340.621
3264,39,148.335
3265,43,186.238
3266,69,283.21
3267,5,28.88
3268,38,141.355
3269,4,9.15
3270,2,7.04
3271,4,15.17
3272,23,88.415
3273,1,4
3274,5,13.09
3275,5,23.93
3276,6,15.4
3277,27,106.23
3278,3,11.76
3279,4,20.8
3280,317,1056.472
3281,27,131.225
3282,26,83.67
3283,15,55.84
3284,47,165.585
3285,20,76.365
3286,18,62.88
3287,9,39.73
3289,9,36.01
3292,0,0
3293,4,15.96
3294,18,79.96
3300,155,539.115
3301,16,61.134
3302,5,19.41
3303,6,36.81
3304,38,145.641
3305,222,708.282
3309,0,0
3310,6,28.89
3311,62,241.82
3312,20,60.2
3314,12,46.72
3315,34,138.69
3317,2,3.04
3318,31,135.16
3319,6,16.94
3321,21,82.455
3322,2,4.56
3323,0,0
3324,8,22.22
3325,8,37.18
3328,46,143.755
3329,4,15.465
3330,3,17.94
3331,131,460.86
3332,24,87.62
3333,18,62.747
3334,7,27.08
3335,25,90.43
3336,0,0
3337,550,1458.745
3338,289,791.31
3340,316,1050.359
3341,34,121.68
3342,61,242.234
3345,33,144.832
3350,508,1687.261
3351,142,584.494
3352,302,1288.892
3353,5,12.16
3354,0,0
3355,136,452.14
3356,156,537.175
3357,63,260.195
3358,0,0
3360,10,26.66
3361,10,36.47
3363,65,197.933
3364,51,207.965
3370,27,108.59
3371,35,152.575
3373,51,198.406
3374,15,63.55
3375,3,13.16
3377,174,546.832
3378,1,5.4
3379,10,35.605
3380,115,384.43
3381,34,122.558
3384,8,25.455
3385,21,71.38
3387,11,46.09
3388,20,76.035
3390,17,48.76
3391,0,0
3392,8,24.88
3393,53,213.04
3395,26,103.912
3396,8,53.79
3400,312,1217.202
3401,127,582.92
3402,1,3.5
3407,12,37.54
3409,28,77.99
3412,10,25.37
3413,2,6.02
3414,39,150.772
3415,0,0
3418,65,248.3
3419,20,60.77
3420,4,17.36
3423,15,49.95
3424,10,39.2
3427,39,119.895
3428,11,47.77
3429,475,1433.423
3430,9,27.14
3431,64,239.6
3432,2,10.33
3433,4,13.82
3434,83,265.95
3435,47,191.51
3437,156,593.37
3438,42,171.29
3440,25,82.12
3441,11,35.24
3442,113,455.695
3444,134,496.18
3446,26,106.993
3447,12,39.13
3448,26,103.47
3450,115,312.475
3451,88,295.754
3453,35,147.553
3458,37,129.035
3460,47,144.335
3461,83,264.963
3462,21,64.055
3463,60,204.775
3464,34,114.68
3465,268,978.931
3467,25,88.3
3468,4,9.54
3469,6,20.23
3472,39,111.858
3475,3,12.68
3477,24,89.998
3478,59,220.315
3480,17,63.925
3482,5,12.5
3483,11,40.455
3485,7,40.04
3487,3,11.92
3488,0,0
3489,0,0
3490,41,179.11
3491,0,0
3494,5,17.725
3496,96,415.349
3498,77,346.729
3500,345,1353.456
3501,49,219.382
3502,11,37.19
3505,101,436.2
3506,0,0
3507,6,21.24
3509,13,51.89
3512,11,39.755
3515,27,200.325
3516,16,65.425
3517,34,116.142
3518,21,70.56
3520,1,3
3521,7,25.775
3522,10,43.479
3523,108,374.555
3525,41,167.645
3527,25,93.28
3529,1,4.5
3530,1,1.17
3531,3,11.54
3533,22,85.77
3537,30,115.485
3540,5,19.1
3542,2,9.12
3544,3,15.04
3546,7,18.745
3549,22,92.035
3550,552,1825.983
3551,582,2391.933
3552,6,18.595
3554,1,4.99
3555,285,849.78
3556,205,634.275
3557,15,76.008
3558,36,134.045
3559,8,37.16
3561,128,525.54
3562,6,28.3
3563,28,108.39
3564,276,1108.513
3565,3,30.39
3566,7,22.43
3567,14,58.93
3568,65,260
3570,12,38.64
3571,10,35.545
3572,1,14
3573,4,11.86
3575,13,73.88
3576,3,14.74
3579,160,643.985
3580,24,97.125
3581,4,15.18
3583,3,7.22
3584,14,66.46
3585,167,798.16
3586,14,57.458
3588,7,29.88
3589,6,23.86
3590,12,71.86
3591,3,16.11
3594,13,48.105
3595,25,75.22
3596,1,6
3597,15,60.5
3599,2,3.08
3607,3,11.93
3608,61,193.005
3610,34,114.657
3612,33,136.33
3614,18,76.74
3616,87,310.185
3617,3,19.51
3618,14,42.36
3619,9,42.2
3620,181,642.07
3621,68,266.265
3622,9,43.89
3623,25,109.5
3624,7,23.24
3629,151,496.585
3630,418,1342.791
3631,206,866.08
3632,13,53.76
3633,15,57.35
3634,29,144.85
3635,11,49.925
3636,124,468.07
3637,17,65.245
3638,37,131.255
3639,11,39.41
3640,33,185.11
3641,41,153.53
3643,8,26.07
3644,235,901.42
3646,12,51.59
3647,0,0
3649,9,49.6
3658,143,479.745
3659,14,57.06
3660,158,540.615
3661,5,13.3
3662,2,15.22
3663,4,15.35
3664,25,94.775
3665,5,18.19
3666,125,403.701
3669,31,103.91
3670,17,65.89
3671,25,80.725
3672,179,615.775
3673,47,176.765
3675,73,281.85
3676,36,111.78
3677,397,1367.769
3678,214,887.775
3682,22,81.18
3683,53,169.1
3685,120,473.991
3687,42,132.305
3688,45,162.47
3689,25,75.05
3690,477,1669.563
3691,210,850.896
3694,9,86.87
3695,18,70.611
3697,22,69.473
3698,34,95.895
3699,25,64.87
3700,23,87.33
3701,24,79.683
3704,1,4.56
3705,5,15.98
3707,32,99.85
3708,3,9.5
3709,9,33.594
3711,20,67.19
3712,8,30.24
3713,20,82.2
3714,85,315.355
3715,10,30.148
3717,74,338.57
3718,2,9.5
3719,10,30.495
3720,18,59.035
3722,128,559.3
3723,67,227.835
3724,5,20
3725,10,39.08
3726,16,52.37
3727,5,11.95
3728,22,78.845
3730,291,1097.172
3732,20,79.346
3733,6,18.59
3735,13,55.63
3736,5,22.53
3737,132,544.503
3738,7,29.68
3739,7,31.98
3740,44,154.21
3741,91,313.71
3744,14,43.53
3746,17,60.172
3747,155,548.59
3749,73,253.9
3750,63,151.85
3751,2,7.14
3752,292,817.432
3753,23,72.655
3754,380,1084.79
3755,4,10.1
3756,196,624.7
3757,136,420.602
3758,44,151.495
3759,26,104.34
3760,10,47.161
3761,22,84.516
3762,3,11.78
3763,32,99.73
3764,156,496.565
3765,63,187.485
3766,11,32.495
3767,2,5.5
3770,51,161.95
3775,56,162.005
3777,144,442.895
3778,5,20.23
3779,12,44.075
3781,39,104.37
3782,84,280.71
3783,25,85.075
3786,6,16.32
3787,5,14.52
3788,15,54.981
3789,1,3.5
3791,5,15.44
3792,6,17.225
3793,45,146.09
3795,27,124.306
3796,96,269.585
3797,59,183.39
3799,79,222.05
3802,332,949.905
3803,187,523.98
3804,108,395.173
3805,876,2581.171
3806,688,1908.442
3807,111,402.555
3808,53,213.115
3809,44,126.16
3810,648,1860.885
3812,29,108.55
3813,10,29.6
3814,26,82.705
3815,48,155.8
3816,45,158.83
3818,226,692.553
3820,228,716.58
3821,46,171.3
3822,17,95.29
3823,57,197.927
3824,87,277.555
3825,409,1344.861
3831,42,152.61
3832,7,19.32
3833,7,26.476
3835,7,25.85
3840,272,903.805
3842,86,268.745
3844,416,1432.275
3847,39,130.99
3850,216,746.996
3851,187,589.475
3852,0,0
3853,2,7.79
3854,23,85.325
3856,21,80.09
3857,8,22.14
3858,37,112.855
3859,14,51
3860,126,419.28
3862,81,311.29
3864,4,13.2
3865,13,36.09
3869,44,153.92
3870,16,57.76
3871,56,195.285
3873,7,24.16
3874,22,88.6
3875,343,1180.702
3878,41,140.94
3880,117,351.775
3882,24,98.205
3885,40,120.805
3886,9,35.22
3887,7,27.915
3888,67,239.615
3889,4,12.18
3890,6,13.602
3891,1,4.5
3892,13,38.42
3893,0,0
3895,4,14.93
3896,2,16.7
3898,13,52.07
3900,3,10.7
3902,7,25.415
3903,28,113.755
3904,33,123.344
3909,237,838.03
3910,301,862.64
3911,46,172.86
3912,204,674.195
3913,54,165.99
3915,95,275.465
3916,20,61.455
3918,72,249.385
3919,39,121.88
3921,2,3.14
3922,153,421.37
3923,16,45.41
3925,74,213.95
3926,75,272.826
3927,25,79.78
3928,11,55.916
3929,17,49.76
3930,133,480.495
3931,294,781.662
3933,20,133.96
3934,226,634.29
3936,167,479.857
3937,31,135.99
3938,47,154.326
3939,229,628.235
3940,85,170.655
3941,199,560.754
3942,37,113.755
3943,25,77.05
3944,14,40.305
3945,24,71.863
3946,4,21.31
3950,77,269.895
3951,14,52.78
3953,132,468.581
3954,11,38.42
3956,95,307.965
3957,3,11.56
3958,4,16.16
3959,29,96.37
3960,59,200.601
3962,22,78.14
3964,2,9
3965,8,23.83
3966,6,17.12
3967,1,4.5
3971,79,290.478
3975,296,831.255
3976,399,974.48
3977,1329,3529.371
3978,37,98.65
3979,8,32.52
3980,57,177.055
3981,87,292.38
3984,98,287.57
3987,30,102.545
3988,17,57.67
3990,6,27.48
3991,9,22.79
3992,20,72.79
3995,208,673.89
3996,144,467.29
4000,20,68.93
4001,5,37.255
4002,1,7.905
4004,1,1.9
4005,75,255.36
4006,53,209.52
4007,95,335.859
4008,4,66.4
4009,3,7.52
4010,32,94.54
4011,199,735.715
4012,355,1115.637
4013,87,275.485
4014,380,1130.82
4017,1301,3771.507
4018,367,932.89
4019,490,1366.061
4020,628,1871.771
4021,307,825.286
4022,203,561.288
4025,5,23.423
4030,215,714.314
4031,233,746.822
4032,262,759.93
4034,1160,3481.937
4035,904,2982.761
4036,269,812.5
4037,318,1097.51
4051,428,1387.178
4053,1160,3491.983
4054,446,1288.689
4055,717,2285.415
4059,143,441.08
4060,234,792.469
4061,463,1506.951
4062,0,0
4063,0,0
4064,114,387.105
4065,180,641.435
4066,128,433.05
4067,86,311.498
4068,319,1102.676
4069,922,3269.912
4070,384,1198.573
4073,338,1226.533
4074,872,2769.524
4075,493,1518.683
4076,141,424.005
4077,792,2125.355
4078,911,2550.897
4101,180,631.982
4102,75,224.9
4103,222,670.805
4104,90,315.668
4105,275,817.08
4106,41,161.17
4107,170,499.85
4108,199,735.419
4109,1533,4684.411
4110,371,1128.12
4111,30,91.745
4112,330,960.21
4113,1000,2863.19
4114,526,1356.135
4115,821,2432.863
4116,1061,3104.601
4117,35,87.92
4118,1092,3085.343
4119,247,784.647
4120,99,285.755
4121,521,1560.56
4122,1110,3257.601
4123,595,1659.219
4124,782,2551.688
4125,290,1005.89
4127,745,2124.913
4128,574,1784.719
4129,218,669.38
4130,325,1111.764
4131,227,587.995
4132,619,1642.049
4133,467,1376.146
4151,225,819.398
4152,1142,3543.14
4153,153,471.095
4154,372,1238.205
4155,53,203.913
4156,131,445.52
4157,695,2016.091
4158,95,250.97
4159,553,1676.211
4160,674,2039.442
4161,657,1828.145
4163,433,1317.932
4164,567,1836.635
4165,1301,3700.204
4169,88,288.813
4170,423,1334.94
4171,252,813.762
4172,105,356.39
4173,303,795.5
4174,90,249.965
4178,648,1797.419
4179,563,1574.04
4183,84,223.235
4184,340,754.633
4205,212,521.04
4207,1552,4602.841
4208,563,1699.606
4209,825,2491.297
4210,604,1952.478
4211,1617,5025.207
4212,764,2448.151
4213,826,2756.295
4214,1068,3417.527
4215,549,1465.892
4216,954,2858.118
4217,460,1624.486
4218,634,2081.395
4219,4,38.4
4220,585,1805.833
4221,673,1914.285
4223,400,1170.771
4224,108,280.505
