Postcode,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,AVG,Total
2828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.98,17.27,75.18,48.77,86.86,207.63,35.705,186.17,44.745,205.49,72.94,49.320952380952384,1035.74
2829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,39.46,383.9,91.315,223.27,254.62,186.044,379.82,325.83,460.185,490.145,289.17,183.07,157.92138095238096,3316.349
2830.0,0.0,0.0,0.0,0.0,1.75,1.05,9.86,9.325,40.17,2062.72,4013.985,1118.23,1560.73,1920.455,1499.16,1976.364,3339.955,4751.14,8410.22,7530.49,2594.72,1944.7773333333334,40840.324
2831.0,0.0,0.0,0.0,0.0,0.6,0.0,1.86,3.7,6.85,79.39,461.95,129.02,142.64,119.575,117.145,249.7,99.195,213.365,308.12,260.705,121.98,110.27595238095239,2315.795
2832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,4.95,19.86,180.625,10.07,64.66,256.005,258.19,190.35,623.475,262.23,158.815,221.215,43.53,109.2854761904762,2294.9950000000003
2833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.155,0.0,0.0,166.48,7.59,14.0,15.0,165.7,50.36,32.06,72.6,14.79,115.64,26.27,32.459285714285706,681.6449999999999
2834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,394.92,25.7,115.56,113.5,125.325,102.98,302.005,315.43,146.845,310.735,79.17,97.34142857142858,2044.17
2835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,2.88,173.56,250.8,166.315,297.47,144.59,330.78,331.86,538.825,345.655,633.895,665.01,99.39,189.92142857142858,3988.35
2836.0,0.0,0.0,0.0,0.0,0.0,1.275,2.1,0.0,0.0,1.92,58.42,10.4,45.4,17.0,75.57,154.25,117.84,135.245,153.1,61.21,5.18,39.948095238095235,838.91
2838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15,51.56,0.0,40.7,0.0,0.0,46.2,7.410000000000001,155.61
2839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.28,29.18,16.21,64.75,38.0,151.045,84.58,63.11,266.15,74.9,417.305,26.64,59.62619047619048,1252.15
2840.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,46.79,149.682,77.905,202.922,172.16,693.79,462.635,325.54,455.87,366.4,549.985,66.28,170.33661904761908,3577.0690000000004
2842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2.49,46.54,28.7,10.59,42.2,98.52,69.48,39.99,95.01,114.525,62.64,96.44,33.72261904761905,708.175
2843.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,1.98,2.16,5.25,64.2,27.55,16.32,55.5,132.78,243.555,154.675,91.25,230.52,179.02,13.2,58.06285714285714,1219.32
2844.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.99,0.0,18.145,42.92,51.57,53.42,59.95,80.36,83.835,166.505,208.86,349.495,269.72,128.88,72.17285714285715,1515.63
2845.0,0.0,0.0,5.26,0.0,0.0,0.0,2.1,0.0,7.08,36.725,36.325,31.96,51.01,81.98,127.78,65.82,36.67,30.69,230.285,150.62,124.23,48.501666666666665,1018.535
2846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,1.485,6.29,15.2,21.41,16.9,13.0,18.42,16.59,13.32,17.74,20.4,20.535,28.95,30.42,11.499285714285715,241.485
2847.0,0.0,0.0,1.12,1.6,0.0,0.0,0.0,0.0,3.53,49.97,134.67,79.37,91.45,113.06,130.68,91.045,151.495,201.075,303.52,200.24,56.6,76.6392857142857,1609.425
2848.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,5.64,27.3,22.894,67.285,58.73,83.54,40.3,37.32,148.3,74.85,146.425,204.175,69.675,47.09209523809524,988.934
2849.0,0.0,0.0,0.0,4.8,1.6,1.485,0.0,17.31,12.385,62.44,108.645,64.584,90.48,49.9,53.86,75.07,204.685,137.28,261.865,326.3,97.82,74.78614285714285,1570.5089999999998
2850.0,0.0,0.0,2.4,6.41,3.965,4.69,0.68,39.705,76.57,315.045,672.688,594.951,812.85,881.375,833.64,872.946,1042.99,2129.65,2797.625,3289.69,1098.88,736.9880952380952,15476.75
2852.0,0.0,0.0,0.0,0.0,0.285,0.0,0.0,7.05,3.0,73.13,174.884,130.16,102.18,102.615,241.89,211.865,237.58,338.39,484.21,800.935,235.22,149.68542857142856,3143.394
2864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,36.835,54.089,65.7,20.25,188.695,33.58,63.575,91.1,67.755,187.63,24.6,40.09471428571428,841.9889999999999
2865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,147.105,67.17,50.32,87.01,20.0,97.43,4.5,108.405,185.61,93.75,132.075,13.25,47.95261904761905,1007.0050000000001
2866.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,6.41,16.77,52.56,233.284,100.325,163.963,239.915,136.0,166.99,148.875,302.285,340.445,435.845,124.2,117.75890476190476,2472.937
2867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,82.94,110.676,8.06,28.46,30.87,63.52,52.29,15.34,59.575,98.21,50.68,6.65,28.966238095238094,608.2909999999999
2868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,1.75,63.908,34.14,42.35,24.0,66.29,61.4,41.85,32.06,93.4,90.615,38.23,28.143476190476193,591.013
2869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,53.11,140.37,172.455,99.19,129.48,102.78,60.61,205.4,215.156,253.54,44.61,70.77719047619047,1486.321
2870.0,0.0,0.0,0.0,7.2,2.675,0.125,1.55,3.09,8.98,253.345,782.762,557.16,1504.201,589.64,519.305,593.34,700.005,1236.895,1319.41,2316.605,502.605,518.9949047619046,10898.892999999998
2871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,9.75,177.635,414.489,306.335,679.831,528.17,634.645,299.883,472.78,692.925,1084.39,2051.625,609.01,379.2799047619048,7964.878000000001
2873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,119.56,38.37,75.63,30.19,42.74,69.2,75.12,132.37,111.85,82.12,75.46,40.6504761904762,853.6600000000001
2874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08,64.66,18.43,53.3,25.94,90.45,18.56,33.75,32.16,29.37,51.205,6.3,20.77166666666667,436.20500000000004
2875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,93.304,25.615,71.56,45.95,75.8,75.0,95.62,97.8,108.68,112.52,64.52,41.30566666666666,867.4189999999999
2876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32,24.25,39.49,41.69,27.8,29.94,2.65,7.195,43.405,20.46,36.0,6.6,13.8,289.8
2877.0,0.0,0.0,0.0,0.0,4.16,0.825,2.1,0.0,0.0,27.67,313.693,166.525,589.145,334.91,522.27,265.06,331.895,464.865,450.495,786.37,178.03,211.33395238095238,4438.013
2878.0,0.0,0.0,1.35,0.0,1.8,0.75,0.0,0.0,0.0,0.0,4.68,6.72,30.0,5.0,16.32,78.355,82.8,3.135,0.0,28.05,5.18,12.57809523809524,264.14000000000004
2879.0,0.0,0.0,0.0,0.6,0.6,0.225,0.0,0.0,7.08,2.59,46.74,4.6,150.82,46.5,44.28,207.18,18.84,154.29,234.09,165.74,115.44,57.12452380952382,1199.6150000000002
2880.0,0.0,0.0,0.3,10.95,12.265,9.59,40.685,14.62,36.11,885.36,1875.988,593.965,1622.065,980.655,1442.625,1071.545,1221.285,2255.0,3955.855,4251.22,1174.83,1021.6625238095238,21454.913
2898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,35.591,68.522,13.0,8.06,12.48,14.04,0.0,0.0,0.0,0.0,0.0,7.42347619047619,155.893
2899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.45,697.31,128.37,448.24,281.698,61.2,0.0,0.0,0.0,9.81,4.437,0.0,3.685,0.0,78.77142857142856,1654.1999999999998
2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48,60.105,16.58,44.585,20.09,6.24,112.32,120.375,107.93,205.005,368.62,59.13,54.1647619047619,1137.46
2901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,3.5
2902.0,0.0,0.0,0.0,0.0,0.0,1.4,3.15,18.142,68.9,303.017,946.277,228.115,534.899,255.26,132.45,158.89,441.03,884.915,1359.41,1697.685,686.135,367.6035714285714,7719.674999999999
2903.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,11.16,35.685,169.445,479.991,125.32,287.86,146.605,167.48,117.882,301.24,508.96,657.285,1097.61,436.765,216.598,4548.558
2904.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,12.38,31.25,248.16,941.88,285.435,350.827,187.784,173.515,150.32,384.47,618.521,838.92,1635.1,744.94,314.57057142857144,6605.982
2905.0,0.0,0.0,0.0,0.0,0.0,0.0,4.815,29.626,103.325,420.945,1373.996,363.901,874.239,442.52,338.005,449.745,807.512,1560.682,2190.15,3120.325,1338.03,638.9436190476191,13417.816
2906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,47.78,204.56,768.884,202.49,560.21,217.68,200.29,281.84,454.719,776.91,1353.41,2221.75,834.245,387.07895238095233,8128.657999999999
2911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.004,76.536,88.674,158.993,76.0,134.58,232.255,260.81,657.585,732.935,912.68,266.36,171.44819047619046,3600.412
2912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.11,42.39,151.211,65.39,92.205,56.9,135.686,223.47,66.9,226.08,271.335,618.295,146.98,100.47390476190475,2109.9519999999998
2913.0,0.0,0.0,1.44,0.0,0.0,2.64,2.0,19.283,53.97,287.574,1409.976,368.441,862.415,314.96,515.225,384.847,860.364,1561.46,2332.27,4056.795,1444.25,689.4242857142857,14477.91
2914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,24.647,99.71,734.23,364.013,707.954,305.705,373.195,507.73,822.874,1638.743,2440.15,4650.01,1451.9,672.7819523809524,14128.420999999998
3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,13.07,8.27,44.156,12.57,35.5,173.345,130.6,230.395,148.715,101.465,252.24,20.73,55.82552380952382,1172.3360000000002
3002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.004,0.0,2.04,9.42,5.72,13.75,107.51,29.01,19.56,31.425,72.095,78.815,122.165,118.62,29.149238095238097,612.134
3003.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,3.49,17.4,21.47,20.33,51.845,23.7,50.47,54.04,401.62,190.68,47.165,210.42,17.16,52.913809523809526,1111.19
3004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,0.0,2.0,40.42,0.0,16.12,101.37,32.3,52.54,0.0,89.21,0.0,16.41,344.61
3006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,23.095,13.25,5.0,18.0,31.07,18.37,53.18,199.39,336.345,0.0,33.923809523809524,712.4
3008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.575,0.0,22.015,0.0,130.5,178.99,142.34,177.41,105.79,29.145,197.945,71.655,14.25,51.02928571428571,1071.615
3011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,27.487,100.745,239.333,240.035,243.3,268.985,462.675,324.735,379.334,306.875,784.88,750.735,223.25,207.48233333333332,4357.129
3012.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,7.89,44.189,166.869,335.315,431.5,364.27,612.735,471.98,311.125,533.373,887.08,1165.356,1289.23,363.48,332.69009523809524,6986.492
3013.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,7.673,35.845,88.18,235.011,296.025,176.03,282.883,221.25,168.725,329.572,531.688,604.345,664.295,207.41,183.60485714285716,3855.702
3015.0,0.0,0.0,2.1,0.0,0.0,0.0,1.05,4.525,26.274,118.364,185.13,287.41,182.764,335.353,341.71,317.291,281.155,546.3,627.245,790.72,310.355,207.51171428571433,4357.746000000001
3016.0,0.0,0.0,0.0,1.6,0.0,0.0,10.6,9.63,25.643,117.175,161.08,310.915,202.18,315.05,211.943,279.165,491.95,544.717,826.725,623.94,226.215,207.5489523809524,4358.528
3018.0,0.0,0.0,1.8,0.0,0.0,0.0,4.155,6.88,37.351,315.235,243.696,381.723,225.384,475.095,211.13,461.675,563.535,674.925,740.88,1021.78,371.235,273.16566666666665,5736.478999999999
3019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,53.58,150.335,182.64,174.59,142.95,212.42,105.7,395.455,245.81,432.545,313.72,310.39,130.07976190476188,2731.6749999999997
3020.0,0.0,0.0,1.92,0.48,0.96,7.41,40.51,38.693,58.986,357.874,752.916,1251.275,868.004,764.445,845.675,689.903,1255.725,2269.41,2303.966,2549.555,1039.835,718.9305714285715,15097.542000000001
3021.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,3.996,49.451,415.814,895.174,1399.04,1044.82,913.42,723.733,706.845,936.575,1462.145,2178.155,2626.995,1153.545,691.0603809523809,14512.267999999998
3022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.412,35.934,74.49,108.258,55.765,47.1,20.7,126.16,9.2,88.01,159.51,85.27,30.77,40.45614285714286,849.579
3023.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,7.545,82.851,882.469,1705.48,2599.622,1460.623,1598.24,1404.145,977.385,1251.738,2814.34,3891.0,5894.765,2430.675,1285.9108571428571,27004.128
3024.0,0.0,0.0,0.0,0.0,0.45,0.0,4.062,1.05,26.972,267.989,593.421,1159.98,465.742,805.54,592.67,526.965,669.079,1652.6,3669.476,5141.73,2192.525,846.2024285714285,17770.251
3025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.196,67.71,152.75,237.1,135.87,104.285,169.185,335.805,374.734,672.56,951.82,1113.515,220.71,216.63047619047617,4549.24
3026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.5,95.5,167.5,317.04,112.32,487.05,1634.73,1820.475,2846.52,428.9,377.7397619047619,7932.535
3027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002,1.0,35.925,175.818,281.92,159.145,209.17,137.36,194.165,209.595,423.06,862.335,976.94,420.86,194.6807142857143,4088.295
3028.0,0.0,0.0,1.5,0.0,6.555,0.0,0.0,14.554,58.528,339.643,664.84,1021.201,568.465,627.255,441.395,403.858,719.917,808.297,1403.825,1349.235,730.905,436.18919047619045,9159.973
3029.0,0.0,0.0,0.0,0.0,1.7,0.0,1.117,22.132,140.973,1019.903,2448.857,4386.872,2132.973,2882.175,3046.86,2604.865,3835.668,9075.652,16376.472,18399.79,7884.115,3536.1963809523813,74260.12400000001
3030.0,0.0,0.0,0.0,0.0,0.99,5.77,10.41,26.229,140.811,1025.949,2372.319,3498.978,2228.401,3133.215,2755.48,2363.341,3402.128,6020.788,10126.44,12787.32,5269.23,2627.0380476190476,55167.799
3031.0,0.0,0.0,1.4,0.0,0.0,0.0,1.05,14.116,24.066,103.709,117.789,230.777,138.46,285.225,192.26,97.22,315.886,200.89,424.62,463.24,128.62,130.44419047619044,2739.3279999999995
3032.0,0.0,0.0,0.0,0.0,0.0,2.88,3.97,8.112,46.664,164.665,401.465,481.17,330.42,333.464,338.64,386.245,463.555,714.689,877.712,803.125,334.515,271.01385714285715,5691.291
3033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,6.801,27.98,122.0,200.644,341.98,249.695,348.905,262.305,279.5,273.217,380.165,460.509,867.75,208.75,191.92652380952381,4030.457
3034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,13.062,115.96,161.88,290.285,139.81,307.02,226.68,210.5,154.405,158.515,370.62,420.915,267.505,135.15128571428573,2838.177
3036.0,0.0,0.0,0.0,0.0,0.0,0.0,4.135,1.08,14.213,86.63,97.354,213.258,149.81,129.92,120.18,173.915,155.875,291.24,248.935,317.445,152.89,102.70857142857142,2156.8799999999997
3037.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.155,69.114,466.12,1277.91,2038.732,1131.335,1418.455,1210.644,879.622,929.72,1377.92,2587.01,3672.845,1724.825,894.7574761904762,18789.907
3038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.789,34.89,326.785,682.691,1218.869,643.613,764.269,590.195,444.995,474.462,996.74,1374.06,1577.335,771.37,471.81252380952384,9908.063
3039.0,0.0,0.0,0.0,1.12,1.155,4.85,0.0,2.85,24.124,104.915,178.38,195.966,153.51,214.31,281.625,187.535,300.168,197.875,387.215,413.135,150.08,133.27680952380953,2798.813
3040.0,0.0,0.0,0.0,0.0,0.0,1.2,5.09,12.243,32.647,194.44,302.077,453.27,246.524,332.201,433.188,665.99,319.12,549.205,742.075,895.54,332.75,262.74095238095236,5517.5599999999995
3041.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.408,10.735,87.46,175.834,241.09,147.317,224.097,218.315,198.555,159.466,316.905,728.49,579.815,236.725,158.8672380952381,3336.212
3042.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,2.493,9.24,110.75,227.375,384.075,222.31,396.975,481.614,296.025,608.085,716.79,802.215,657.23,316.38,249.2546190476191,5234.347000000001
3043.0,0.0,0.0,0.0,1.4,0.0,0.0,16.32,1.002,23.21,184.105,325.609,545.867,362.85,665.425,484.555,619.405,1010.737,1176.46,1080.59,1333.985,344.8,389.3485714285714,8176.32
3044.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2.04,22.587,236.185,293.391,485.717,299.35,317.895,320.55,305.772,412.532,707.467,710.01,1142.26,390.125,268.9457619047619,5647.861
3045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,2.88,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,298.54,0.0,18.722380952380952,393.17
3046.0,0.0,0.0,1.44,0.0,0.0,0.0,1.05,8.11,33.215,135.45,418.834,538.59,448.57,525.1,506.85,331.435,351.64,761.631,951.895,1256.605,435.25,319.3173809523809,6705.664999999999
3047.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,1.002,23.14,124.175,198.44,426.37,326.42,538.05,298.73,186.157,331.691,889.765,1143.675,1424.885,529.875,306.87119047619046,6444.295
3048.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.742,13.193,104.65,317.864,514.54,265.75,358.01,470.18,185.04,257.405,642.49,862.685,1739.17,692.58,306.2675714285714,6431.618999999999
3049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.435,2.55,52.654,192.509,345.216,175.832,256.7,157.255,75.74,151.57,321.925,447.458,725.495,302.3,152.79233333333335,3208.639
3051.0,0.0,0.0,1.5,0.0,0.8,0.0,4.045,4.457,2.105,12.01,29.403,39.35,51.09,105.87,106.79,85.25,129.658,166.59,271.155,89.535,32.72,53.92038095238095,1132.328
3052.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,3.054,10.56,13.02,20.72,21.075,10.44,24.68,28.92,184.24,115.425,70.62,214.37,294.27,43.06,50.33114285714286,1056.954
3053.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,5.05,17.01,18.875,22.35,14.53,39.14,97.185,42.82,110.78,314.635,188.01,132.758,38.595,49.71371428571429,1043.988
3054.0,0.0,0.0,0.0,0.0,2.97,0.0,2.67,9.538,17.299,31.88,56.095,52.52,33.88,98.12,69.12,101.555,89.891,96.15,187.49,301.225,14.88,55.48966666666667,1165.2830000000001
3055.0,0.0,0.0,1.6,0.0,0.0,0.0,2.02,6.47,26.644,96.053,154.046,211.645,80.4,145.52,257.36,165.058,139.765,298.095,355.774,336.42,169.44,116.4909523809524,2446.3100000000004
3056.0,0.0,0.0,0.9,0.75,1.92,1.65,7.983,9.882,33.032,138.013,253.639,289.947,154.02,324.055,319.77,343.69,402.368,1076.793,765.245,797.615,347.05,250.8724761904762,5268.322
3057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.122,16.436,45.479,83.91,120.475,106.09,178.924,162.865,66.79,176.875,305.685,229.68,343.895,70.575,91.03814285714286,1911.8010000000002
3058.0,0.0,0.0,0.96,0.0,0.0,0.0,3.4,12.599,61.834,242.215,533.846,778.16,522.425,859.727,1017.85,525.0,748.573,1462.768,1475.645,1858.915,619.78,510.6522380952382,10723.697000000002
3059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,11.437,187.6,332.13,667.969,407.494,766.915,531.75,445.86,578.685,866.4,1139.83,2563.69,1346.955,469.12976190476195,9851.725
3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,18.33,63.97,143.49,253.606,144.99,280.849,210.2,123.05,204.915,322.935,485.01,520.2,363.8,149.4007142857143,3137.415
3061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99,21.55,57.77,152.46,235.95,540.06,723.98,825.195,1817.32,1020.985,1630.5,1985.18,834.615,469.26452380952384,9854.555
3062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.0,114.75,5.0,25.0,135.2,182.51,612.54,246.52,109.58,68.34809523809524,1435.31
3063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78,33.39,22.96,20.26,31.71,42.13,49.24,5.4,50.805,70.62,93.4,94.06,25.035952380952388,525.7550000000001
3064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.962,65.752,554.204,1374.972,2494.634,1657.004,2473.108,2145.45,1811.405,2377.16,5437.135,9944.585,17917.69,7006.14,2631.723857142857,55266.201
3065.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,8.307,13.19,35.55,47.899,32.68,12.775,96.444,81.08,45.235,161.58,234.555,225.465,131.485,43.185,55.80619047619048,1171.93
3066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2.02,20.9,37.985,20.59,45.365,68.27,69.285,114.407,78.37,261.375,251.14,154.685,24.79,54.817238095238096,1151.162
3067.0,0.0,0.0,0.0,0.0,0.0,0.0,5.992,1.075,6.51,19.99,26.344,78.485,22.73,182.205,57.16,151.945,151.665,75.46,334.662,201.56,36.175,64.37895238095237,1351.9579999999999
3068.0,0.0,0.0,0.6,0.0,3.0,0.0,7.33,16.97,33.555,109.754,199.399,219.9,186.305,171.441,309.64,197.855,304.334,323.846,557.576,647.45,205.15,166.38595238095238,3494.105
3070.0,0.0,0.0,0.75,0.0,1.12,1.92,9.342,44.691,46.075,213.354,447.084,389.855,263.91,560.323,402.06,377.005,336.7,597.416,1525.703,896.915,366.675,308.61419047619046,6480.898
3071.0,0.0,0.0,0.0,0.48,0.0,0.0,5.662,7.05,19.96,115.014,230.614,251.37,261.415,348.615,180.5,278.24,460.022,516.71,1089.09,789.08,314.39,231.81961904761906,4868.212
3072.0,0.0,0.0,0.0,0.0,0.35,1.5,4.612,18.334,30.265,201.905,476.954,639.979,327.805,727.245,411.18,480.655,672.845,1022.82,1889.774,1452.71,524.645,423.02752380952387,8883.578000000001
3073.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,8.452,39.12,565.243,580.504,843.43,596.705,973.645,454.55,626.415,687.603,1501.327,2247.63,2076.54,694.57,566.5168571428571,11896.854
3074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,16.44,115.21,260.27,636.618,378.48,817.96,816.275,982.425,1229.13,960.77,1964.085,1904.125,786.795,517.6787142857142,10871.252999999999
3075.0,0.0,0.0,1.28,0.0,1.19,0.0,0.0,0.99,13.722,99.73,243.878,706.955,364.65,494.17,384.965,197.07,298.89,640.84,874.15,1481.685,672.22,308.39928571428567,6476.384999999999
3076.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,4.04,46.582,487.24,510.534,945.67,533.69,880.23,837.445,688.038,774.95,1512.865,2245.635,3550.325,1295.785,681.6513809523809,14314.679
3078.0,1.53,0.0,1.4,0.0,0.0,2.475,2.72,13.499,24.297,99.99,185.692,201.38,93.765,318.641,287.478,375.395,277.42,576.8,849.18,576.36,293.04,199.09819047619047,4181.062
3079.0,0.0,0.0,0.0,0.0,0.0,9.8,1.085,25.791,39.741,130.69,258.617,280.394,166.266,269.934,269.376,291.335,354.297,340.807,836.945,885.88,326.69,213.69752380952377,4487.647999999999
3081.0,0.0,0.0,0.0,1.05,1.12,0.0,1.0,8.262,13.102,80.154,146.684,194.525,115.275,175.155,314.53,199.575,504.73,666.43,987.457,634.505,322.695,207.91661904761904,4366.249
3082.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,2.069,37.982,200.785,514.252,973.256,526.355,671.883,532.405,532.235,399.96,996.307,1592.77,1662.98,733.13,446.57233333333323,9378.018999999998
3083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,36.28,522.88,596.831,816.38,574.964,621.988,512.35,439.499,849.721,971.085,1599.283,1718.39,775.88,478.35242857142856,10045.401
3084.0,0.0,0.0,0.0,0.0,0.0,0.0,3.135,12.636,41.332,225.298,408.897,542.615,293.56,530.695,444.61,322.545,633.408,802.442,1074.38,1161.08,563.635,336.2032380952381,7060.268
3085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,31.436,120.975,221.17,274.603,116.235,288.95,178.495,192.575,350.983,345.18,565.735,609.92,277.545,170.3724761904762,3577.822
3087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.004,17.988,59.46,155.53,195.06,65.925,180.38,112.815,130.823,138.535,197.13,316.182,482.925,201.18,107.47319047619047,2256.937
3088.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002,11.003,45.898,234.638,407.49,599.56,336.46,622.477,439.54,379.668,391.17,875.185,1196.74,1483.975,773.69,371.3569523809524,7798.496000000001
3089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,8.612,119.937,266.842,426.76,183.105,277.37,235.375,316.555,296.828,561.53,680.16,967.635,383.15,225.12804761904758,4727.688999999999
3090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.02,12.12,78.935,71.48,56.76,92.3,59.708,61.485,101.49,212.35,246.135,227.83,98.32,62.903952380952376,1320.983
3091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,3.12,21.68,61.005,70.32,33.0,97.59,115.585,65.225,166.51,262.655,206.835,154.02,123.24,65.79738095238095,1381.745
3093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.575,5.42,30.61,62.155,121.755,74.605,103.07,85.51,35.525,86.33,259.512,309.965,363.3,126.525,79.3265238095238,1665.857
3094.0,0.0,0.0,0.0,0.0,1.155,0.0,0.0,9.127,16.275,50.44,122.165,171.301,94.785,175.785,149.085,219.7,161.9,175.105,338.99,419.215,225.96,110.99942857142858,2330.9880000000003
3095.0,0.0,1.35,0.0,4.3,1.6,1.6,1.7,22.492,66.331,266.394,504.785,694.666,339.48,575.307,521.648,471.051,863.379,1250.066,1433.03,1787.615,750.645,455.11614285714285,9557.439
