Postcode,Installation,Output
2069,74,577.398
2070,72,497.482
2071,43,317.365
2072,29,196.405
2073,88,647.792
2074,96,610.98
2075,116,797.765
2076,88,573.155
2077,138,958.91
2079,42,306.959
2080,13,93.84
2081,40,237.945
2082,40,223.835
2083,15,77.967
2084,24,176.315
2085,67,432.88
2086,62,452.407
2087,68,556.91
2088,84,658.977
2089,13,82.831
2090,12,89.27
2092,31,194.849
2093,82,585.305
2094,13,76.13
2095,37,253.28
2096,48,304.515
2097,59,468.075
2099,106,841.537
2100,123,986.41
2101,60,415.06
2102,34,250.345
2103,47,455.007
2104,15,137.05
2105,12,72.514
2106,23,155.797
2107,58,465.6
2108,8,59.005
2109,0,0
2110,31,215.225
2111,62,515.082
2112,103,655.877
2113,76,616.989
2114,40,271.89
2115,32,203.04
2116,29,404.515
2117,54,498.009
2118,84,508.36
2119,67,387.325
2120,94,744.77
2121,110,710.984
2122,77,478.696
2123,0,0
2124,1,3.835
2125,108,737.229
2126,108,631.968
2127,11,339.295
2128,14,418.075
2130,16,99.635
2131,37,446.015
2132,32,356.604
2133,38,272.804
2134,24,203.525
2135,65,549.589
2136,19,298.14
2137,94,695.368
2138,44,787.93
2140,18,186.72
2141,85,760.545
2142,43,638.925
2143,21,235.6
2144,56,548.528
2145,265,2443.575
2146,116,749.398
2147,201,1679.713
2148,287,2585.584
2150,16,145.595
2151,69,617.765
2152,36,254.18
2153,319,2286.565
2154,191,1352.104
2155,648,4762.266
2156,108,990.413
2157,49,603.085
2158,64,632.589
2159,52,415.443
2160,90,787.685
2161,90,814.47
2162,58,716.27
2163,20,245.395
2164,137,3090.5
2165,132,1221.763
2166,147,1417.07
2167,76,484.73
2168,160,1089.584
2170,484,4769.245
2171,228,1504.962
2172,30,202.685
2173,59,347.245
2174,177,1187.95
2175,27,650.745
2176,217,1506.632
2177,61,445.55
2178,33,747.969
2179,84,572.495
2190,66,535.47
2191,10,60.665
2192,40,222.455
2193,57,400.317
2194,23,251.17
2195,25,181.05
2196,79,508.255
2197,32,203.735
2198,42,291.7
2199,33,270.48
2200,89,909.275
2203,43,257.184
2204,70,659.93
2205,24,173.725
2206,65,427.52
2207,69,634.89
2208,56,491.674
2209,59,372.525
2210,113,717.92
2211,76,875.91
2212,63,780.595
2213,124,796.879
2214,34,242.345
2216,39,262.475
2217,40,327.19
2218,24,164.455
2219,45,398.429
2220,39,282.775
2221,64,492.64
2222,31,165.875
2223,74,464.223
2224,49,441.27
2225,29,207.167
2226,71,435.481
2227,55,463.543
2228,65,414.435
2229,125,1061.12
2230,136,1024.987
2231,16,106.938
2232,155,1034.357
2233,168,1045.608
2234,229,1488.723
2250,473,4275.814
2251,239,1606.54
2256,101,694.652
2257,210,1511.91
2258,49,483.509
2259,775,5326.531
2260,227,1458.091
2261,380,2490.881
2262,234,1304.036
2263,249,1349.26
2264,241,1433.48
2265,109,897.425
2267,32,175.845
2278,42,261.14
2280,244,1441.538
2281,179,1025.73
2282,144,936.355
2283,306,1856.765
2284,140,861.18
2285,336,2182.432
2286,69,426.43
2287,363,2204.319
2289,125,757.127
2290,244,1531.886
2291,93,700.826
2292,14,121.88
2293,17,108.47
2294,9,92.91
2295,75,379.48
2296,13,57.2
2297,13,55.47
2298,49,268.945
2299,53,305.82
2300,39,305.69
2302,6,141.39
2303,50,353.165
2304,89,680.93
2305,63,371.255
2306,4,20.915
2307,25,120.845
2308,0,0
2311,21,203.72
2312,23,156.655
2315,168,926.002
2316,132,640.205
2317,82,482.805
2318,240,1607.715
2319,97,488.455
2320,552,4607.603
2321,287,1966.82
2322,353,2212.42
2323,292,1992.645
2324,395,2516.05
2325,387,2393.73
2326,141,874.565
2327,113,981.055
2328,18,99.9
2329,33,230.965
2330,294,2153.498
2333,148,1087.98
2334,31,175.415
2335,112,745.527
2336,35,239.789
2337,107,1098.885
2338,22,185.025
2339,9,52.65
2340,538,3933.944
2341,18,105.04
2342,6,60.83
2343,50,259.61
2344,11,98.89
2345,15,106.525
2346,61,377.97
2347,22,128.945
2350,266,1882.05
2352,24,129.81
2353,17,89.355
2354,39,232.425
2355,10,59.44
2356,3,10.45
2357,77,436.34
2358,66,485.065
2359,14,83.44
2360,233,1562.565
2361,23,223.72
2365,65,508.205
2369,7,55.46
2370,110,739.47
2371,18,142.65
2372,106,610.09
2379,5,29.265
2380,165,1135.08
2381,12,80.56
2382,17,222.555
2386,0,0
2387,1,6.05
2388,91,436.305
2390,333,1585.366
2395,9,46.01
2396,10,47.26
2397,6,35.14
2398,6,48.39
2399,20,112.15
2400,358,2355.56
2401,5,33.6
2402,47,315.09
2403,12,64.46
2404,29,171.35
2405,5,30.47
2406,29,107.37
2408,4,22.41
2409,10,57.295
2410,6,49.23
2411,0,0
2415,7,33.82
2420,53,429.9
2421,57,540.53
2422,108,756.835
2423,55,403.69
2424,3,12.8
2425,46,390.52
2426,19,103.76
2427,96,517.215
2428,271,2088.66
2429,174,1171.53
2430,486,3418.527
2431,98,522.185
2439,124,611.805
2440,316,2036.215
2441,59,311.815
2443,144,774.352
2444,578,3466.72
2445,133,689.635
2446,238,1482.14
2447,132,716.12
2448,139,757.21
2449,33,210.305
2450,664,4473.87
2452,158,961.545
2453,46,309.75
2454,121,785.175
2455,47,249.575
2456,266,1526.48
2460,586,3675.411
2462,47,272.81
2463,166,927.32
2464,106,699.34
2465,3,38.04
2466,44,242.255
2469,90,606.995
2470,318,2196.48
2471,66,386.23
2472,35,223.04
2473,41,246.865
2474,131,827.612
2475,3,14.22
2476,16,103.527
2477,304,1954.7
2478,569,3567.88
2479,126,889.007
2480,802,5421.665
2481,237,1855.214
2482,135,918.846
2483,221,1301.308
2484,383,2652.465
2485,159,1221.043
2486,478,2923.475
2487,303,2287.824
2488,59,368.805
2489,171,1224.23
2490,15,87.225
2500,123,1187.363
2502,71,435.56
2505,22,210.505
2506,41,225.075
2508,50,374.141
2515,88,485.475
2516,40,242.783
2517,81,574.87
2518,111,673.69
2519,81,626.215
2520,0,0
2525,100,586.802
2526,139,1257.06
2527,293,1951.085
2528,162,1027.029
2529,271,1735.02
2530,417,2743.502
2533,184,1134.42
2534,51,470.82
2535,143,904.085
2536,326,2086.079
2537,240,1492.395
2538,39,219.855
2539,219,1306.19
2540,603,3763.848
2541,324,2182.46
2545,16,92.73
2546,135,861.38
2548,101,570.505
2549,46,379.64
2550,201,1302.235
2551,30,251.69
2552,0,0
2555,1,4.86
2556,14,135.83
2557,132,845.06
2558,84,570.952
2559,17,106.73
2560,496,2976.68
2563,4,122.04
2564,72,469.25
2565,222,2105.82
2566,226,1717.575
2567,413,3110.545
2568,15,124.985
2569,14,121.935
2570,616,4503.727
2571,129,915.591
2572,41,262.825
2573,46,269.88
2574,57,462.955
2575,190,1498.958
2576,138,1104.804
2577,214,1742.864
2578,34,224.075
2579,82,800.79
2580,379,2667.941
2581,39,258.645
2582,212,1537.866
2583,92,755.905
2584,10,70.024
2585,1,3.72
2586,60,426.415
2587,34,200.485
2588,6,30.295
2590,87,679.235
2594,141,995.765
2600,54,866.472
2601,4,154.73
2602,220,1331.119
2603,46,699.811
2604,65,503.59
2605,80,492.258
2606,55,382.595
2607,97,678.597
2609,24,991.59
2611,389,2309.341
2612,44,336.243
2614,172,1023.578
2615,379,2187.458
2616,2,12.14
2617,233,1434.41
2618,15,196.43
2619,98,638.715
2620,504,3866.732
2621,104,721.745
2622,90,466.526
2623,13,69.27
2624,0,0
2625,1,99.96
2626,5,31.525
2627,56,428.025
2628,30,153.695
2629,11,59.34
2630,128,823.725
2631,8,40.5
2632,31,190.915
2633,2,9.54
2640,430,3545.257
2641,134,1009.641
2642,78,579.67
2643,32,167.979
2644,29,265.13
2645,11,60.23
2646,93,845.865
2647,38,327.15
2648,54,491.18
2649,0,0
2650,511,3992.789
2651,22,111.06
2652,59,449.84
2653,33,160.726
2655,12,60.955
2656,13,166.765
2658,25,124.005
2659,9,55.97
2660,33,259.987
2663,65,478.895
2665,24,170.205
2666,50,363.845
2668,8,52.025
2669,7,56.735
2671,52,508.2
2672,48,252.34
2675,30,222.48
2678,0,0
2680,211,2524.835
2681,14,117.945
2700,55,404.735
2701,48,329.685
2702,16,99.24
2703,5,43.18
2705,128,1436.045
2706,11,61.9
2707,17,144.255
2710,160,1444.1
2711,99,914.285
2712,29,360.42
2713,46,739.2
2714,71,514.295
2715,10,58.295
2716,13,123.42
2717,32,251.015
2720,93,679.3
2721,0,0
2722,35,248.34
2725,2,4.26
2726,16,113.545
2727,10,75.285
2729,47,253.007
2730,18,135.96
2731,84,618.63
2732,31,305.625
2733,7,32.175
2734,5,38.565
2735,6,36.305
2736,2,15.49
2737,8,86.91
2738,35,382.138
2739,35,324.08
2745,246,2074.938
2747,436,2877.262
2748,17,169.934
2749,143,1042.715
2750,288,2411.347
2751,0,0
2752,61,480.948
2753,136,1177.512
2754,74,610.24
2756,381,3916.7
2757,9,85.36
2758,87,674.622
2759,192,1373.085
2760,175,1349.833
2761,280,1750.385
2762,197,1164.919
2763,174,1111.196
2765,349,2714.187
2766,84,1340.33
2767,163,910.515
2768,181,1140.164
2769,203,1147.71
2770,221,1806.98
2773,65,412.567
2774,107,701.3
2775,17,149.322
2776,34,196.462
2777,130,911.307
2778,20,93.803
2779,32,164.921
2780,114,798.298
2782,45,296.36
2783,14,72.81
2784,15,78.351
2785,51,248.748
2786,17,80.874
2787,47,328.505
2790,96,688.448
2791,7,92.935
2792,5,19.95
2793,26,145.075
2794,120,1036.39
2795,456,3274.101
2797,11,51.205
2798,41,238.935
2799,47,351.704
2800,452,3768.124
2803,14,279.987
2804,48,381.105
2805,4,27.78
2806,21,179.385
2807,6,30.82
2808,3,11.06
2809,6,38.45
2810,49,319.47
2817,2,13.3
2818,13,117.975
2820,66,525.84
2821,106,639.975
2822,4,103.7
2823,36,279.055
2824,114,614.605
2825,111,680.985
2826,9,47.425
2827,73,566.505
2828,34,186.17
2829,115,460.185
2830,539,4751.14
2831,34,213.365
2832,48,262.23
2833,17,72.6
2834,79,315.43
2835,72,345.655
2836,33,135.245
2838,1,40.7
2839,77,266.15
2840,99,455.87
2842,12,95.01
2843,16,91.25
2844,33,208.86
2845,7,30.69
2846,4,20.4
2847,27,201.075
2848,15,74.85
2849,24,137.28
2850,288,2129.65
2852,52,338.39
2864,15,91.1
2865,27,185.61
2866,48,302.285
2867,14,59.575
2868,6,32.06
2869,33,205.4
2870,169,1236.895
2871,87,692.925
2873,23,132.37
2874,6,32.16
2875,19,97.8
2876,10,43.405
2877,107,464.865
2878,1,3.135
2879,46,154.29
2880,466,2255
2898,0,0
2899,2,4.437
2900,15,107.93
2901,0,0
2902,144,884.915
2903,82,508.96
2904,108,618.521
2905,243,1560.682
2906,133,776.91
2911,41,657.585
2912,28,226.08
2913,262,1561.46
2914,268,1638.743
3000,6,148.715
3002,10,72.095
3003,10,190.68
3004,3,52.54
3006,3,53.18
3008,1,29.145
3011,51,306.875
3012,92,887.08
3013,75,531.688
3015,84,546.3
3016,76,544.717
3018,80,674.925
3019,29,245.81
3020,203,2269.41
3021,247,1462.145
3022,16,88.01
3023,355,2814.34
3024,272,1652.6
3025,50,672.56
3026,65,1634.73
3027,71,423.06
3028,149,808.297
3029,1368,9075.652
3030,811,6020.788
3031,37,200.89
3032,105,714.689
3033,48,380.165
3034,28,158.515
3036,49,291.24
3037,234,1377.92
3038,165,996.74
3039,37,197.875
3040,85,549.205
3041,49,316.905
3042,77,716.79
3043,85,1176.46
3044,108,707.467
3045,0,0
3046,137,761.631
3047,89,889.765
3048,90,642.49
3049,56,321.925
3051,14,166.59
3052,10,70.62
3053,15,314.635
3054,23,96.15
3055,62,298.095
3056,96,1076.793
3057,46,305.685
3058,227,1462.768
3059,137,866.4
3060,55,322.935
3061,60,1020.985
3062,7,182.51
3063,6,50.805
3064,897,5437.135
3065,21,234.555
3066,15,261.375
3067,10,75.46
3068,71,323.846
3070,133,597.416
3071,103,516.71
3072,199,1022.82
3073,282,1501.327
3074,109,960.77
3075,116,640.84
3076,196,1512.865
3078,94,576.8
3079,59,340.807
3081,68,666.43
3082,135,996.307
3083,150,971.085
3084,114,802.442
3085,61,345.18
3087,37,197.13
3088,135,875.185
3089,82,561.53
3090,26,212.35
3091,26,262.655
3093,28,259.512
3094,36,175.105
3095,185,1250.066
3096,18,118.515
3097,14,128.97
3099,34,234.67
3101,83,616.147
3102,20,94.415
3103,52,321.29
3104,88,599.975
3105,47,277.84
3106,88,567.745
3107,71,384.86
3108,90,567.93
3109,121,694.545
3111,96,671.905
3113,51,441.565
3114,21,158.355
3115,38,290.42
3116,97,596.59
3121,52,505.28
3122,47,321.05
3123,30,285.567
3124,77,429.465
3125,58,315.686
3126,28,167.745
3127,79,533.057
3128,44,342.377
3129,79,644.165
3130,138,812.926
3131,140,849.622
3132,70,382.612
3133,149,1033.505
3134,182,1385.375
3135,126,968
3136,260,1467.12
3137,97,714.105
3138,153,796.745
3139,145,1022.545
3140,119,975.242
3141,28,194.625
3142,32,392.53
3143,29,168.42
3144,44,401.05
3145,91,494.95
3146,90,516.13
3147,83,447.964
3148,27,145.55
3149,200,1157.296
3150,342,2053.715
3151,37,225.8
3152,219,1285.376
3153,155,1835.72
3154,24,120.615
3155,133,757.697
3156,280,1739.071
3158,33,243.705
3159,14,102.065
3160,61,412.345
3161,43,308.765
3162,54,366.195
3163,99,574.32
3164,3,84.62
3165,117,690.05
3166,77,636.109
3167,48,357.295
3168,56,552.935
3169,126,799.265
3170,123,833.105
3171,109,821.142
3172,150,929.595
3173,303,2041.37
3174,177,1148.42
3175,382,5442.91
3176,0,0
3177,55,286.5
3178,259,1662.105
3179,46,435.255
3180,55,389.38
3181,37,256.656
3182,40,293.664
3183,52,285.384
3184,38,178.772
3185,41,224.686
3186,98,768.647
3187,59,341.145
3188,87,519.939
3189,51,763.467
3190,45,378.94
3191,46,290.86
3192,163,1190.896
3193,107,769.901
3194,58,566.005
3195,252,2251.685
3196,123,758.635
3197,57,302.425
3198,113,755.876
3199,293,1817.997
3200,24,145.845
3201,189,1913.634
3202,20,503.98
3204,113,629.712
3205,20,128.4
3206,35,159.95
3207,43,353.245
3211,24,212.93
3212,153,1050.645
3213,41,406.09
3214,97,573.195
3215,105,979.484
3216,395,2833.443
3217,112,784.75
3218,56,397.583
3219,129,806.931
3220,130,1474.718
3221,12,97.295
3222,209,1365.955
3223,107,621.22
3224,139,1072.035
3225,52,297.229
3226,206,1164.229
3227,86,504.143
3228,221,1462.756
3230,55,339.878
3231,48,261.845
3232,12,74.86
3233,28,257.525
3234,6,47.265
3235,6,36.675
3236,6,33.89
3237,2,13.08
3238,6,33.56
3239,11,121.27
3240,25,149.352
3241,31,230.714
3242,14,79.695
3243,8,37.285
3249,38,353.4
3250,65,594.075
3251,3,16.17
3254,3,11.305
3260,43,462.56
3264,34,204.605
3265,47,728.895
3266,40,500.835
3267,2,17.955
3268,43,606.96
3269,9,87.665
3270,2,10.7
3271,4,14.04
3272,32,161.755
3273,1,14.96
3274,10,40.01
3275,5,31.98
3276,2,9.74
3277,13,187.47
3278,7,74.91
3279,2,9.45
3280,177,1464.125
3281,23,138.345
3282,11,66.77
3283,17,129.39
3284,28,367.745
3285,9,52.84
3286,4,13.15
3287,3,11.71
3289,7,67.755
3292,5,24.115
3293,3,11.76
3294,8,42.6
3300,65,537.065
3301,16,95.755
3302,2,8.84
3303,2,13.2
3304,30,191.62
3305,129,860.155
3309,4,23.99
3310,0,0
3311,13,89.31
3312,7,40.785
3314,8,55.08
3315,21,115.485
3317,1,5.04
3318,24,144.875
3319,4,29.74
3321,26,165.435
3322,1,5.76
3323,1,5.49
3324,17,80.315
3325,10,49
3328,34,204.85
3329,5,25.25
3330,2,6.9
3331,79,591.347
3332,11,75.079
3333,7,51.055
3334,7,39.105
3335,113,678.94
3336,97,588.3
3337,309,2107.14
3338,327,1976.415
3340,186,1132.448
3341,16,97.05
3342,34,213.79
3345,18,106.117
3350,433,2928.274
3351,132,825.3
3352,243,1605.06
3353,0,0
3354,0,0
3355,96,738.61
3356,150,1123.102
3357,46,280.915
3358,7,39.89
3360,21,118.57
3361,6,121.3
3363,52,280.665
3364,27,158.195
3370,51,287.74
3371,19,131.68
3373,31,314.14
3374,8,110.07
3375,0,0
3377,164,1101.345
3378,4,27
3379,19,84.765
3380,58,662.25
3381,28,160.535
3384,9,63.91
3385,18,117.925
3387,9,55.13
3388,8,98.45
3390,12,50.81
3391,0,0
3392,8,42.53
3393,47,266.89
3395,1,5.035
3396,10,67.53
3400,151,1018.9
3401,54,327.45
3402,0,0
3407,8,42.63
3409,22,129.2
3412,4,19.89
3413,2,13.895
3414,30,170.255
3415,0,0
3418,35,179.13
3419,9,41.94
3420,4,18.56
3423,20,117.845
3424,14,63.555
3427,60,364.002
3428,8,54.885
3429,294,2003.739
3430,4,37.56
3431,42,241.415
3432,5,38.365
3433,3,16.23
3434,91,557.655
3435,40,275.23
3437,140,1135.656
3438,28,283.04
3440,26,169.655
3441,15,177.14
3442,95,672.771
3444,133,1053.23
3446,19,106.055
3447,8,41.685
3448,11,62.685
3450,110,711.729
3451,111,590.847
3453,43,366.195
3458,48,253.635
3460,44,417.09
3461,82,449.667
3462,24,131.865
3463,45,211.75
3464,13,186.005
3465,144,1213.251
3467,36,201.225
3468,4,27.624
3469,4,30.11
3472,28,141.555
3475,13,73.28
3477,14,72.615
3478,45,249.61
3480,29,236.2
3482,3,17.04
3483,16,98.96
3485,5,25.93
3487,2,25.75
3488,1,6.05
3489,1,5.2
3490,10,81.425
3491,3,14.13
3494,4,43.125
3496,83,722.201
3498,86,865.712
3500,367,4064.837
3501,33,276.836
3502,0,0
3505,74,840.648
3506,0,0
3507,2,8.8
3509,0,0
3512,1,2.16
3515,26,149.41
3516,5,42.534
3517,17,101.425
3518,22,120.98
3520,3,11.98
3521,15,90.88
3522,4,19.715
3523,73,432.155
3525,26,227.83
3527,5,45.793
3529,3,15.105
3530,1,5.94
3531,1,6.6
3533,6,65.54
3537,10,51.05
3540,7,56.36
3542,4,30.23
3544,5,24.475
3546,8,73.33
3549,28,350.41
3550,317,2474.55
3551,481,3914.089
3552,0,0
3554,0,0
3555,172,1088.407
3556,115,730.082
3557,14,79.86
3558,12,75.729
3559,7,138.62
3561,66,529.365
3562,9,98.51
3563,16,93.505
3564,228,1856.42
3565,2,12.055
3566,15,163.795
3567,8,135.115
3568,54,593.035
3570,10,52.61
3571,4,37.05
3572,3,14.8
3573,3,103.61
3575,7,38.37
3576,1,5.232
3579,68,1015.715
3580,19,210.095
3581,1,10.8
3583,3,18.665
3584,18,186.31
3585,137,1607.645
3586,14,208.73
3588,9,50.075
3589,5,89.225
3590,1,5.3
3591,9,66.45
3594,16,82.14
3595,12,60.375
3596,0,0
3597,4,39.6
3599,1,93.6
3607,3,111.36
3608,48,351.5
3610,26,292.265
3612,26,201.16
3614,21,182.82
3616,93,847.79
3617,1,8.64
3618,12,149.815
3619,3,16.88
3620,81,870.65
3621,27,254.79
3622,4,68.94
3623,12,69.15
3624,8,137.965
3629,125,1076.15
3630,316,2108.61
3631,224,1921.735
3632,3,109.09
3633,9,54.015
3634,23,221.78
3635,6,34.93
3636,80,642.535
3637,12,109.49
3638,36,300.035
3639,18,104.19
3640,15,202.94
3641,20,114.28
3643,0,0
3644,144,1458.515
3646,10,55.095
3647,0,0
3649,5,30.13
3658,81,457.575
3659,19,178.34
3660,68,624.595
3661,0,0
3662,2,9.48
3663,6,55.72
3664,24,140.305
3665,10,58.91
3666,95,551.6
3669,29,148.145
3670,8,41.64
3671,4,37.555
3672,150,883.5
3673,28,163.91
3675,25,157.74
3676,6,64.73
3677,206,1442.06
3678,112,788.471
3682,6,134.707
3683,17,100.385
3685,34,237.63
3687,23,133.351
3688,14,114.485
3689,9,48.665
3690,436,2964.718
3691,183,1237.467
3694,0,0
3695,8,49.52
3697,10,80.505
3698,20,98.345
3699,14,66.52
3700,28,276.375
3701,25,166.06
3704,0,0
3705,2,13.14
3707,31,156.394
3708,2,7.31
3709,4,39.08
3711,15,83.65
3712,3,20.06
3713,13,158.725
3714,56,391.735
3715,2,15.21
3717,60,345.355
3718,3,10.725
3719,7,48.705
3720,9,119.4
3722,108,784.025
3723,54,317.33
3724,2,20.89
3725,11,72.45
3726,8,50.4
3727,4,15.155
3728,6,28.925
3730,168,1043.08
3732,13,102.49
3733,4,18.735
3735,9,52.03
3736,1,6.27
3737,51,313.226
3738,1,1.65
3739,3,15.325
3740,15,75.685
3741,79,529.905
3744,3,11.67
3746,9,48.185
3747,70,511.717
3749,38,231.795
3750,253,1482.83
3751,0,0
3752,193,1338.56
3753,43,258.647
3754,418,2380.851
3755,4,23.85
3756,121,776.93
3757,103,1005.249
3758,33,207.77
3759,11,63.21
3760,2,13.46
3761,18,131.334
3762,0,0
3763,21,108.64
3764,113,782.165
3765,43,238.195
3766,9,48.58
3767,6,28.445
3770,38,577.248
3775,55,429.16
3777,122,1031.705
3778,1,5.58
3779,10,70.65
3781,30,186.855
3782,68,440.41
3783,27,196.885
3786,8,46.56
3787,7,53.31
3788,10,56.375
3789,0,0
3791,14,82.307
3792,7,38.425
3793,23,197.26
3795,20,210.855
3796,72,406.33
3797,38,430.119
3799,59,434.46
3802,180,1001.485
3803,112,1041.325
3804,93,818.69
3805,458,2851.95
3806,396,2415.051
3807,76,528.335
3808,39,314.905
3809,256,1601.472
3810,523,3536.428
3812,18,216.69
3813,12,62.045
3814,25,155.6
3815,26,265.92
3816,35,314.465
3818,215,1404.005
3820,197,1345.09
3821,41,313.045
3822,11,70.42
3823,32,199.12
3824,53,283.73
3825,183,1297.93
3831,34,226.05
3832,3,18.265
3833,4,22.485
3835,1,7.7
3840,145,1398.11
3842,42,266.78
3844,243,2013.09
3847,44,379.045
3850,121,866.645
3851,98,560.34
3852,0,0
3853,0,0
3854,13,108.105
3856,11,75.2
3857,3,28.05
3858,51,519.145
3859,18,223.045
3860,82,686.42
3862,44,364.625
3864,1,4.68
3865,13,102.285
3869,20,117.385
3870,13,83.635
3871,29,180.41
3873,5,36.7
3874,11,156.06
3875,262,2253.376
3878,17,95.89
3880,57,472.75
3882,20,160.085
3885,17,89.916
3886,7,55.54
3887,4,35.9
3888,58,403.135
3889,5,31.619
3890,4,11.39
3891,0,0
3892,22,235.5
3893,1,10.915
3895,0,0
3896,7,40.04
3898,16,94.735
3900,1,10.075
3902,9,86.545
3903,9,43.65
3904,31,158.196
3909,106,941.773
3910,209,1254.255
3911,48,380.8
3912,126,1033.215
3913,19,152.245
3915,103,865.02
3916,21,179.783
3918,44,258.505
3919,31,168.285
3921,4,17.53
3922,210,1421.846
3923,14,83.345
3925,77,604.245
3926,45,346.796
3927,42,263.767
3928,9,76.295
3929,28,285.36
3930,184,1201.916
3931,179,1226.43
3933,18,242.265
3934,177,1280.15
3936,110,810.037
3937,17,122.997
3938,30,181.53
3939,120,1029.55
3940,27,171.665
3941,167,964.906
3942,38,215.48
3943,36,249.23
3944,16,110.32
3945,23,142.62
3946,5,30.1
3950,70,649.235
3951,32,230.055
3953,108,795.665
3954,7,40.76
3956,62,432.21
3957,0,0
3958,4,27.066
3959,24,150
3960,33,260.14
3962,13,90.51
3964,2,13.45
3965,6,30.35
3966,17,109.62
3967,3,17.87
3971,44,304.295
3975,222,1411.275
3976,207,1123.047
3977,1353,8152.815
3978,742,4482.984
3979,4,35.01
3980,50,444.315
3981,75,637.95
3984,82,508.845
3987,20,151.96
3988,27,280.545
3990,3,14.81
3991,9,46.16
3992,20,115.815
3995,171,1117.175
3996,129,707.015
4000,21,178.423
4001,0,0
4002,0,0
4004,0,0
4005,43,355.243
4006,34,691.105
4007,104,844.61
4008,9,295.745
4009,6,205.694
4010,18,257.76
4011,96,661.729
4012,124,782.072
4013,29,400.528
4014,145,1432.676
4017,301,2035.742
4018,162,806.904
4019,187,1271.975
4020,255,1720.577
4021,87,612.998
4022,49,289.94
4025,8,56.91
4030,93,742.875
4031,101,831.701
4032,76,696.2
4034,343,2241.14
4035,315,2178.814
4036,89,657.495
4037,106,782.447
4051,211,1606.489
4053,315,2174.396
4054,104,619.275
4055,251,1694.814
4059,48,384.455
4060,128,814.183
4061,135,900.48
4062,0,0
4063,0,0
4064,85,765.675
4065,95,657.493
4066,83,575.248
4067,41,395.11
4068,168,1208.064
4069,386,2927.125
4070,156,1096.361
4073,81,752.075
4074,233,1747.3
4075,209,1412.046
4076,42,596.825
4077,183,1316.482
4078,211,1290.03
4101,70,597.89
4102,40,370.535
4103,71,586.032
4104,58,361.054
4105,71,549.875
4106,33,726.93
4107,95,886.885
4108,51,625.629
4109,247,1684.871
4110,202,1909.894
4111,2,12.58
4112,78,506.62
4113,152,1156.498
4114,119,1011.095
4115,152,957.3
4116,174,1104.538
4117,38,497.48
4118,322,2193.48
4119,86,843.45
4120,39,383.17
4121,180,1261.191
4122,274,1892.261
4123,302,2062.636
4124,362,2583.076
4125,115,818.79
4127,217,2078.048
4128,175,1088.328
4129,62,450.15
4130,108,775.785
4131,80,591.18
4132,169,1080.33
4133,210,1537.795
4151,99,902.645
4152,399,2884.962
4153,42,296.235
4154,127,892.471
4155,21,318.929
4156,57,461.4
4157,223,1690.68
4158,36,217.414
4159,157,1006.082
4160,216,1432.48
4161,156,960.615
4163,138,1002.146
4164,283,1978.781
4165,449,2914.246
4169,41,365.552
4170,192,1502.89
4171,138,1195.289
4172,40,548.97
4173,67,435.78
4174,29,272.425
4178,187,1603.271
4179,186,1297.879
4183,24,149.45
4184,132,810.025
